Row,score_variable_k,score_fixed_k,count,difference,name,sponsor_id,first_name,middle_name,last_name,suffix,nickname,party_id,party,role_id,role,district,year
id5549,1525.40419471441,1520.34434828874,2752,5.05984642567319,Matt Pierce,5549,Matt,,Pierce,,,0,D,1,Rep,HD-061,2016
id5508,1525.32248213866,1520.40228126651,2820,4.92020087214928,Sheila Klinker,5508,Sheila,J.,Klinker,,,0,D,1,Rep,HD-027,2016
id16115,1524.96802843729,1520.381665852,1667,4.58636258529214,Holli Sullivan,16115,Holli,,Sullivan,,,1,R,1,Rep,HD-078,2016
id14192,1524.863372414,1520.17864923721,2068,4.68472317679289,Sharon Negele,14192,Sharon,,Negele,,,1,R,1,Rep,HD-013,2016
id14445,1524.79145556624,1520.11004633454,2068,4.68140923170063,John Price,14445,John,,Price,,,1,R,1,Rep,HD-047,2016
id5533,1524.78585447525,1519.98042857216,2911,4.80542590309187,Edward DeLaney,5533,Edward,O.,DeLaney,,,0,D,1,Rep,HD-086,2016
id5510,1524.75581865638,1520.10111498252,2911,4.65470367385092,Daniel Leonard,5510,Daniel,J.,Leonard,,Dan,1,R,1,Rep,HD-050,2016
id5519,1524.74571710266,1520.13341727682,2818,4.61229982583882,Thomas Dermody,5519,Thomas,,Dermody,,,1,R,1,Rep,HD-020,2016
id5573,1524.58561249975,1519.83011943751,2637,4.75549306224093,Sean Eberhart,5573,Sean,R.,Eberhart,,,1,R,1,Rep,HD-057,2016
id14441,1524.4326679591,1520.09668635365,2068,4.33598160545012,Peggy Mayfield,14441,Peggy,,Mayfield,,,1,R,1,Rep,HD-060,2016
id5544,1524.34546849106,1519.68773874194,2819,4.65772974911852,Kathy Richardson,5544,Kathy,Kreag,Richardson,,,1,R,1,Rep,HD-029,2016
id10571,1524.24982066752,1519.82753756619,2686,4.4222831013285,Steven Davisson,10571,Steven,,Davisson,,,1,R,1,Rep,HD-073,2016
id11396,1524.22106707792,1519.71531141107,2911,4.50575566685006,Mike Speedy,11396,Mike,,Speedy,,,1,R,1,Rep,HD-090,2016
id16085,1524.17951639053,1519.6453901153,1574,4.53412627523107,Casey Cox,16085,Casey,,Cox,,,1,R,1,Rep,HD-085,2016
id5509,1523.94008293976,1519.68707268047,2851,4.25301025928866,Gerald Torr,5509,Gerald,R.,Torr,,Jerry,1,R,1,Rep,HD-039,2016
id14443,1523.92756595282,1519.47092058222,2068,4.45664537060634,Alan Morrison,14443,Alan,,Morrison,,,1,R,1,Rep,HD-042,2016
id5568,1523.91232385445,1519.60430423273,2478,4.30801962172131,Steven Stemler,5568,Steven,Ray,Stemler,,,0,D,1,Rep,HD-071,2016
id11395,1523.90206397657,1519.49638410141,2818,4.40567987516101,Cindy Kirchhofer,11395,Cindy,,Kirchhofer,,,1,R,1,Rep,HD-089,2016
id5567,1523.88360773101,1519.51708493042,2911,4.36652280058752,Robert Behning,5567,Robert,W.,Behning,,Bob,1,R,1,Rep,HD-091,2016
id14448,1523.64389632924,1519.44664842747,2068,4.19724790177111,Thomas Washburne,14448,Thomas,W.,Washburne,,,1,R,1,Rep,HD-064,2016
id5494,1523.61708711713,1518.10135769399,2556,5.51572942313669,Patrick Bauer,5494,B. Patrick,,Bauer,,,0,D,1,Rep,HD-006,2016
id16702,1523.55392408382,1517.71056845294,1584,5.84335563088257,Julie Olthoff,16702,Julie,,Olthoff,,,1,R,1,Rep,HD-019,2016
