bill_number,bill_id,title
HB1,562950,"Relating to transportation funding, expenditures, and finance and the preservation of a sufficient balance in the economic stabilization fund; making an appropriation."
HB2,562951,"Relating to making an appropriation to the Texas Department of Transportation for constructing, maintaining, and acquiring rights of way for public roadways other than toll roads."
HB3,562952,"Relating to the provision and use of revenue for transportation; making an appropriation."
HB4,562953,"Relating to providing funding for certain transportation projects, including port-related transportation projects; making appropriations."
HB5,562954,"Relating to the Texas Liberty Preservation Act; providing penalties."
HB6,562955,"Relating to the reimbursement of state funds used on out-of-state travel by elected officers."
HB7,562956,"Relating to the allocation of certain revenue from the taxes imposed on the sale, rental, or use of motor vehicles to the state highway fund."
HB8,562957,"Relating to the designation of a segment of Interstate Highway 45 in Montgomery County as the George P. Mitchell Memorial Highway."
HB9,563067,"Relating to authorizing certain attorneys representing the state to openly carry a handgun."
HB10,563059,"Relating to the right of a county to intervene in an original rate proceeding."
HB11,563259,"Relating to authorizing the issuance of revenue bonds to fund capital projects at public institutions of higher education; making an appropriation."
HB12,563066,"Relating to the allocation of certain motor vehicle sales tax revenue to the state highway fund."
HB13,563063,"Relating to the deposit to the state highway fund and the Texas emissions reduction plan fund of certain motor vehicle sales tax revenue."
HB14,563068,"Relating to authorizing certain general infrastructure projects to be undertaken by Type B economic development corporations."
HB15,563069,"Relating to providing funding for constructing, maintaining, and acquiring rights-of-way for public roadways other than toll roads; making appropriations."
HB16,563071,"Relating to the allocation of certain motor vehicle sales, use, and rental tax revenue; making an appropriation."
HB17,563073,"Relating to the rates of the state gasoline and diesel fuel taxes and to the use of any additional revenue derived from those taxes."
HB18,563070,"Relating to the creation of a Texas resident driver's permit, provisional Texas resident driver's permit, and Texas resident driver's instruction permit; authorizing fees; creating an offense."
HB19,563372,"Relating to the liabilities of, contributions to, and the administration of certain public retirement systems."
HB20,563369,"Relating to certain eminent domain authority and the expiration or suspension of certain unreported eminent domain authority."
HB21,563371,"Relating to a pregnant woman's completion of a resource awareness session before performance or inducement of an abortion; providing penalties."
HB22,563366,"Relating to the elimination of certain limitations on design-build contracts for transportation infrastructure projects to increase efficiency in transportation infrastructure funding."
HB23,563392,"Relating to certain state-adopted or state-developed assessment instruments for public school students and to a certain indicator of student achievement."
HB24,563393,"Relating to the legislative appropriations request process for the Texas Department of Transportation."
HB25,563389,"Relating to the development of a public education program regarding unexpected pregnancy and a related study concerning legislation affecting abortion."
HR1,562961,"Commending Marie Ballard for her service to the Terrell community."
HR2,563376,"Congratulating Torres Garage of Robstown on 92 years of operation."
HR3,563374,"Congratulating Gladys Earl Coleman Williams of Corpus Christi on her 80th birthday."
HR4,563367,"Congratulating Amanda Carmona Rodriguez of Weslaco on her 95th birthday."
HR5,563368,"In memory of energy industry pioneer and philanthropist George Phydias Mitchell of Galveston."
HR6,563375,"Commemorating the 100th anniversary of Schwertner State Bank."
HR7,563370,"Congratulating David Johnson of Carthage on attaining the rank of Eagle Scout."
HR8,563373,"Congratulating Rhonda and Ronny Samford on receiving the Community Builder Award from Masonic Lodge No. 737 in Tenaha."
HR9,563049,"Congratulating the 58th Texas Game Warden Cadet Class."
