roll_call_id,sponsor_id,vote
310658,4495,1
310658,4498,1
310658,4530,1
310658,4538,1
310658,4562,1
310658,4575,1
310658,4596,1
310658,4600,1
310658,4661,1
310658,4679,1
310658,4681,4
310658,4682,1
310658,4684,1
310658,4685,1
310658,4686,1
310658,4687,1
310658,4688,1
310658,4689,1
310658,4690,1
310658,4691,1
310658,4692,1
310658,4694,1
310658,4697,1
310658,4698,1
310658,4699,1
310658,4700,1
310658,4701,1
310658,4709,1
310658,4710,1
310658,4711,1
310658,4712,1
310658,4713,1
310658,4714,1
310658,4715,1
310658,4716,1
310658,4717,1
310658,4718,1
310658,4722,1
310658,4723,1
310658,4725,1
310658,4728,1
310658,4730,1
310658,4731,1
310658,11448,1
310658,11453,1
310658,11559,1
310658,11711,1
309183,4495,1
309183,4498,1
309183,4530,1
309183,4538,1
309183,4562,1
309183,4575,1
309183,4596,1
309183,4600,1
309183,4661,1
309183,4679,1
309183,4681,4
309183,4682,1
309183,4684,1
309183,4685,1
309183,4686,1
309183,4687,1
309183,4688,1
309183,4689,1
309183,4690,1
309183,4691,1
309183,4692,1
309183,4694,1
309183,4697,1
309183,4698,1
309183,4699,1
309183,4700,1
309183,4701,1
309183,4709,1
309183,4710,1
309183,4711,1
309183,4712,1
309183,4713,1
309183,4714,1
309183,4715,1
309183,4716,1
309183,4717,1
309183,4718,1
309183,4722,4
309183,4723,1
309183,4725,1
309183,4728,1
309183,4730,1
309183,4731,1
309183,11448,1
309183,11453,1
309183,11559,1
309183,11711,1
349804,4497,1
349804,4499,1
349804,4522,1
349804,4524,1
349804,4525,1
349804,4526,1
349804,4527,1
349804,4528,1
349804,4529,1
349804,4531,1
349804,4532,1
349804,4533,1
349804,4534,1
349804,4535,1
349804,4536,1
349804,4537,4
349804,4539,1
349804,4541,1
349804,4542,1
349804,4544,1
349804,4546,1
349804,4547,1
349804,4549,1
349804,4550,1
349804,4551,1
349804,4552,1
349804,4553,1
349804,4554,1
349804,4555,1
349804,4556,1
349804,4557,1
349804,4558,1
349804,4559,1
349804,4560,1
349804,4561,1
349804,4567,1
349804,4568,1
349804,4569,1
349804,4570,1
349804,4572,1
349804,4577,1
349804,4578,1
349804,4579,1
349804,4580,1
349804,4581,1
349804,4582,1
349804,4583,1
349804,4584,1
349804,4585,4
349804,4586,1
349804,4587,1
349804,4588,1
349804,4589,1
349804,4590,1
349804,4591,1
349804,4593,1
349804,4594,1
349804,4595,4
349804,4597,1
349804,4598,1
349804,4599,1
349804,4602,1
349804,4603,1
349804,4605,1
349804,4606,1
349804,4607,1
349804,4608,1
349804,4609,1
349804,4611,1
349804,4614,1
349804,4615,1
349804,4616,1
349804,4617,4
349804,4618,1
349804,4619,1
349804,4620,1
349804,4623,1
349804,4624,1
349804,4626,1
349804,4627,1
349804,4629,1
349804,4630,1
349804,4634,1
349804,4635,1
349804,4636,1
349804,4637,1
349804,4638,1
349804,4639,1
349804,4641,1
349804,4643,1
349804,4644,1
349804,4646,1
349804,4649,4
349804,4650,1
349804,4651,1
349804,4654,1
349804,4655,1
349804,4656,1
349804,4658,1
349804,4659,1
349804,4660,1
349804,4662,1
349804,4664,1
349804,4666,1
349804,4670,1
349804,10978,1
349804,11273,1
349804,11274,1
349804,11447,1
349804,11449,1
349804,11451,1
349804,11554,1
349804,11555,1
349804,11632,1
349804,11633,1
349804,11634,1
349804,11766,1
349804,11767,1
349804,11768,1
349804,11769,1
349804,11770,1
349804,11771,1
349804,11872,1
349804,11916,1
349804,11917,1
349804,11968,1
349804,11972,1
349804,11974,1
349804,11975,1
349804,12012,1
349804,12019,1
349804,12059,1
349804,12078,1
349804,12105,1
349804,12163,1
349804,12189,1
349804,15140,1
349804,15736,1
349804,15944,4
349804,16083,1
349804,16100,1
333974,4497,1
333974,4499,1
333974,4522,1
333974,4524,1
333974,4525,1
333974,4526,1
333974,4527,1
333974,4528,1
333974,4529,1
333974,4531,1
333974,4532,1
333974,4533,1
333974,4534,1
333974,4535,1
333974,4536,1
333974,4537,1
333974,4539,4
333974,4541,4
333974,4542,1
333974,4544,1
333974,4546,1
333974,4547,1
333974,4549,1
333974,4550,2
333974,4551,2
333974,4552,1
333974,4553,1
333974,4554,1
333974,4555,1
333974,4556,1
333974,4557,1
333974,4558,1
333974,4559,1
333974,4560,1
333974,4561,4
333974,4567,2
333974,4568,1
333974,4569,4
333974,4570,1
333974,4572,2
333974,4577,1
333974,4578,1
333974,4579,1
333974,4580,1
333974,4581,1
333974,4582,1
333974,4583,1
333974,4584,1
333974,4585,1
333974,4586,1
333974,4587,1
333974,4588,1
333974,4589,1
333974,4590,1
333974,4591,1
333974,4593,1
333974,4594,1
333974,4595,4
333974,4597,1
333974,4598,1
333974,4599,2
333974,4602,1
333974,4603,1
333974,4605,1
333974,4606,1
333974,4607,1
333974,4608,1
333974,4609,1
333974,4611,1
333974,4614,2
333974,4615,2
333974,4616,2
333974,4617,1
333974,4618,1
333974,4619,4
333974,4620,1
333974,4623,4
333974,4624,1
333974,4626,1
333974,4627,1
333974,4629,1
333974,4630,1
333974,4634,1
333974,4635,1
333974,4636,1
333974,4637,4
333974,4638,1
333974,4639,1
333974,4641,1
333974,4643,1
333974,4644,1
333974,4646,1
333974,4649,1
333974,4650,1
333974,4651,2
333974,4654,1
333974,4655,1
333974,4656,1
333974,4658,1
333974,4659,1
333974,4660,1
333974,4662,1
333974,4664,1
333974,4666,4
333974,4670,1
333974,10978,2
333974,11273,2
333974,11274,2
333974,11447,1
333974,11449,1
333974,11451,1
333974,11554,2
333974,11555,1
333974,11632,1
333974,11633,1
333974,11634,1
333974,11766,1
333974,11767,1
333974,11768,1
333974,11769,1
333974,11770,2
333974,11771,1
333974,11872,1
333974,11916,2
333974,11917,1
333974,11968,2
333974,11972,2
333974,11974,1
333974,11975,1
333974,12012,2
333974,12019,1
333974,12059,2
333974,12078,1
333974,12105,1
333974,12163,1
333974,12189,1
333974,15140,1
333974,15736,1
333974,15944,1
333974,16083,1
333974,16100,1
350039,4495,1
350039,4498,1
350039,4530,1
350039,4538,1
350039,4562,1
350039,4575,1
350039,4596,1
350039,4600,1
350039,4661,1
350039,4679,1
350039,4681,1
350039,4682,1
350039,4684,1
350039,4685,1
350039,4686,1
350039,4687,1
350039,4688,1
350039,4689,1
350039,4690,1
350039,4691,1
350039,4692,1
350039,4694,1
350039,4697,1
350039,4698,1
350039,4699,1
350039,4700,1
350039,4701,1
350039,4709,1
350039,4710,1
350039,4711,1
350039,4712,1
350039,4713,1
350039,4714,1
350039,4715,1
350039,4716,1
350039,4717,1
350039,4718,1
350039,4722,1
350039,4723,1
350039,4725,1
350039,4728,1
350039,4730,1
350039,4731,1
350039,11448,1
350039,11453,1
350039,11559,1
350039,11711,1
315245,4495,1
315245,4498,1
315245,4530,1
