Row,id11243,id11246,id11260,id11261,id11264,id11265,id17113,id17114,id17930,id2603,id2678,id2711,id2739,id2740,id2741,id2744,id2747,id2748,id2750,id2754,id2756,id2757,id2758,id2759,id2761,id2762,id2765,id2767,id2768,id2769
id11243,24,23,24,24,23,22,24,24,6,24,8,24,23,24,17,22,24,19,23,23,24,23,24,18,21,24,22,15,23,24
id11246,23,23,23,23,22,21,23,23,6,23,7,23,22,23,17,21,23,19,22,22,23,22,23,17,21,23,21,14,22,23
id11260,24,23,43,41,42,41,24,24,6,43,27,41,42,43,34,39,43,38,41,38,43,42,43,37,40,43,39,30,42,42
id11261,24,23,41,42,41,40,24,24,6,42,26,42,40,42,35,37,42,37,40,37,42,41,42,36,39,42,38,29,41,41
id11264,23,22,42,41,43,41,23,23,6,43,28,41,41,43,34,38,43,38,41,38,43,42,43,38,41,43,39,31,42,42
id11265,22,21,41,40,41,42,22,22,6,42,27,40,40,42,33,37,42,37,41,37,42,42,42,36,39,42,38,30,41,41
id17113,24,23,24,24,23,22,24,24,6,24,8,24,23,24,17,22,24,19,23,23,24,23,24,18,21,24,22,15,23,24
id17114,24,23,24,24,23,22,24,24,6,24,8,24,23,24,17,22,24,19,23,23,24,23,24,18,21,24,22,15,23,24
id17930,6,6,6,6,6,6,6,6,6,6,NaN,6,6,6,6,6,6,6,6,6,6,6,6,1,5,6,5,NaN,5,6
id2603,24,23,43,42,43,42,24,24,6,44,28,42,42,44,35,39,44,39,42,39,44,43,44,38,41,44,40,31,43,43
id2678,8,7,27,26,28,27,8,8,NaN,28,28,26,26,28,20,24,28,23,27,23,28,28,28,28,27,28,25,24,28,27
id2711,24,23,41,42,41,40,24,24,6,42,26,42,40,42,35,37,42,37,40,37,42,41,42,36,39,42,38,29,41,41
id2739,23,22,42,40,41,40,23,23,6,42,26,40,42,42,34,38,42,38,40,37,42,41,42,36,39,42,38,29,41,41
id2740,24,23,43,42,43,42,24,24,6,44,28,42,42,44,35,39,44,39,42,39,44,43,44,38,41,44,40,31,43,43
id2741,17,17,34,35,34,33,17,17,6,35,20,35,34,35,35,31,35,35,33,31,35,34,35,29,33,35,32,22,34,34
id2744,22,21,39,37,38,37,22,22,6,39,24,37,38,39,31,39,39,35,38,34,39,38,39,33,36,39,36,27,38,39
id2747,24,23,43,42,43,42,24,24,6,44,28,42,42,44,35,39,44,39,42,39,44,43,44,38,41,44,40,31,43,43
id2748,19,19,38,37,38,37,19,19,6,39,23,37,38,39,35,35,39,39,37,34,39,38,39,33,37,39,36,26,38,38
id2750,23,22,41,40,41,41,23,23,6,42,27,40,40,42,33,38,42,37,42,37,42,42,42,36,39,42,38,30,41,42
id2754,23,22,38,37,38,37,23,23,6,39,23,37,37,39,31,34,39,34,37,39,39,38,39,33,36,39,37,30,38,38
id2756,24,23,43,42,43,42,24,24,6,44,28,42,42,44,35,39,44,39,42,39,44,43,44,38,41,44,40,31,43,43
id2757,23,22,42,41,42,42,23,23,6,43,28,41,41,43,34,38,43,38,42,38,43,43,43,37,40,43,39,31,42,42
id2758,24,23,43,42,43,42,24,24,6,44,28,42,42,44,35,39,44,39,42,39,44,43,44,38,41,44,40,31,43,43
id2759,18,17,37,36,38,36,18,18,1,38,28,36,36,38,29,33,38,33,36,33,38,37,38,38,37,38,35,31,38,37
id2761,21,21,40,39,41,39,21,21,5,41,27,39,39,41,33,36,41,37,39,36,41,40,41,37,41,41,38,30,41,40
id2762,24,23,43,42,43,42,24,24,6,44,28,42,42,44,35,39,44,39,42,39,44,43,44,38,41,44,40,31,43,43
id2765,22,21,39,38,39,38,22,22,5,40,25,38,38,40,32,36,40,36,38,37,40,39,40,35,38,40,40,30,40,39
id2767,15,14,30,29,31,30,15,15,NaN,31,24,29,29,31,22,27,31,26,30,30,31,31,31,31,30,31,30,31,31,30
id2768,23,22,42,41,42,41,23,23,5,43,28,41,41,43,34,38,43,38,41,38,43,42,43,38,41,43,40,31,43,42
id2769,24,23,42,41,42,41,24,24,6,43,27,41,41,43,34,39,43,38,42,38,43,42,43,37,40,43,39,30,42,43
