Row,id11238,id11242,id11244,id11245,id11257,id11258,id11259,id12121,id12122,id12195,id13719,id13750,id13903,id15989,id15990,id15991,id15999,id16002,id16005,id16006,id16008,id16019,id16108,id16244,id2593,id2599,id2601,id2605,id2606,id2610,id2612,id2613,id2615,id2616,id2619,id2620,id2625,id2627,id2628,id2631,id2633,id2636,id2638,id2639,id2643,id2648,id2649,id2650,id2652,id2654,id2655,id2659,id2660,id2664,id2667,id2669,id2672,id2676,id2677,id2679,id2684,id2691,id2694,id2695,id2700,id2707,id2708,id2709,id2715,id2718,id2721,id2723,id2725,id2726,id2730
id11238,1,0.962962962962963,0.84,0.88,1,1,0.782608695652174,0.769230769230769,0.909090909090909,1,1,0.84,1,0.962962962962963,1,0.814814814814815,0.884615384615385,0.925925925925926,0.923076923076923,0.777777777777778,1,0.925925925925926,1,0.666666666666667,0.925925925925926,0.807692307692308,1,0.24,0.925925925925926,0.91304347826087,0.545454545454545,0.91304347826087,1,0.555555555555556,0.68,1,0.9,1,0.904761904761905,1,1,1,0.888888888888889,1,0.962962962962963,1,1,0.962962962962963,0.888888888888889,1,1,0.703703703703704,0.846153846153846,0.916666666666667,1,1,0.740740740740741,0.894736842105263,1,1,1,1,1,0.961538461538462,1,0.84,1,1,1,1,1,1,1,0.84,1
id11242,0.962962962962963,1,0.814814814814815,0.777777777777778,0.962962962962963,0.96551724137931,0.76,0.75,0.875,0.962962962962963,0.964285714285714,0.8,0.96551724137931,0.931034482758621,0.962962962962963,0.793103448275862,0.785714285714286,0.896551724137931,0.892857142857143,0.758620689655172,0.96551724137931,0.896551724137931,0.875,0.666666666666667,0.896551724137931,0.807692307692308,0.96551724137931,0.259259259259259,0.896551724137931,0.88,0.545454545454545,0.8,0.954545454545455,0.551724137931034,0.740740740740741,0.96551724137931,0.863636363636364,0.96551724137931,0.869565217391304,0.96551724137931,0.962962962962963,0.964285714285714,0.862068965517241,0.962962962962963,0.931034482758621,0.96551724137931,0.961538461538462,0.862068965517241,0.862068965517241,0.954545454545455,0.962962962962963,0.689655172413793,0.857142857142857,0.884615384615385,0.96551724137931,0.96551724137931,0.655172413793103,0.857142857142857,0.962962962962963,0.96551724137931,0.96551724137931,0.964285714285714,0.962962962962963,0.857142857142857,0.962962962962963,0.740740740740741,0.961538461538462,0.96,0.96551724137931,1,0.964285714285714,0.96551724137931,0.96,0.814814814814815,0.961538461538462
id11244,0.84,0.814814814814815,1,0.88,0.84,0.851851851851852,0.695652173913043,0.692307692307692,0.909090909090909,0.84,0.846153846153846,0.652173913043478,0.851851851851852,0.814814814814815,0.84,0.814814814814815,0.730769230769231,0.777777777777778,0.769230769230769,0.777777777777778,0.851851851851852,0.777777777777778,1,0.666666666666667,0.925925925925926,0.791666666666667,0.851851851851852,0.4,0.777777777777778,0.76,0.3,0.739130434782609,0.818181818181818,0.555555555555556,0.76,0.851851851851852,0.909090909090909,0.851851851851852,1,0.851851851851852,0.84,0.846153846153846,0.740740740740741,0.84,0.814814814814815,0.851851851851852,0.916666666666667,0.740740740740741,0.888888888888889,0.818181818181818,0.84,0.481481481481481,0.846153846153846,0.75,0.851851851851852,0.851851851851852,0.518518518518518,1,0.84,0.851851851851852,0.851851851851852,0.846153846153846,0.92,0.730769230769231,0.84,0.76,0.846153846153846,0.826086956521739,0.851851851851852,1,0.846153846153846,0.851851851851852,0.91304347826087,0.703703703703704,0.833333333333333
id11245,0.88,0.777777777777778,0.88,1,0.8,0.814814814814815,0.652173913043478,0.653846153846154,0.772727272727273,0.8,0.807692307692308,0.695652173913043,0.814814814814815,0.851851851851852,0.8,0.851851851851852,0.807692307692308,0.740740740740741,0.730769230769231,0.740740740740741,0.814814814814815,0.740740740740741,0.875,1,0.888888888888889,0.916666666666667,0.814814814814815,0.4,0.740740740740741,0.695652173913043,0.45,0.826086956521739,0.85,0.666666666666667,0.56,0.814814814814815,0.85,0.814814814814815,0.869565217391304,0.814814814814815,0.88,0.807692307692308,0.703703703703704,0.8,0.777777777777778,0.814814814814815,0.807692307692308,0.925925925925926,0.925925925925926,0.75,0.8,0.666666666666667,0.807692307692308,0.75,0.814814814814815,0.814814814814815,0.703703703703704,0.842105263157895,0.88,0.814814814814815,0.814814814814815,0.846153846153846,0.88,0.923076923076923,0.84,0.88,0.833333333333333,0.869565217391304,0.814814814814815,1,0.807692307692308,0.814814814814815,0.8,0.64,0.916666666666667
id11257,1,0.962962962962963,0.84,0.8,1,1,0.782608695652174,0.769230769230769,0.916666666666667,1,1,0.91304347826087,1,0.962962962962963,1,0.814814814814815,0.807692307692308,0.925925925925926,1,0.777777777777778,1,1,1,0.666666666666667,0.925925925925926,0.791666666666667,1,0.24,1,0.92,0.5,0.826086956521739,1,0.481481481481481,0.703703703703704,1,0.909090909090909,1,0.904761904761905,1,1,1,0.962962962962963,1,0.962962962962963,1,1,0.888888888888889,0.888888888888889,1,1,0.62962962962963,0.846153846153846,0.916666666666667,1,1,0.740740740740741,0.894736842105263,1,1,1,1,1,0.884615384615385,1,0.84,1,1,1,1,1,1,1,0.92,1
id11258,1,0.96551724137931,0.851851851851852,0.814814814814815,1,1,0.8,0.785714285714286,0.916666666666667,1,1,0.84,1,0.96551724137931,1,0.827586206896552,0.821428571428571,0.931034482758621,0.928571428571429,0.793103448275862,1,0.931034482758621,1,0.666666666666667,0.931034482758621,0.807692307692308,1,0.222222222222222,0.931034482758621,0.92,0.545454545454545,0.84,1,0.517241379310345,0.703703703703704,1,0.909090909090909,1,0.91304347826087,1,1,1,0.896551724137931,1,0.96551724137931,1,1,0.896551724137931,0.896551724137931,1,1,0.655172413793103,0.857142857142857,0.923076923076923,1,1,0.689655172413793,0.904761904761905,1,1,1,1,1,0.892857142857143,1,0.777777777777778,1,1,1,1,1,1,1,0.851851851851852,1
id11259,0.782608695652174,0.76,0.695652173913043,0.652173913043478,0.782608695652174,0.8,1,0.791666666666667,0.65,0.782608695652174,0.791666666666667,0.608695652173913,0.8,0.84,0.782608695652174,0.76,0.791666666666667,0.72,0.708333333333333,0.64,0.8,0.72,0.875,1,0.72,0.636363636363636,0.8,0.173913043478261,0.72,0.761904761904762,0.65,0.826086956521739,0.833333333333333,0.48,0.608695652173913,0.8,0.833333333333333,0.8,0.666666666666667,0.8,0.782608695652174,0.791666666666667,0.68,0.782608695652174,0.76,0.8,0.772727272727273,0.76,0.76,0.95,0.8,0.56,0.625,0.727272727272727,0.8,0.8,0.52,0.588235294117647,0.782608695652174,0.8,0.8,0.833333333333333,0.782608695652174,0.75,0.826086956521739,0.521739130434783,0.909090909090909,0.782608695652174,0.8,1,0.791666666666667,0.8,0.761904761904762,0.695652173913043,0.818181818181818
id12121,0.769230769230769,0.75,0.692307692307692,0.653846153846154,0.769230769230769,0.785714285714286,0.791666666666667,1,0.666666666666667,0.769230769230769,0.785714285714286,0.583333333333333,0.785714285714286,0.821428571428571,0.769230769230769,0.678571428571429,0.851851851851852,0.785714285714286,0.740740740740741,0.571428571428571,0.785714285714286,0.714285714285714,0.428571428571429,0.5,0.714285714285714,0.64,0.785714285714286,0.384615384615385,0.714285714285714,0.75,0.476190476190476,0.791666666666667,0.80952380952381,0.571428571428571,0.692307692307692,0.785714285714286,0.714285714285714,0.785714285714286,0.636363636363636,0.785714285714286,0.769230769230769,0.814814814814815,0.678571428571429,0.769230769230769,0.75,0.785714285714286,0.76,0.75,0.75,0.80952380952381,0.769230769230769,0.5,0.62962962962963,0.76,0.785714285714286,0.785714285714286,0.535714285714286,0.65,0.769230769230769,0.785714285714286,0.785714285714286,0.814814814814815,0.769230769230769,0.740740740740741,0.807692307692308,0.538461538461538,0.88,0.75,0.785714285714286,1,0.777777777777778,0.785714285714286,0.75,0.692307692307692,0.8
id12122,0.909090909090909,0.875,0.909090909090909,0.772727272727273,0.916666666666667,0.916666666666667,0.65,0.666666666666667,1,0.909090909090909,0.916666666666667,0.9,0.916666666666667,0.875,0.916666666666667,0.708333333333333,0.695652173913043,0.833333333333333,0.91304347826087,0.666666666666667,0.916666666666667,0.916666666666667,1,0.5,0.833333333333333,0.666666666666667,0.916666666666667,0.318181818181818,0.916666666666667,0.909090909090909,0.470588235294118,0.7,0.894736842105263,0.416666666666667,0.75,0.916666666666667,0.789473684210526,0.916666666666667,0.888888888888889,0.916666666666667,0.909090909090909,0.91304347826087,0.875,0.916666666666667,0.875,0.916666666666667,1,0.791666666666667,0.791666666666667,0.882352941176471,0.909090909090909,0.583333333333333,0.739130434782609,0.80952380952381,0.916666666666667,0.916666666666667,0.708333333333333,1,0.909090909090909,0.916666666666667,0.916666666666667,0.91304347826087,0.909090909090909,0.782608695652174,0.909090909090909,0.727272727272727,0.904761904761905,0.9,0.916666666666667,1,0.91304347826087,0.916666666666667,1,0.909090909090909,0.904761904761905
id12195,1,0.962962962962963,0.84,0.8,1,1,0.782608695652174,0.769230769230769,0.909090909090909,1,1,0.826086956521739,1,0.962962962962963,1,0.814814814814815,0.807692307692308,0.962962962962963,0.923076923076923,0.777777777777778,1,0.925925925925926,1,0.666666666666667,0.925925925925926,0.791666666666667,1,0.192307692307692,0.925925925925926,0.91304347826087,0.571428571428571,0.833333333333333,1,0.518518518518518,0.72,1,0.904761904761905,1,0.904761904761905,1,1,1,0.888888888888889,1,1,1,1,0.888888888888889,0.888888888888889,1,1,0.62962962962963,0.846153846153846,0.916666666666667,1,1,0.666666666666667,0.9,1,1,1,1,1,0.888888888888889,1,0.76,1,1,1,NaN,1,1,1,0.84,1
