Row,consistency,opportunity,percentage
id11243,0,0,NaN
id11246,0,0,NaN
id11260,0,0,NaN
id11261,0,0,NaN
id11264,0,0,NaN
id11265,0,0,NaN
id17113,0,0,NaN
id17114,0,0,NaN
id17930,0,0,NaN
id2603,0,0,NaN
id2678,0,0,NaN
id2711,0,0,NaN
id2739,0,0,NaN
id2740,0,0,NaN
id2741,0,0,NaN
id2744,0,0,NaN
id2747,0,0,NaN
id2748,0,0,NaN
id2750,0,0,NaN
id2754,0,0,NaN
id2756,0,0,NaN
id2757,0,0,NaN
id2758,0,0,NaN
id2759,0,0,NaN
id2761,0,0,NaN
id2762,0,0,NaN
id2765,0,0,NaN
id2767,0,0,NaN
id2768,0,0,NaN
id2769,0,0,NaN
