Row,consistency,opportunity,percentage
id11238,0,0,NaN
id11239,0,0,NaN
id11241,0,0,NaN
id11242,0,0,NaN
id11244,0,0,NaN
id11245,0,0,NaN
id11249,0,0,NaN
id11251,0,0,NaN
id11253,0,0,NaN
id11255,0,0,NaN
id11256,0,0,NaN
id11257,0,0,NaN
id11258,0,0,NaN
id11259,0,0,NaN
id12121,0,0,NaN
id12122,0,0,NaN
id12195,0,0,NaN
id13719,0,0,NaN
id13750,0,0,NaN
id13903,0,0,NaN
id15988,0,0,NaN
id15989,0,0,NaN
id15990,0,0,NaN
id15991,0,0,NaN
id15993,0,0,NaN
id15995,0,0,NaN
id15996,0,0,NaN
id15999,0,0,NaN
id16000,0,0,NaN
id16002,0,0,NaN
id16004,0,0,NaN
id16005,0,0,NaN
id16006,0,0,NaN
id16007,0,0,NaN
id16008,0,0,NaN
id16009,0,0,NaN
id16018,0,0,NaN
id16019,0,0,NaN
id16108,0,0,NaN
id16244,0,0,NaN
id16756,0,0,NaN
id16757,0,0,NaN
id16758,0,0,NaN
id16759,0,0,NaN
id16760,0,0,NaN
id17109,0,0,NaN
id17110,0,0,NaN
id17111,0,0,NaN
id17112,0,0,NaN
id17115,0,0,NaN
id17116,0,0,NaN
id17117,0,0,NaN
id17118,0,0,NaN
id17119,0,0,NaN
id17120,0,0,NaN
id17121,0,0,NaN
id17122,0,0,NaN
id17123,0,0,NaN
id17124,0,0,NaN
id17125,0,0,NaN
id17126,0,0,NaN
id17127,0,0,NaN
id17128,0,0,NaN
id17129,0,0,NaN
id17130,0,0,NaN
id17131,0,0,NaN
id17133,0,0,NaN
id17134,0,0,NaN
id17135,0,0,NaN
id17136,0,0,NaN
id17137,0,0,NaN
id17138,0,0,NaN
id17139,0,0,NaN
id17787,0,0,NaN
id2593,0,0,NaN
id2599,0,0,NaN
id2601,0,0,NaN
id2602,0,0,NaN
id2604,0,0,NaN
id2605,0,0,NaN
id2606,0,0,NaN
id2607,0,0,NaN
id2610,0,0,NaN
id2612,0,0,NaN
id2613,0,0,NaN
id2615,0,0,NaN
id2616,0,0,NaN
id2619,0,0,NaN
id2620,0,0,NaN
id2621,0,0,NaN
id2622,0,0,NaN
id2624,0,0,NaN
id2625,0,0,NaN
id2627,0,0,NaN
id2628,0,0,NaN
id2629,0,0,NaN
id2631,0,0,NaN
id2633,0,0,NaN
id2636,0,0,NaN
id2637,0,0,NaN
id2638,0,0,NaN
id2639,0,0,NaN
id2641,0,0,NaN
id2642,0,0,NaN
id2643,0,0,NaN
id2647,0,0,NaN
id2648,0,0,NaN
id2649,0,0,NaN
id2650,0,0,NaN
id2652,0,0,NaN
id2654,0,0,NaN
id2655,0,0,NaN
id2657,0,0,NaN
id2659,0,0,NaN
id2660,0,0,NaN
id2663,0,0,NaN
id2664,0,0,NaN
id2667,0,0,NaN
id2669,0,0,NaN
id2672,0,0,NaN
id2673,0,0,NaN
id2676,0,0,NaN
id2677,0,0,NaN
id2679,0,0,NaN
id2681,0,0,NaN
id2684,0,0,NaN
id2690,0,0,NaN
id2691,0,0,NaN
id2692,0,0,NaN
id2694,0,0,NaN
id2695,0,0,NaN
id2698,0,0,NaN
id2700,0,0,NaN
id2701,0,0,NaN
id2706,0,0,NaN
id2707,0,0,NaN
id2708,0,0,NaN
id2709,0,0,NaN
id2712,0,0,NaN
id2713,0,0,NaN
id2715,0,0,NaN
id2716,0,0,NaN
id2718,0,0,NaN
id2721,0,0,NaN
id2723,0,0,NaN
id2725,0,0,NaN
id2726,0,0,NaN
id2728,0,0,NaN
id2730,0,0,NaN
id2736,0,0,NaN
