Row,id11238,id11239,id11241,id11242,id11244,id11245,id11249,id11251,id11253,id11255,id11256,id11257,id11258,id11259,id12121,id12122,id12195,id13719,id13750,id13903,id15988,id15989,id15990,id15991,id15993,id15995,id15996,id15999,id16000,id16002,id16004,id16005,id16006,id16007,id16008,id16009,id16018,id16019,id16108,id16244,id2593,id2599,id2601,id2602,id2604,id2605,id2606,id2607,id2610,id2612,id2613,id2615,id2616,id2619,id2620,id2621,id2622,id2624,id2625,id2627,id2628,id2629,id2631,id2633,id2636,id2637,id2638,id2639,id2641,id2642,id2643,id2647,id2648,id2649,id2650,id2652,id2654,id2655,id2657,id2659,id2660,id2663,id2664,id2667,id2669,id2672,id2673,id2676,id2677,id2679,id2681,id2684,id2690,id2691,id2692,id2694,id2695,id2700,id2701,id2706,id2707,id2708,id2709,id2712,id2713,id2715,id2716,id2718,id2721,id2723,id2725,id2726,id2728,id2730,id2736
id16008,27,25,23,29,27,27,28,29,29,29,22,27,29,25,28,24,27,28,25,29,29,29,27,29,29,29,29,28,29,29,29,28,29,28,29,29,15,29,8,3,29,26,29,23,25,27,29,25,25,22,25,22,29,27,29,29,29,29,22,29,23,29,29,27,28,29,29,27,28,28,29,26,29,26,29,29,22,27,28,29,28,27,26,29,29,29,22,21,27,29,29,29,29,28,27,27,28,27,29,26,27,26,25,29,26,29,29,1,28,29,25,27,28,26,27
id16009,27,25,23,29,27,27,28,29,29,29,22,27,29,25,28,24,27,28,25,29,29,29,27,29,29,29,29,28,29,29,29,28,29,28,29,29,15,29,8,3,29,26,29,23,25,27,29,25,25,22,25,22,29,27,29,29,29,29,22,29,23,29,29,27,28,29,29,27,28,28,29,26,29,26,29,29,22,27,28,29,28,27,26,29,29,29,22,21,27,29,29,29,29,28,27,27,28,27,29,26,27,26,25,29,26,29,29,1,28,29,25,27,28,26,27
id16018,13,15,13,15,13,13,15,15,15,15,11,15,15,13,15,15,14,15,13,15,15,15,15,15,15,15,15,14,15,15,15,14,15,15,15,15,15,15,3,2,15,13,15,11,13,13,15,15,13,12,14,11,15,15,15,15,15,15,10,15,11,15,15,13,15,15,15,15,14,15,15,12,15,13,15,15,11,13,15,15,15,13,14,15,15,15,15,12,13,15,15,15,15,14,13,15,15,13,15,15,13,12,13,15,13,15,15,NaN,15,15,11,13,14,12,15
id16019,27,25,23,29,27,27,28,29,29,29,22,27,29,25,28,24,27,28,25,29,29,29,27,29,29,29,29,28,29,29,29,28,29,28,29,29,15,29,8,3,29,26,29,23,25,27,29,25,25,22,25,22,29,27,29,29,29,29,22,29,23,29,29,27,28,29,29,27,28,28,29,26,29,26,29,29,22,27,28,29,28,27,26,29,29,29,22,21,27,29,29,29,29,28,27,27,28,27,29,26,27,26,25,29,26,29,29,1,28,29,25,27,28,26,27
id16108,8,7,6,8,8,8,7,8,8,8,7,8,8,8,7,7,6,7,8,8,8,8,8,8,8,8,8,7,8,8,8,7,8,7,8,8,3,8,8,3,8,7,8,6,8,6,8,8,8,6,6,8,8,8,8,8,8,8,7,8,8,8,8,8,7,8,8,8,7,7,8,7,8,7,8,8,7,8,8,8,7,8,6,8,8,8,7,6,8,8,8,8,8,7,6,8,7,6,8,7,8,7,8,8,8,8,8,1,7,8,8,8,7,7,6
id16244,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,2,2,3,3,2,3,3,3,2,3,3,3,3,3,NaN,3,3,3,3,2,2,3
id2593,27,25,23,29,27,27,28,29,29,29,22,27,29,25,28,24,27,28,25,29,29,29,27,29,29,29,29,28,29,29,29,28,29,28,29,29,15,29,8,3,29,26,29,23,25,27,29,25,25,22,25,22,29,27,29,29,29,29,22,29,23,29,29,27,28,29,29,27,28,28,29,26,29,26,29,29,22,27,28,29,28,27,26,29,29,29,22,21,27,29,29,29,29,28,27,27,28,27,29,26,27,26,25,29,26,29,29,1,28,29,25,27,28,26,27
id2599,26,22,21,26,24,24,25,26,26,26,19,24,26,22,25,21,24,25,24,26,26,26,24,26,26,26,26,25,26,26,26,25,26,25,26,26,13,26,7,3,26,26,26,22,24,24,26,22,22,22,22,21,26,24,26,26,26,26,19,26,20,26,26,26,25,26,26,24,25,26,26,25,26,23,26,26,19,24,25,26,26,24,23,26,26,26,20,18,26,26,26,26,26,25,24,24,25,24,26,23,24,23,24,26,25,26,26,1,25,26,22,24,25,25,25
id2601,27,25,23,29,27,27,28,29,29,29,22,27,29,25,28,24,27,28,25,29,29,29,27,29,29,29,29,28,29,29,29,28,29,28,29,29,15,29,8,3,29,26,29,23,25,27,29,25,25,22,25,22,29,27,29,29,29,29,22,29,23,29,29,27,28,29,29,27,28,28,29,26,29,26,29,29,22,27,28,29,28,27,26,29,29,29,22,21,27,29,29,29,29,28,27,27,28,27,29,26,27,26,25,29,26,29,29,1,28,29,25,27,28,26,27
id2602,23,19,17,23,21,21,22,23,23,23,18,23,23,19,22,20,22,22,21,23,23,23,21,23,23,23,23,23,23,23,23,22,23,22,23,23,11,23,6,2,23,22,23,23,21,23,23,19,21,19,20,20,23,23,23,23,23,23,19,23,17,23,23,23,22,23,23,23,23,22,23,23,23,20,23,23,16,21,22,23,22,21,21,23,23,23,18,15,23,23,23,23,23,23,23,21,22,23,23,20,21,21,21,23,22,23,23,1,22,23,19,21,23,23,21
id2604,25,21,19,25,23,23,24,25,25,25,18,23,25,21,24,20,23,24,23,25,25,25,23,25,25,25,25,24,25,25,25,24,25,24,25,25,13,25,8,3,25,24,25,21,25,23,25,23,21,20,21,20,25,23,25,25,25,25,18,25,19,25,25,25,24,25,25,23,24,24,25,24,25,22,25,25,18,23,24,25,24,23,22,25,25,25,20,19,25,25,25,25,25,24,23,25,24,23,25,22,23,22,23,25,24,25,25,1,24,25,21,23,24,24,23
id2605,25,23,21,27,25,25,26,27,27,27,20,25,27,23,26,22,26,26,23,27,27,27,25,27,27,27,27,27,27,27,27,26,27,26,27,27,13,27,6,2,27,24,27,23,23,27,27,23,23,21,24,20,27,25,27,27,27,27,21,27,21,27,27,25,26,27,27,25,27,26,27,25,27,24,27,27,20,25,26,27,26,25,25,27,27,27,20,19,25,27,27,27,27,27,27,25,26,27,27,24,25,25,23,27,24,27,27,1,26,27,23,25,27,25,25
id2606,27,25,23,29,27,27,28,29,29,29,22,27,29,25,28,24,27,28,25,29,29,29,27,29,29,29,29,28,29,29,29,28,29,28,29,29,15,29,8,3,29,26,29,23,25,27,29,25,25,22,25,22,29,27,29,29,29,29,22,29,23,29,29,27,28,29,29,27,28,28,29,26,29,26,29,29,22,27,28,29,28,27,26,29,29,29,22,21,27,29,29,29,29,28,27,27,28,27,29,26,27,26,25,29,26,29,29,1,28,29,25,27,28,26,27
id2607,23,23,19,25,23,23,24,25,25,25,18,23,25,21,24,22,23,24,21,25,25,25,25,25,25,25,25,24,25,25,25,24,25,24,25,25,15,25,8,3,25,22,25,19,23,23,25,25,21,18,21,18,25,23,25,25,25,25,18,25,19,25,25,23,24,25,25,23,24,24,25,22,25,22,25,25,18,23,24,25,24,23,22,25,25,25,20,21,23,25,25,25,25,24,23,25,24,23,25,22,23,22,21,25,22,25,25,1,24,25,21,23,24,22,23
id2610,23,21,19,25,25,23,24,25,25,25,22,25,25,21,24,22,23,24,21,25,25,25,23,25,25,25,25,24,25,25,25,24,25,24,25,25,13,25,8,3,25,22,25,21,21,23,25,21,25,18,21,22,25,25,25,25,25,25,22,25,19,25,25,23,24,25,25,25,24,24,25,22,25,22,25,25,20,23,24,25,24,23,22,25,25,25,20,17,23,25,25,25,25,24,23,23,24,23,25,22,23,24,21,25,22,25,25,1,24,25,21,25,24,22,23
id2612,22,19,19,22,20,20,21,22,22,22,15,20,22,20,21,17,21,21,22,22,22,22,20,22,22,22,22,21,22,22,22,21,22,21,22,22,12,22,6,3,22,22,22,19,20,21,22,18,18,22,20,18,22,20,22,22,22,22,16,22,18,22,22,22,21,22,22,20,22,22,22,22,22,19,22,22,17,20,22,22,22,20,20,22,22,22,18,14,22,22,22,22,22,21,21,20,21,21,22,21,20,19,22,22,22,22,22,1,21,22,18,20,21,21,21
id2613,23,21,21,25,23,23,25,25,25,25,19,23,25,23,24,20,24,24,23,25,25,25,23,25,25,25,25,25,25,25,25,24,25,25,25,25,14,25,6,2,25,22,25,20,21,24,25,21,21,20,25,18,25,23,25,25,25,25,18,25,21,25,25,23,24,25,25,23,24,24,25,22,25,23,25,25,21,23,24,25,24,23,23,25,25,25,20,18,23,25,25,25,25,25,24,23,25,24,25,25,23,23,23,25,22,25,25,NaN,25,25,21,23,25,23,24
id2615,22,19,16,22,22,20,21,22,22,22,19,22,22,18,21,19,20,21,20,22,22,22,20,22,22,22,22,21,22,22,22,21,22,21,22,22,11,22,8,3,22,21,22,20,20,20,22,18,22,18,18,22,22,22,22,22,22,22,19,22,16,22,22,22,21,22,22,22,21,21,22,21,22,19,22,22,17,20,22,22,21,20,20,22,22,22,17,14,22,22,22,22,22,21,20,20,21,20,22,19,20,21,20,22,22,22,22,1,21,22,18,22,21,21,20
id2616,27,25,23,29,27,27,28,29,29,29,22,27,29,25,28,24,27,28,25,29,29,29,27,29,29,29,29,28,29,29,29,28,29,28,29,29,15,29,8,3,29,26,29,23,25,27,29,25,25,22,25,22,29,27,29,29,29,29,22,29,23,29,29,27,28,29,29,27,28,28,29,26,29,26,29,29,22,27,28,29,28,27,26,29,29,29,22,21,27,29,29,29,29,28,27,27,28,27,29,26,27,26,25,29,26,29,29,1,28,29,25,27,28,26,27
