bill_id,sponsor_id
445607,6627
445613,6614
445613,6615
445613,6616
445613,6618
445613,6622
445613,6625
445613,6626
445613,6627
445613,6628
445613,6629
445613,6631
445613,6633
445613,6634
445613,6636
445613,6637
445613,6639
445613,6642
445613,6645
445613,6646
445613,6647
445613,6648
445613,6651
445613,6652
445613,6653
445613,6655
445613,6657
445613,6658
445613,6660
445613,6661
445613,6662
445613,6664
445613,6665
445613,11160
445613,13043
445613,13659
445613,13660
445613,13661
445613,13662
445613,13663
445613,13664
445613,13666
445613,13667
445613,13668
445613,13669
445613,13670
445613,13672
445613,13673
445613,13674
445613,13675
445613,14359
445619,6614
445619,6615
445619,6616
445619,6618
445619,6622
445619,6625
445619,6626
445619,6627
445619,6628
445619,6629
445619,6631
445619,6633
445619,6634
445619,6636
445619,6637
445619,6639
445619,6642
445619,6645
445619,6646
445619,6647
445619,6648
445619,6651
445619,6652
445619,6653
445619,6655
445619,6657
445619,6658
445619,6660
445619,6661
445619,6662
445619,6664
445619,6665
445619,11160
445619,13043
445619,13659
445619,13660
445619,13661
445619,13662
445619,13663
445619,13664
445619,13666
445619,13667
445619,13668
445619,13669
445619,13670
445619,13672
445619,13673
445619,13674
445619,13675
445619,14359
445627,6627
445627,6628
445636,6652
445644,6652
445651,6652
445663,6652
445670,13672
445678,13043
445686,6652
445695,6652
445702,11160
445711,6513
445718,6566
445728,6524
445737,6498
445737,6499
445737,6500
445737,6505
445737,6509
445737,6511
445737,6513
445737,6515
445737,6527
445737,6529
445737,6530
445737,6532
445737,6535
445737,6536
445737,6537
445737,6542
445737,6543
445737,6545
445737,6553
445737,6554
445737,6557
445737,6560
445737,6566
445737,6580
445737,6581
445737,6587
445737,6589
445737,6593
445737,6594
445737,6611
445737,6612
445737,13677
445737,13679
445737,13769
445737,13771
445737,13772
445737,13773
445737,13776
445737,13782
445737,13790
445737,13791
445737,13792
445737,13793
445737,13796
445737,13797
445737,13799
445737,13800
445737,13801
445737,13802
445737,13809
445737,13811
445737,13812
445737,13813
445737,14595
445746,6513
445753,6553
445760,6543
445770,6612
445776,6524
445789,6524
445799,6513
445806,6544
445813,6544
445822,6544
445831,13793
445838,13793
445848,6605
445857,6605
445864,6605
445873,6546
445881,6612
445889,6612
445896,6605
445907,6529
445907,6566
445907,13769
445907,13811
445914,6612
445921,13791
445930,6553
445938,6515
445938,6520
445938,6527
445938,6529
445938,6530
445938,6531
445938,6536
445938,6548
445938,6566
445938,13677
445938,13679
445938,13769
445938,13773
445938,13792
445938,13795
445938,13802
445938,13808
445938,13811
445938,14360
445944,6529
445944,6566
445944,13679
445944,13769
445944,13795
446679,6614
446679,6615
446679,6616
446679,6618
446679,6622
446679,6625
446679,6626
446679,6627
446679,6628
446679,6629
446679,6631
446679,6633
446679,6634
446679,6636
446679,6637
446679,6639
446679,6642
446679,6645
446679,6646
446679,6647
446679,6648
446679,6651
446679,6652
446679,6653
446679,6655
446679,6657
446679,6658
446679,6660
446679,6661
446679,6662
446679,6664
446679,6665
446679,11160
446679,13043
446679,13659
446679,13660
446679,13661
446679,13662
446679,13663
446679,13664
446679,13666
446679,13667
446679,13668
446679,13669
446679,13670
446679,13672
446679,13673
446679,13674
446679,13675
446679,14359
446699,6614
446699,6615
446699,6616
446699,6618
446699,6622
446699,6625
446699,6626
446699,6627
446699,6628
446699,6629
446699,6631
446699,6633
446699,6634
446699,6636
446699,6637
446699,6639
446699,6642
446699,6645
446699,6646
446699,6647
446699,6648
446699,6651
446699,6652
446699,6653
446699,6655
446699,6657
446699,6658
446699,6660
446699,6661
446699,6662
446699,6664
446699,6665
446699,11160
446699,13043
446699,13659
446699,13660
446699,13661
446699,13662
446699,13663
446699,13664
446699,13666
446699,13667
446699,13668
446699,13669
446699,13670
446699,13672
446699,13673
446699,13674
446699,13675
446699,14359
446721,6614
446721,6615
446721,6616
446721,6618
446721,6622
446721,6625
446721,6626
446721,6627
446721,6628
446721,6629
446721,6631
446721,6633
446721,6634
446721,6636
446721,6637
446721,6639
446721,6642
446721,6645
446721,6646
446721,6647
446721,6648
446721,6651
446721,6652
446721,6653
446721,6655
446721,6657
446721,6658
446721,6660
446721,6661
446721,6662
446721,6664
446721,6665
446721,11160
446721,13043
446721,13659
446721,13660
446721,13661
446721,13662
446721,13663
446721,13664
446721,13666
446721,13667
446721,13668
446721,13669
446721,13670
446721,13672
446721,13673
446721,13674
446721,13675
446721,14359
446742,6616
446742,6622
446742,6626
446742,6627
446742,6628
446742,6637
446742,6639
446742,6648
446742,6652
446742,6653
446742,6657
446742,6658
446742,13664
446742,14359
446765,6615
446765,6616
446765,6622
446765,6628
446765,6639
446765,6645
446765,6646
446765,6648
446765,6651
446765,6652
446765,6657
446765,6658
446765,13043
446786,6628
446786,6629
446786,6652
446786,6658
446786,13674
446808,6616
446808,6626
446808,6628
446808,6637
446808,6639
446808,6647
446808,6651
446808,6652
446808,6653
446808,6657
446808,6658
446808,14359
446828,6626
446828,6628
446828,6629
446828,6645
446828,6648
446828,6652
446828,6658
446850,6622
446850,6628
446850,6661
446850,13674
446871,6614
446871,6615
446871,6616
446871,6618
446871,6622
446871,6625
446871,6626
446871,6627
446871,6628
446871,6629
446871,6631
446871,6633
446871,6634
446871,6636
446871,6637
446871,6639
446871,6642
446871,6645
446871,6646
446871,6647
446871,6648
446871,6651
446871,6652
446871,6653
446871,6655
446871,6657
446871,6658
446871,6660
446871,6661
446871,6662
446871,6664
446871,6665
446871,11160
446871,13043
446871,13659
446871,13660
446871,13661
446871,13662
446871,13663
446871,13664
446871,13666
446871,13667
446871,13668
446871,13669
446871,13670
446871,13672
446871,13673
446871,13674
446871,13675
446871,14359
446890,6616
446890,6622
446890,6628
446890,6637
446890,6639
446890,6648
446890,6652
446890,6653
446890,13666
446898,6628
446898,6633
446898,6642
446898,6648
446898,13043
446898,14359
447455,6493
447455,6494
447455,6497
447455,6498
447455,6499
447455,6500
447455,6503
447455,6504
447455,6505
447455,6508
447455,6509
447455,6510
447455,6511
447455,6512
447455,6513
447455,6514
447455,6515
447455,6517
447455,6520
447455,6521
447455,6522
447455,6523
447455,6524
447455,6525
447455,6526
447455,6527
447455,6529
447455,6530
447455,6531
447455,6532
447455,6535
447455,6536
447455,6537
447455,6540
447455,6542
447455,6543
447455,6544
447455,6545
447455,6546
447455,6547
447455,6548
447455,6549
447455,6550
447455,6553
447455,6554
447455,6556
447455,6557
447455,6558
447455,6559
447455,6560
447455,6561
447455,6562
447455,6566
447455,6567
447455,6568
447455,6569
447455,6570
