Row,consistency,opportunity,percentage
id11101,0,0,NaN
id11102,0,0,NaN
id11103,0,0,NaN
id11104,0,0,NaN
id11105,0,0,NaN
id11106,0,0,NaN
id11312,0,0,NaN
id11313,0,0,NaN
id11314,0,0,NaN
id11315,0,0,NaN
id11316,0,0,NaN
id11317,0,0,NaN
id11318,0,0,NaN
id11320,0,0,NaN
id11322,0,0,NaN
id11324,0,0,NaN
id11325,0,0,NaN
id11326,0,0,NaN
id11327,0,0,NaN
id11328,0,0,NaN
id11330,0,0,NaN
id1254,0,0,NaN
id1258,0,0,NaN
id1259,0,0,NaN
id1262,0,0,NaN
id1264,0,0,NaN
id1265,0,0,NaN
id1270,0,0,NaN
id1272,0,0,NaN
id1274,0,0,NaN
id1275,0,0,NaN
id1277,0,0,NaN
id1282,0,0,NaN
id1283,0,0,NaN
id1285,0,0,NaN
id1286,0,0,NaN
id1287,0,0,NaN
id1288,0,0,NaN
id1289,0,0,NaN
id1290,0,0,NaN
id1292,0,0,NaN
id1294,0,0,NaN
id1295,0,0,NaN
id1296,0,0,NaN
id1299,0,0,NaN
id1301,0,0,NaN
id1302,0,0,NaN
id1304,0,0,NaN
id1305,0,0,NaN
id1308,0,0,NaN
id1309,0,0,NaN
id1311,0,0,NaN
id1312,0,0,NaN
id1313,0,0,NaN
id1315,0,0,NaN
id1316,0,0,NaN
id1317,0,0,NaN
id1318,0,0,NaN
id1322,0,0,NaN
id1326,0,0,NaN
id1328,0,0,NaN
id1332,0,0,NaN
id1333,0,0,NaN
id13331,0,0,NaN
id13333,0,0,NaN
id13334,0,0,NaN
id13335,0,0,NaN
id1334,0,0,NaN
id1335,0,0,NaN
id1337,0,0,NaN
id1338,0,0,NaN
id1339,0,0,NaN
id1341,0,0,NaN
id1343,0,0,NaN
id1345,0,0,NaN
id1348,0,0,NaN
id13505,0,0,NaN
id1351,0,0,NaN
id1352,0,0,NaN
id1353,0,0,NaN
id1355,0,0,NaN
id1356,0,0,NaN
id1358,0,0,NaN
id1359,0,0,NaN
id1361,0,0,NaN
id1364,0,0,NaN
id1367,0,0,NaN
id1368,0,0,NaN
id13685,0,0,NaN
id1371,0,0,NaN
id1374,0,0,NaN
id1375,0,0,NaN
id1376,0,0,NaN
id1377,0,0,NaN
id1379,0,0,NaN
id1380,0,0,NaN
id1381,0,0,NaN
id1384,0,0,NaN
id1385,0,0,NaN
id1387,0,0,NaN
id1389,0,0,NaN
id1390,0,0,NaN
id1391,0,0,NaN
id1392,0,0,NaN
id13939,0,0,NaN
id13941,0,0,NaN
id13946,0,0,NaN
id1396,0,0,NaN
id1397,0,0,NaN
id1399,0,0,NaN
id1400,0,0,NaN
id14204,0,0,NaN
id14205,0,0,NaN
id14206,0,0,NaN
id14207,0,0,NaN
id14209,0,0,NaN
id14210,0,0,NaN
id14213,0,0,NaN
id14214,0,0,NaN
id14215,0,0,NaN
id14216,0,0,NaN
id14217,0,0,NaN
id14218,0,0,NaN
id14250,0,0,NaN
id14574,0,0,NaN
id14576,0,0,NaN
id14577,0,0,NaN
id14578,0,0,NaN
id14749,0,0,NaN
id14750,0,0,NaN
id14751,0,0,NaN
id1481,0,0,NaN
id1483,0,0,NaN
id1491,0,0,NaN
id16097,0,0,NaN
id16112,0,0,NaN
id16117,0,0,NaN
id16761,0,0,NaN
id16762,0,0,NaN
id17008,0,0,NaN
id17009,0,0,NaN
id17010,0,0,NaN
id17165,0,0,NaN
id17372,0,0,NaN
id17439,0,0,NaN
id17454,0,0,NaN
id17455,0,0,NaN
id17551,0,0,NaN
id17697,0,0,NaN
id17792,0,0,NaN
id17804,0,0,NaN
id17850,0,0,NaN
id17940,0,0,NaN
id17941,0,0,NaN
id17943,0,0,NaN
id2375,0,0,NaN
id2377,0,0,NaN
