Row,consistency,opportunity,percentage
id9140,0,0,NaN
id9141,0,0,NaN
id9142,0,0,NaN
id9143,0,0,NaN
id9144,0,0,NaN
id9150,0,0,NaN
id9151,0,0,NaN
id9154,0,0,NaN
id9157,0,0,NaN
id9160,0,0,NaN
id9161,0,0,NaN
id9162,0,0,NaN
id9165,0,0,NaN
id9167,0,0,NaN
id9168,0,0,NaN
id9171,0,0,NaN
id9172,0,0,NaN
id9173,0,0,NaN
id9175,0,0,NaN
id9176,0,0,NaN
id9177,0,0,NaN
id9178,0,0,NaN
id9179,0,0,NaN
id9181,0,0,NaN
id9182,0,0,NaN
id9186,0,0,NaN
id9188,0,0,NaN
id9191,0,0,NaN
id9192,0,0,NaN
id9193,0,0,NaN
id9194,0,0,NaN
id9195,0,0,NaN
id9197,0,0,NaN
id9199,0,0,NaN
id9200,0,0,NaN
id9201,0,0,NaN
id9202,0,0,NaN
id9209,0,0,NaN
id9211,0,0,NaN
id9213,0,0,NaN
id9214,0,0,NaN
id9215,0,0,NaN
id9216,0,0,NaN
id9217,0,0,NaN
id9219,0,0,NaN
id9220,0,0,NaN
id9222,0,0,NaN
id9225,0,0,NaN
id9228,0,0,NaN
id9231,0,0,NaN
id9232,0,0,NaN
id9233,0,0,NaN
id9234,0,0,NaN
id9237,0,0,NaN
id9243,0,0,NaN
id9247,0,0,NaN
id9254,0,0,NaN
id9257,0,0,NaN
id9261,0,0,NaN
id9264,0,0,NaN
id9269,0,0,NaN
id9270,0,0,NaN
id9271,0,0,NaN
id9273,0,0,NaN
id9274,0,0,NaN
id9279,0,0,NaN
id9280,0,0,NaN
id9282,0,0,NaN
id9283,0,0,NaN
id9284,0,0,NaN
id9285,0,0,NaN
id9287,0,0,NaN
id9289,0,0,NaN
id9293,0,0,NaN
id9294,0,0,NaN
id9295,0,0,NaN
id9296,0,0,NaN
id9302,0,0,NaN
id9307,0,0,NaN
id9308,0,0,NaN
id9309,0,0,NaN
id9311,0,0,NaN
id9312,0,0,NaN
id9315,0,0,NaN
id9316,0,0,NaN
id9320,0,0,NaN
id9321,0,0,NaN
id9322,0,0,NaN
id9323,0,0,NaN
id9324,0,0,NaN
id9329,0,0,NaN
id9330,0,0,NaN
id9332,0,0,NaN
id9333,0,0,NaN
id9334,0,0,NaN
id9335,0,0,NaN
id9337,0,0,NaN
id9340,0,0,NaN
id9341,0,0,NaN
id9343,0,0,NaN
id9344,0,0,NaN
id9345,0,0,NaN
id9346,0,0,NaN
id9351,0,0,NaN
id9358,0,0,NaN
id9359,0,0,NaN
id9360,0,0,NaN
id9362,0,0,NaN
id9363,0,0,NaN
id9365,0,0,NaN
id9368,0,0,NaN
id9371,0,0,NaN
id9372,0,0,NaN
id9375,0,0,NaN
id9376,0,0,NaN
id9378,0,0,NaN
id9379,0,0,NaN
id9381,0,0,NaN
id9383,0,0,NaN
id9384,0,0,NaN
id9388,0,0,NaN
id9389,0,0,NaN
id9394,0,0,NaN
id9395,0,0,NaN
id9549,0,0,NaN
id9630,0,0,NaN
