Row,consistency,opportunity,percentage
id11040,0,0,NaN
id11041,0,0,NaN
id11042,0,0,NaN
id11045,0,0,NaN
id11047,0,0,NaN
id11048,0,0,NaN
id11049,0,0,NaN
id11050,0,0,NaN
id11051,0,0,NaN
id11053,0,0,NaN
id11054,0,0,NaN
id11055,0,0,NaN
id11056,0,0,NaN
id11057,0,0,NaN
id11058,0,0,NaN
id11059,0,0,NaN
id11060,0,0,NaN
id11062,0,0,NaN
id11063,0,0,NaN
id11064,0,0,NaN
id11065,0,0,NaN
id11066,0,0,NaN
id11067,0,0,NaN
id11069,0,0,NaN
id11070,0,0,NaN
id11071,0,0,NaN
id11072,0,0,NaN
id11073,0,0,NaN
id11076,0,0,NaN
id11077,0,0,NaN
id11080,0,0,NaN
id11099,0,0,NaN
id11100,0,0,NaN
id11120,0,0,NaN
id11122,0,0,NaN
id11123,0,0,NaN
id11124,0,0,NaN
id11126,0,0,NaN
id11127,0,0,NaN
id11128,0,0,NaN
id11129,0,0,NaN
id11130,0,0,NaN
id11132,0,0,NaN
id11133,0,0,NaN
id11135,0,0,NaN
id11136,0,0,NaN
id11137,0,0,NaN
id11138,0,0,NaN
id11139,0,0,NaN
id11140,0,0,NaN
id11141,0,0,NaN
id11143,0,0,NaN
id11144,0,0,NaN
id11145,0,0,NaN
id11146,0,0,NaN
id11159,0,0,NaN
id11163,0,0,NaN
id11164,0,0,NaN
id11200,0,0,NaN
id11201,0,0,NaN
id11271,0,0,NaN
id11302,0,0,NaN
id11605,0,0,NaN
id11606,0,0,NaN
id11799,0,0,NaN
id11801,0,0,NaN
id11802,0,0,NaN
id11803,0,0,NaN
id11804,0,0,NaN
id11806,0,0,NaN
id11807,0,0,NaN
id11867,0,0,NaN
id12191,0,0,NaN
id13187,0,0,NaN
id13318,0,0,NaN
id13869,0,0,NaN
id14026,0,0,NaN
id14071,0,0,NaN
id14082,0,0,NaN
id14083,0,0,NaN
id14084,0,0,NaN
id14085,0,0,NaN
id14086,0,0,NaN
id14090,0,0,NaN
id14135,0,0,NaN
id14136,0,0,NaN
id14137,0,0,NaN
id14138,0,0,NaN
id14882,0,0,NaN
id14884,0,0,NaN
id14886,0,0,NaN
id14888,0,0,NaN
id14891,0,0,NaN
id14893,0,0,NaN
id14897,0,0,NaN
id14898,0,0,NaN
id14900,0,0,NaN
id14902,0,0,NaN
id14903,0,0,NaN
id14905,0,0,NaN
id14906,0,0,NaN
id14907,0,0,NaN
id14909,0,0,NaN
id14912,0,0,NaN
id14915,0,0,NaN
id14918,0,0,NaN
id14920,0,0,NaN
id14921,0,0,NaN
id14922,0,0,NaN
id14923,0,0,NaN
id14924,0,0,NaN
id14925,0,0,NaN
id15051,0,0,NaN
id15053,0,0,NaN
id15054,0,0,NaN
id15204,0,0,NaN
id15205,0,0,NaN
id15206,0,0,NaN
id15207,0,0,NaN
id15212,0,0,NaN
id15213,0,0,NaN
id15214,0,0,NaN
id15216,0,0,NaN
id15217,0,0,NaN
id15223,0,0,NaN
id15224,0,0,NaN
id15225,0,0,NaN
id15226,0,0,NaN
id15227,0,0,NaN
id15228,0,0,NaN
id15229,0,0,NaN
id15230,0,0,NaN
id15231,0,0,NaN
id15234,0,0,NaN
id15235,0,0,NaN
id15236,0,0,NaN
id15237,0,0,NaN
id15238,0,0,NaN
id15239,0,0,NaN
id15240,0,0,NaN
id15241,0,0,NaN
id15242,0,0,NaN
id15243,0,0,NaN
id16022,0,0,NaN
id16031,0,0,NaN
id16037,0,0,NaN
id16065,0,0,NaN
id16101,0,0,NaN
id16236,0,0,NaN
id16257,0,0,NaN
id16269,0,0,NaN
id16270,0,0,NaN
id16271,0,0,NaN
id16447,0,0,NaN
id16448,0,0,NaN
id16449,0,0,NaN
id16450,0,0,NaN
id16451,0,0,NaN
id16452,0,0,NaN
id16453,0,0,NaN
id16454,0,0,NaN
id16455,0,0,NaN
id16456,0,0,NaN
id16457,0,0,NaN
id16458,0,0,NaN
id16459,0,0,NaN
id16460,0,0,NaN
id16461,0,0,NaN
id16462,0,0,NaN
id16463,0,0,NaN
id16464,0,0,NaN
id16465,0,0,NaN
id16466,0,0,NaN
id16467,0,0,NaN
id16468,0,0,NaN
id16469,0,0,NaN
id16470,0,0,NaN
id16471,0,0,NaN
id16472,0,0,NaN
id16473,0,0,NaN
id16474,0,0,NaN
id16475,0,0,NaN
id16476,0,0,NaN
id16477,0,0,NaN
id16478,0,0,NaN
id16479,0,0,NaN
id16480,0,0,NaN
id16481,0,0,NaN
id16482,0,0,NaN
id16483,0,0,NaN
id16485,0,0,NaN
id16487,0,0,NaN
id16488,0,0,NaN
id16490,0,0,NaN
id16491,0,0,NaN
id16492,0,0,NaN
id16493,0,0,NaN
id16494,0,0,NaN
id16495,0,0,NaN
id16496,0,0,NaN
id16497,0,0,NaN
id16498,0,0,NaN
id16499,0,0,NaN
id16500,0,0,NaN
id16501,0,0,NaN
id16502,0,0,NaN
id16503,0,0,NaN
id16504,0,0,NaN
id16505,0,0,NaN
id16824,0,0,NaN
id17510,0,0,NaN
id17698,0,0,NaN
id17704,0,0,NaN
id17717,0,0,NaN
id17958,0,0,NaN
id8952,0,0,NaN
id8955,0,0,NaN
id8957,0,0,NaN
id8962,0,0,NaN
id8963,0,0,NaN
id8964,0,0,NaN
id8965,0,0,NaN
id8967,0,0,NaN
id8970,0,0,NaN
id8971,0,0,NaN
id8972,0,0,NaN
id8973,0,0,NaN
id8975,0,0,NaN
id8976,0,0,NaN
id8979,0,0,NaN
id8983,0,0,NaN
id8985,0,0,NaN
id8987,0,0,NaN
id8988,0,0,NaN
id8989,0,0,NaN
id8994,0,0,NaN
id8995,0,0,NaN
id8997,0,0,NaN
id9005,0,0,NaN
id9010,0,0,NaN
id9012,0,0,NaN
id9014,0,0,NaN
id9015,0,0,NaN
id9016,0,0,NaN
id9017,0,0,NaN
id9019,0,0,NaN
id9021,0,0,NaN
id9022,0,0,NaN
id9023,0,0,NaN
id9024,0,0,NaN
id9025,0,0,NaN
id9026,0,0,NaN
id9027,0,0,NaN
id9029,0,0,NaN
id9030,0,0,NaN
id9032,0,0,NaN
id9033,0,0,NaN
id9034,0,0,NaN
id9035,0,0,NaN
id9037,0,0,NaN
id9038,0,0,NaN
id9040,0,0,NaN
id9041,0,0,NaN
id9042,0,0,NaN
id9043,0,0,NaN
id9045,0,0,NaN
id9049,0,0,NaN
id9050,0,0,NaN
id9051,0,0,NaN
id9052,0,0,NaN
id9056,0,0,NaN
id9058,0,0,NaN
id9059,0,0,NaN
id9064,0,0,NaN
id9065,0,0,NaN
id9066,0,0,NaN
id9068,0,0,NaN
id9069,0,0,NaN
id9070,0,0,NaN
id9073,0,0,NaN
id9075,0,0,NaN
id9076,0,0,NaN
id9077,0,0,NaN
id9078,0,0,NaN
id9079,0,0,NaN
id9080,0,0,NaN
id9081,0,0,NaN
id9082,0,0,NaN
id9083,0,0,NaN
id9084,0,0,NaN
id9085,0,0,NaN
id9086,0,0,NaN
id9089,0,0,NaN
id9090,0,0,NaN
id9095,0,0,NaN
id9099,0,0,NaN
id9100,0,0,NaN
id9108,0,0,NaN
id9109,0,0,NaN
id9110,0,0,NaN
id9112,0,0,NaN
id9117,0,0,NaN
id9118,0,0,NaN
id9119,0,0,NaN
id9120,0,0,NaN
id9121,0,0,NaN
id9122,0,0,NaN
id9123,0,0,NaN
id9124,0,0,NaN
id9126,0,0,NaN
id9127,0,0,NaN
id9128,0,0,NaN
id9131,0,0,NaN
id9133,0,0,NaN
id9134,0,0,NaN
id9137,0,0,NaN
id9138,0,0,NaN
