Row,id11074,id11199,id11893,id11905,id11907,id11909,id11910,id11967,id11969,id11971,id14081,id15313,id15318,id15350,id16055,id8981,id8986,id9004,id9047,id9057,id9061,id9185,id9210,id9212,id9244,id9305,id9357,id9367,id9398,id9401,id9402,id9403,id9405,id9408,id9412,id9413,id9414,id9415,id9416,id9417,id9422,id9423,id9424,id9425,id9427,id9428,id9429,id9431,id9432,id9434,id9441,id9443,id9444,id9445,id9448,id9450,id9452,id9455,id9456,id9459,id9460,id9463,id9469,id9471,id9472,id9473,id9476,id9478,id9482,id9483,id9484,id9486,id9487,id9488,id9489,id9491,id9492,id9493,id9496,id9497,id9500,id9624,id9625
id11052,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1
id11061,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.666666666666667,1,0.666666666666667,0.666666666666667,0.333333333333333,1,0.666666666666667,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,0.666666666666667,1,1,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,1,0.666666666666667,1,0.666666666666667,1,0.666666666666667,1,0.666666666666667,0.5,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,1
id11074,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.5,0,0,1,0,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,1,0.333333333333333,1,1,0,0.333333333333333,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1
id11199,0.333333333333333,1,0,0.428571428571429,0,0,0.142857142857143,0.285714285714286,0.428571428571429,0.714285714285714,1,0,1,1,1,1,1,1,1,1,1,0.428571428571429,0,NaN,0.285714285714286,0.142857142857143,0.666666666666667,0.6,1,1,1,1,1,1,0.857142857142857,1,1,1,1,1,1,1,1,0.857142857142857,0.857142857142857,0.428571428571429,0.428571428571429,0.857142857142857,1,1,1,1,0.142857142857143,0.428571428571429,0.571428571428571,0.428571428571429,0.166666666666667,0.333333333333333,0.428571428571429,0.857142857142857,1,1,1,1,1,1,1,0,0.142857142857143,0.166666666666667,0.142857142857143,0.428571428571429,0.571428571428571,0.428571428571429,0.142857142857143,0.714285714285714,0.142857142857143,0.428571428571429,0.142857142857143,0.142857142857143,0.428571428571429,1,1
id11893,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
id11905,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
id11907,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
id11909,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
id11910,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1,0.666666666666667,1,1,0.333333333333333,0.666666666666667,1,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.666666666666667,1,0.666666666666667,0.666666666666667,1,1,0.5,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1,1,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,1
id11966,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
id11967,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
id11969,0.666666666666667,0.5,0.5,0.75,0.5,0.5,0.333333333333333,1,1,1,0.333333333333333,0.666666666666667,1,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0.5,0.333333333333333,0.333333333333333,1,0.5,1,0.5,0.75,1,1,0.666666666666667,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.75,0.5,0.5,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.5,1,0.5,0.75,0.5,0.5,0.75,0.5,1
