Row,consistency,opportunity,percentage
id11052,0,0,NaN
id11061,0,0,NaN
id11074,0,0,NaN
id11199,0,0,NaN
id11893,0,0,NaN
id11905,0,0,NaN
id11907,0,0,NaN
id11909,0,0,NaN
id11910,0,0,NaN
id11966,0,0,NaN
id11967,0,0,NaN
id11969,0,0,NaN
id11971,0,0,NaN
id14081,0,0,NaN
id14672,0,0,NaN
id14676,0,0,NaN
id14679,0,0,NaN
id14682,0,0,NaN
id14683,0,0,NaN
id14887,0,0,NaN
id14889,0,0,NaN
id15313,0,0,NaN
id15315,0,0,NaN
id15318,0,0,NaN
id15348,0,0,NaN
id15350,0,0,NaN
id15418,0,0,NaN
id15940,0,0,NaN
id15941,0,0,NaN
id16055,0,0,NaN
id16440,0,0,NaN
id16441,0,0,NaN
id16442,0,0,NaN
id16519,0,0,NaN
id16520,0,0,NaN
id16521,0,0,NaN
id16522,0,0,NaN
id16523,0,0,NaN
id16524,0,0,NaN
id17742,0,0,NaN
id17743,0,0,NaN
id17972,0,0,NaN
id8981,0,0,NaN
id8986,0,0,NaN
id9004,0,0,NaN
id9047,0,0,NaN
id9057,0,0,NaN
id9061,0,0,NaN
id9107,0,0,NaN
id9164,0,0,NaN
id9185,0,0,NaN
id9210,0,0,NaN
id9212,0,0,NaN
id9244,0,0,NaN
id9255,0,0,NaN
id9265,0,0,NaN
id9305,0,0,NaN
id9357,0,0,NaN
id9367,0,0,NaN
id9398,0,0,NaN
id9401,0,0,NaN
id9402,0,0,NaN
id9403,0,0,NaN
id9405,0,0,NaN
id9408,0,0,NaN
id9412,0,0,NaN
id9413,0,0,NaN
id9414,0,0,NaN
id9415,0,0,NaN
id9416,0,0,NaN
id9417,0,0,NaN
id9422,0,0,NaN
id9423,0,0,NaN
id9424,0,0,NaN
id9425,0,0,NaN
id9427,0,0,NaN
id9428,0,0,NaN
id9429,0,0,NaN
id9431,0,0,NaN
id9432,0,0,NaN
id9434,0,0,NaN
id9441,0,0,NaN
id9443,0,0,NaN
id9444,0,0,NaN
id9445,0,0,NaN
id9448,0,0,NaN
id9450,0,0,NaN
id9452,0,0,NaN
id9455,0,0,NaN
id9456,0,0,NaN
id9459,0,0,NaN
id9460,0,0,NaN
id9463,0,0,NaN
id9469,0,0,NaN
id9471,0,0,NaN
id9472,0,0,NaN
id9473,0,0,NaN
id9476,0,0,NaN
id9478,0,0,NaN
id9482,0,0,NaN
id9483,0,0,NaN
id9484,0,0,NaN
id9486,0,0,NaN
id9487,0,0,NaN
id9488,0,0,NaN
id9489,0,0,NaN
id9491,0,0,NaN
id9492,0,0,NaN
id9493,0,0,NaN
id9496,0,0,NaN
id9497,0,0,NaN
id9500,0,0,NaN
id9624,0,0,NaN
id9625,0,0,NaN
