Row,id11199,id14081,id15318,id15350,id15418,id16055,id8981,id8986,id9004,id9047,id9057,id9061,id9107,id9265,id9398,id9401,id9402,id9403,id9405,id9408,id9412,id9413,id9414,id9415,id9416,id9417,id9422,id9423,id9424,id9425,id9427,id9431,id9432,id9441,id9443,id9460,id9463,id9469,id9471,id9472,id9473,id9476,id9624,id9625
id11199,1,0.90625,0.758620689655172,0.833333333333333,0.892857142857143,0.80952380952381,0.826086956521739,1,0.833333333333333,0.96078431372549,0.966666666666667,0.933333333333333,0.785714285714286,0.9,0.94,0.933333333333333,0.92,0.92,0.882352941176471,0.882352941176471,0.829787234042553,0.823529411764706,0.901960784313726,0.901960784313726,0.92156862745098,0.705882352941177,0.84,0.882352941176471,0.803921568627451,0.784313725490196,0.823529411764706,0.836734693877551,0.843137254901961,0.901960784313726,0.862745098039216,0.941176470588235,0.803921568627451,0.843137254901961,0.823529411764706,0.94,0.816326530612245,0.823529411764706,0.84,0.82
id14081,0.90625,1,0.827586206896552,0.766666666666667,0.964285714285714,0.761904761904762,0.739130434782609,0.933333333333333,0.833333333333333,0.875,0.966666666666667,0.933333333333333,0.857142857142857,0.9,0.903225806451613,0.923076923076923,0.838709677419355,0.870967741935484,0.96875,0.9375,0.857142857142857,0.8125,0.90625,0.875,0.9375,0.71875,0.90625,0.9375,0.8125,0.75,0.96875,0.966666666666667,0.90625,0.84375,0.78125,0.84375,0.84375,0.78125,0.84375,0.90625,0.8,0.84375,0.9375,0.806451612903226
id15318,0.758620689655172,0.827586206896552,1,0.724137931034483,0.925925925925926,0.7,0.681818181818182,0.758620689655172,0.689655172413793,0.724137931034483,0.793103448275862,0.758620689655172,0.857142857142857,0.862068965517241,0.785714285714286,0.72,0.642857142857143,0.857142857142857,0.793103448275862,0.827586206896552,0.92,0.758620689655172,0.758620689655172,0.862068965517241,0.793103448275862,0.758620689655172,0.827586206896552,0.862068965517241,0.758620689655172,0.827586206896552,0.862068965517241,0.851851851851852,0.827586206896552,0.758620689655172,0.758620689655172,0.689655172413793,0.896551724137931,0.724137931034483,0.793103448275862,0.724137931034483,0.892857142857143,0.827586206896552,0.827586206896552,0.785714285714286
id15350,0.833333333333333,0.766666666666667,0.724137931034483,1,0.785714285714286,0.952380952380952,0.956521739130435,0.833333333333333,0.8,0.866666666666667,0.8,0.833333333333333,0.785714285714286,0.733333333333333,0.827586206896552,0.846153846153846,0.931034482758621,0.724137931034483,0.8,0.733333333333333,0.692307692307692,0.966666666666667,0.833333333333333,0.866666666666667,0.8,0.866666666666667,0.7,0.733333333333333,0.966666666666667,0.6,0.733333333333333,0.714285714285714,0.766666666666667,0.833333333333333,0.9,0.833333333333333,0.7,0.933333333333333,0.666666666666667,0.866666666666667,0.655172413793103,0.866666666666667,0.766666666666667,0.724137931034483
id15418,0.892857142857143,0.964285714285714,0.925925925925926,0.785714285714286,1,0.789473684210526,0.761904761904762,0.892857142857143,0.785714285714286,0.857142857142857,0.928571428571429,0.892857142857143,0.916666666666667,0.857142857142857,0.888888888888889,0.875,0.777777777777778,0.851851851851852,0.928571428571429,0.928571428571429,0.916666666666667,0.821428571428571,0.892857142857143,0.928571428571429,0.928571428571429,0.785714285714286,0.964285714285714,1,0.821428571428571,0.785714285714286,1,1,0.964285714285714,0.892857142857143,0.821428571428571,0.821428571428571,0.892857142857143,0.785714285714286,0.785714285714286,0.857142857142857,0.851851851851852,0.857142857142857,0.964285714285714,0.777777777777778
id16055,0.80952380952381,0.761904761904762,0.7,0.952380952380952,0.789473684210526,1,1,0.80952380952381,0.761904761904762,0.857142857142857,0.80952380952381,0.80952380952381,0.785714285714286,0.714285714285714,0.85,0.764705882352941,0.85,0.7,0.80952380952381,0.714285714285714,0.611111111111111,1,0.857142857142857,0.857142857142857,0.80952380952381,0.857142857142857,0.714285714285714,0.714285714285714,0.904761904761905,0.523809523809524,0.714285714285714,0.714285714285714,0.761904761904762,0.80952380952381,0.857142857142857,0.857142857142857,0.571428571428571,0.952380952380952,0.714285714285714,0.857142857142857,0.619047619047619,0.904761904761905,0.761904761904762,0.666666666666667
id8981,0.826086956521739,0.739130434782609,0.681818181818182,0.956521739130435,0.761904761904762,1,1,0.826086956521739,0.782608695652174,0.869565217391304,0.782608695652174,0.826086956521739,0.785714285714286,0.695652173913043,0.818181818181818,0.789473684210526,0.863636363636364,0.681818181818182,0.782608695652174,0.695652173913043,0.631578947368421,1,0.826086956521739,0.869565217391304,0.782608695652174,0.826086956521739,0.695652173913043,0.695652173913043,0.91304347826087,0.521739130434783,0.695652173913043,0.695652173913043,0.739130434782609,0.826086956521739,0.869565217391304,0.869565217391304,0.565217391304348,0.91304347826087,0.695652173913043,0.869565217391304,0.608695652173913,0.869565217391304,0.739130434782609,0.652173913043478
id8986,1,0.933333333333333,0.758620689655172,0.833333333333333,0.892857142857143,0.80952380952381,0.826086956521739,1,0.833333333333333,0.966666666666667,0.966666666666667,0.933333333333333,0.785714285714286,0.9,0.931034482758621,0.923076923076923,0.896551724137931,0.896551724137931,0.9,0.9,0.846153846153846,0.866666666666667,0.933333333333333,0.9,0.9,0.7,0.866666666666667,0.9,0.8,0.766666666666667,0.9,0.892857142857143,0.866666666666667,0.866666666666667,0.8,0.933333333333333,0.8,0.766666666666667,0.766666666666667,0.966666666666667,0.827586206896552,0.766666666666667,0.866666666666667,0.758620689655172
id9004,0.833333333333333,0.833333333333333,0.689655172413793,0.8,0.785714285714286,0.761904761904762,0.782608695652174,0.833333333333333,1,0.866666666666667,0.8,0.9,0.642857142857143,0.733333333333333,0.827586206896552,0.884615384615385,0.862068965517241,0.724137931034483,0.866666666666667,0.866666666666667,0.769230769230769,0.833333333333333,0.833333333333333,0.8,0.866666666666667,0.733333333333333,0.766666666666667,0.8,0.833333333333333,0.666666666666667,0.8,0.785714285714286,0.833333333333333,0.9,0.766666666666667,0.833333333333333,0.7,0.733333333333333,0.733333333333333,0.866666666666667,0.724137931034483,0.866666666666667,0.833333333333333,0.724137931034483
id9047,0.96078431372549,0.875,0.724137931034483,0.866666666666667,0.857142857142857,0.857142857142857,0.869565217391304,0.966666666666667,0.866666666666667,1,0.933333333333333,0.966666666666667,0.714285714285714,0.866666666666667,0.941176470588235,0.978260869565217,0.92156862745098,0.882352941176471,0.923076923076923,0.884615384615385,0.854166666666667,0.865384615384615,0.942307692307692,0.903846153846154,0.961538461538462,0.75,0.843137254901961,0.884615384615385,0.807692307692308,0.788461538461538,0.826923076923077,0.84,0.884615384615385,0.903846153846154,0.865384615384615,0.942307692307692,0.807692307692308,0.846153846153846,0.788461538461538,0.941176470588235,0.82,0.865384615384615,0.843137254901961,0.823529411764706
