Row,id11040,id11041,id11042,id11045,id11047,id11048,id11049,id11050,id11051,id11053,id11054,id11055,id11056,id11057,id11058,id11059,id11060,id11062,id11063,id11064,id11065,id11066,id11067,id11069,id11070,id11071,id11072,id11073,id11076,id11077,id11080,id11099,id11100,id11120,id11122,id11123,id11124,id11126,id11127,id11128,id11129,id11130,id11132,id11133,id11135,id11136,id11137,id11138,id11139,id11140,id11141,id11143,id11144,id11145,id11146,id11159,id11163,id11164,id11605,id11606,id11799,id11801,id11802,id11803,id11804,id11806,id13318,id14026,id14083,id14084,id14135,id14886,id14888,id14891,id14897,id14902,id14903,id14906,id14907,id14909,id14912,id14915,id14918,id14921,id14922,id14923,id14924,id14925,id15051,id15206,id15212,id15213,id15224,id15228,id15230,id15240,id15243,id16037,id16101,id16236,id16270,id16447,id16449,id16450,id16451,id16452,id16453,id16454,id16455,id16456,id16457,id16458,id16460,id16462,id16463,id16465,id16467,id16468,id16471,id16472,id16473,id16475,id16476,id16478,id16479,id16480,id16481,id16483,id9157,id9162,id9168,id9171,id9172,id9173,id9175,id9176,id9177,id9178,id9179,id9181,id9182,id9186,id9188,id9191,id9192,id9193,id9194,id9195,id9197,id9199,id9200,id9202,id9209,id9211,id9213,id9214,id9215,id9216,id9217,id9219,id9220,id9222,id9225,id9228,id9231,id9232,id9237,id9243,id9247,id9254,id9257,id9264,id9269,id9270,id9271,id9273,id9274,id9279,id9280,id9282,id9283,id9284,id9287,id9289,id9293,id9294,id9295,id9296,id9302,id9308,id9311,id9315,id9316,id9320,id9322,id9323,id9324,id9329,id9330,id9332,id9333,id9334,id9335,id9337,id9341,id9343,id9344,id9345,id9346,id9358,id9359,id9362,id9363,id9365,id9368,id9371,id9372,id9375,id9376,id9378,id9379,id9381,id9383,id9384,id9388,id9389,id9549,id9630
id14084,0.975,0.95,1,1,0.974358974358974,0.974358974358974,1,1,1,0.975,0.970588235294118,1,0.975,0.975,1,1,0.975,1,0.95,0.975,1,0.973684210526316,1,0.975,0.975,0.95,0.975,1,0.973684210526316,1,1,1,0.975,1,1,1,0.972972972972973,0.782608695652174,0.975,0.9,1,0.825,1,0.815789473684211,1,1,1,0.973684210526316,0.973684210526316,0.875,1,1,0.973684210526316,1,1,1,1,1,1,1,0.925,0.96969696969697,1,0.974358974358974,0.974358974358974,1,1,0.825,1,1,1,1,1,1,0.975,1,1,0.974358974358974,1,0.95,1,1,0.975,1,0.975,0.975,0.974358974358974,1,1,0.948717948717949,0.95,1,0.925,1,1,1,1,0.970588235294118,0.962962962962963,0.875,0.956521739130435,1,0.956521739130435,1,1,0.956521739130435,0.956521739130435,1,1,0.956521739130435,0.91304347826087,1,0.956521739130435,0.954545454545455,1,1,1,0.956521739130435,1,0.91304347826087,1,0.956521739130435,1,1,1,0.956521739130435,1,1,1,0.975,0.921052631578947,1,1,1,1,1,0.975,1,0.973684210526316,0.95,1,0.975,0.973684210526316,0.973684210526316,1,1,0.972972972972973,0.975,0.975,1,1,0.975,1,1,1,0.975,0.973684210526316,1,0.974358974358974,1,1,1,1,1,1,0.974358974358974,0.9,0.973684210526316,0.975,0.972222222222222,1,0.85,1,0.95,0.975,1,1,0.975,1,0.736842105263158,0.9,0.972972972972973,1,1,0.825,1,1,0.975,1,1,0.973684210526316,1,1,1,1,1,0.975,1,1,1,1,1,1,1,1,0.974358974358974,1,0.972222222222222,1,0.95,1,0.975,1,0.975,0.975,1,1,1,1,1,0.975,1,1,1,1,0.974358974358974,0.974358974358974,0.973684210526316
id14135,0.95,0.95,1,0.975609756097561,0.95,0.951219512195122,0.974358974358974,1,0.975,0.975609756097561,0.942857142857143,0.975,0.975,0.951219512195122,0.975,1,1,1,0.975609756097561,0.95,1,0.974358974358974,0.975,0.951219512195122,1,0.951219512195122,0.95,0.975609756097561,0.95,0.975609756097561,0.975609756097561,1,0.975609756097561,1,1,1,0.944444444444444,0.857142857142857,0.951219512195122,0.948717948717949,0.975,0.853658536585366,1,0.864864864864865,1,1,1,0.95,0.974358974358974,0.951219512195122,0.975609756097561,1,0.95,0.974358974358974,1,0.975609756097561,1,0.975609756097561,0.975609756097561,0.975609756097561,0.853658536585366,0.967741935483871,1,0.95,0.974358974358974,0.975,1,0.75609756097561,0.975,0.973684210526316,1,1,1,0.975,0.951219512195122,0.975609756097561,1,0.95,0.975609756097561,0.951219512195122,0.975609756097561,1,0.951219512195122,1,0.975609756097561,0.951219512195122,0.948717948717949,0.975609756097561,0.975609756097561,1,0.951219512195122,1,0.975609756097561,0.975,0.975,1,1,0.973684210526316,0.970588235294118,0.96875,0.928571428571429,0.964285714285714,0.928571428571429,0.964285714285714,0.964285714285714,1,0.928571428571429,1,1,1,0.964285714285714,0.964285714285714,0.964285714285714,0.925925925925926,0.964285714285714,1,1,0.928571428571429,1,0.892857142857143,1,0.928571428571429,0.964285714285714,1,1,0.928571428571429,0.964285714285714,1,1,1,0.945945945945946,1,0.975,1,0.975609756097561,0.975609756097561,0.951219512195122,1,0.948717948717949,0.902439024390244,1,0.951219512195122,0.947368421052632,0.973684210526316,0.975609756097561,1,0.951219512195122,0.951219512195122,0.926829268292683,1,1,0.95,0.975609756097561,1,1,0.951219512195122,0.975,0.975609756097561,0.95,1,1,1,0.975609756097561,1,0.975,0.951219512195122,0.878048780487805,0.947368421052632,0.975609756097561,0.944444444444444,0.975,0.878048780487805,0.975609756097561,0.951219512195122,0.951219512195122,1,0.975609756097561,0.975609756097561,0.975609756097561,0.717948717948718,0.926829268292683,0.947368421052632,1,0.951219512195122,0.853658536585366,1,1,0.951219512195122,1,1,0.974358974358974,0.974358974358974,1,1,1,1,0.951219512195122,1,1,1,1,1,1,1,0.975609756097561,0.95,1,0.942857142857143,1,0.925,0.951219512195122,0.951219512195122,1,0.951219512195122,0.95,0.975609756097561,0.975609756097561,1,0.975609756097561,1,0.951219512195122,1,0.96875,0.975609756097561,0.96969696969697,0.95,0.95,1
id14886,0.96551724137931,0.96551724137931,1,1,0.96551724137931,0.964285714285714,1,1,1,0.96551724137931,0.954545454545455,1,0.96551724137931,0.96551724137931,1,1,1,1,1,0.962962962962963,1,0.96551724137931,1,0.96551724137931,1,0.964285714285714,0.96551724137931,1,0.964285714285714,1,1,1,1,1,1,1,0.964285714285714,0.8,0.96551724137931,0.896551724137931,1,0.931034482758621,1,0.896551724137931,0.958333333333333,1,1,0.961538461538462,1,0.931034482758621,1,1,0.962962962962963,1,1,1,1,1,1,1,0.892857142857143,0.954545454545455,1,1,0.962962962962963,1,1,0.785714285714286,1,1,1,1,1,1,0.96551724137931,1,1,0.964285714285714,1,0.931034482758621,1,1,0.96551724137931,1,0.96551724137931,0.96551724137931,0.964285714285714,1,1,1,0.931034482758621,1,1,1,1,1,1,0.96551724137931,0.96,0.952380952380952,0.952380952380952,1,0.95,1,1,1,0.95,1,1,1,0.95,1,0.95,0.947368421052632,1,1,1,0.95,1,0.95,1,0.95,1,1,1,0.95,1,1,1,1,1,1,1,1,1,1,0.96551724137931,1,0.964285714285714,0.964285714285714,1,0.96551724137931,0.964285714285714,1,1,1,0.962962962962963,0.96551724137931,1,0.964285714285714,1,0.96551724137931,1,1,1,0.96551724137931,1,1,0.962962962962963,1,1,1,1,1,1,0.931034482758621,0.931034482758621,1,0.96551724137931,0.958333333333333,1,0.931034482758621,1,0.96551724137931,0.964285714285714,1,1,0.96551724137931,1,0.846153846153846,1,1,1,1,0.931034482758621,1,1,0.96551724137931,1,1,0.962962962962963,1,1,1,1,1,0.96551724137931,1,1,1,1,1,1,1,1,1,1,0.958333333333333,1,0.964285714285714,1,0.964285714285714,1,0.96551724137931,0.96551724137931,1,1,1,1,1,0.96551724137931,1,1,1,1,1,0.96551724137931,1
id14888,0.972972972972973,0.972972972972973,1,0.986842105263158,0.972602739726027,0.972602739726027,0.986301369863014,1,0.986666666666667,0.986842105263158,0.969230769230769,0.986486486486487,0.986486486486487,0.973684210526316,0.986666666666667,1,0.986842105263158,1,0.973684210526316,0.973333333333333,1,0.986111111111111,0.986486486486487,0.973684210526316,1,0.973684210526316,0.972972972972973,0.986842105263158,0.972602739726027,0.986842105263158,0.986486486486487,1,0.986842105263158,1,1,1,0.971014492753623,0.829268292682927,0.973684210526316,0.918918918918919,0.986666666666667,0.776315789473684,1,0.901408450704225,0.953846153846154,1,1,0.972602739726027,0.986111111111111,0.947368421052632,0.986666666666667,1,0.972602739726027,0.986111111111111,1,0.986842105263158,1,0.986486486486487,0.986842105263158,0.986842105263158,0.918918918918919,0.984126984126984,1,0.986301369863014,0.986486486486487,0.986301369863014,1,0.893333333333333,0.986486486486487,0.986111111111111,1,1,1,0.986666666666667,0.973684210526316,0.986842105263158,1,0.973333333333333,0.986842105263158,0.973684210526316,0.986842105263158,1,0.973684210526316,1,0.986842105263158,0.973684210526316,0.972222222222222,0.986666666666667,0.986842105263158,0.986486486486487,0.973684210526316,1,0.973684210526316,0.986486486486487,0.986666666666667,1,1,0.985714285714286,0.982758620689655,0.981132075471698,0.951219512195122,0.975609756097561,0.951219512195122,0.975609756097561,0.975609756097561,0.975609756097561,0.95,1,1,0.975609756097561,0.926829268292683,0.975609756097561,0.975609756097561,0.95,0.975609756097561,1,1,0.95,1,0.951219512195122,1,0.951219512195122,0.975609756097561,1,1,0.951219512195122,0.975609756097561,1,1,0.986842105263158,0.985074626865672,1,0.986666666666667,1,0.972972972972973,0.986842105263158,0.973684210526316,1,0.972602739726027,0.946666666666667,1,0.973684210526316,0.971830985915493,0.985915492957747,0.986842105263158,1,0.972602739726027,0.973684210526316,0.973684210526316,0.96,1,0.973333333333333,0.986666666666667,1,1,0.973684210526316,1,0.986842105263158,0.973333333333333,1,1,1,0.986842105263158,1,0.986486486486487,0.973333333333333,0.84,0.971830985915493,0.986842105263158,0.970588235294118,0.986301369863014,0.934210526315789,0.986666666666667,0.947368421052632,0.973684210526316,1,0.986842105263158,0.986842105263158,0.986842105263158,0.8,0.960526315789474,0.972222222222222,1,0.947368421052632,0.815789473684211,1,1,0.972972972972973,1,1,0.986301369863014,0.986301369863014,1,1,1,1,0.973684210526316,1,1,1,1,1,1,1,0.986842105263158,0.972972972972973,1,0.970149253731343,1,0.96,0.972222222222222,0.973684210526316,1,0.973684210526316,0.973333333333333,0.986842105263158,0.986842105263158,1,0.986666666666667,1,0.972972972972973,1,0.984126984126984,0.986842105263158,1,0.973333333333333,0.973333333333333,1
id14891,1,0.942857142857143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.942857142857143,1,1,1,1,1,1,0.971428571428571,1,1,1,1,0.75,1,1,1,0.885714285714286,0.942857142857143,0.818181818181818,1,1,1,1,0.96969696969697,0.942857142857143,1,1,1,1,1,1,1,1,1,1,0.941176470588235,1,1,1,1,1,1,0.911764705882353,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.971428571428571,1,1,1,1,1,1,0.954545454545455,1,1,1,1,1,0.9,1,1,1,0.9,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96875,1,1,1,1,1,1,1,1,0.971428571428571,1,1,1,1,1,1,1,1,1,0.939393939393939,1,1,1,1,1,1,1,1,1,1,1,0.942857142857143,1,1,1,1,0.914285714285714,0.970588235294118,1,1,1,0.857142857142857,1,0.942857142857143,1,0.970588235294118,1,1,1,0.882352941176471,0.942857142857143,1,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.970588235294118,1,1,1,0.971428571428571,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.971428571428571,1,1
