Row,id11052,id11061,id11074,id11199,id11893,id11905,id11907,id11909,id11910,id11966,id11967,id11969,id11971,id14081,id14887,id14889,id15313,id15315,id15318,id15348,id15350,id15418,id16055,id16519,id16520,id16521,id16522,id16523,id16524,id8981,id8986,id9004,id9047,id9057,id9061,id9107,id9185,id9210,id9212,id9244,id9255,id9265,id9305,id9357,id9367,id9398,id9401,id9402,id9403,id9405,id9408,id9412,id9413,id9414,id9415,id9416,id9417,id9422,id9423,id9424,id9425,id9427,id9428,id9429,id9431,id9432,id9434,id9441,id9443,id9444,id9445,id9448,id9450,id9452,id9455,id9456,id9459,id9460,id9463,id9469,id9471,id9472,id9473,id9476,id9478,id9482,id9483,id9484,id9486,id9487,id9488,id9489,id9491,id9492,id9493,id9496,id9497,id9500,id9624,id9625
id11052,1,0.588235294117647,0.6875,0.705882352941177,0.3125,0.882352941176471,1,0.333333333333333,0.714285714285714,0.823529411764706,0.941176470588235,0.941176470588235,0.882352941176471,0.764705882352941,0.823529411764706,0.882352941176471,0.461538461538462,0.764705882352941,0.764705882352941,0.764705882352941,0.411764705882353,0.8,0.470588235294118,0.823529411764706,0.647058823529412,0.941176470588235,0.529411764705882,0.866666666666667,0.882352941176471,0.411764705882353,0.705882352941177,0.588235294117647,0.588235294117647,0.705882352941177,0.705882352941177,0.647058823529412,0.764705882352941,0.882352941176471,0.941176470588235,0.823529411764706,0.933333333333333,0.764705882352941,0.882352941176471,0.705882352941177,0.882352941176471,0.625,0.538461538461538,0.588235294117647,0.764705882352941,0.705882352941177,0.764705882352941,0.866666666666667,0.470588235294118,0.647058823529412,0.647058823529412,0.705882352941177,0.470588235294118,0.823529411764706,0.823529411764706,0.470588235294118,0.823529411764706,0.823529411764706,1,0.705882352941177,0.823529411764706,0.764705882352941,0.333333333333333,0.705882352941177,0.588235294117647,1,0.588235294117647,0.941176470588235,0.823529411764706,0.875,0.529411764705882,0.875,0.764705882352941,0.647058823529412,0.882352941176471,0.411764705882353,0.764705882352941,0.647058823529412,0.823529411764706,0.529411764705882,0.823529411764706,0.823529411764706,0.882352941176471,0.882352941176471,0.823529411764706,0.882352941176471,0.769230769230769,0.882352941176471,0.941176470588235,0.882352941176471,0.823529411764706,0.470588235294118,0.882352941176471,0.764705882352941,0.764705882352941,0.764705882352941
id11061,0.588235294117647,1,0.882352941176471,0.555555555555556,0.625,0.611111111111111,0.611111111111111,0.5625,0.5,0.666666666666667,0.555555555555556,0.666666666666667,0.722222222222222,0.5,0.666666666666667,0.611111111111111,0.615384615384615,0.611111111111111,0.722222222222222,0.5,0.5,0.625,0.555555555555556,0.666666666666667,0.833333333333333,0.666666666666667,0.611111111111111,0.6875,0.611111111111111,0.5,0.555555555555556,0.333333333333333,0.444444444444444,0.555555555555556,0.444444444444444,0.611111111111111,0.588235294117647,0.722222222222222,0.666666666666667,0.666666666666667,0.75,0.611111111111111,0.611111111111111,0.777777777777778,0.611111111111111,0.470588235294118,0.357142857142857,0.444444444444444,0.611111111111111,0.444444444444444,0.5,0.5625,0.555555555555556,0.5,0.611111111111111,0.444444444444444,0.555555555555556,0.555555555555556,0.555555555555556,0.444444444444444,0.666666666666667,0.555555555555556,0.611111111111111,0.777777777777778,0.555555555555556,0.5,0.2,0.444444444444444,0.555555555555556,0.611111111111111,0.666666666666667,0.555555555555556,0.666666666666667,0.588235294117647,0.722222222222222,0.6875,0.5,0.5,0.611111111111111,0.5,0.5,0.5,0.666666666666667,0.5,0.777777777777778,0.666666666666667,0.611111111111111,0.722222222222222,0.666666666666667,0.611111111111111,0.769230769230769,0.611111111111111,0.666666666666667,0.611111111111111,0.666666666666667,0.777777777777778,0.611111111111111,0.611111111111111,0.5,0.5
id11074,0.6875,0.882352941176471,1,0.393939393939394,0.758620689655172,0.757575757575758,0.757575757575758,0.67741935483871,0.758620689655172,0.696969696969697,0.636363636363636,0.606060606060606,0.606060606060606,0.393939393939394,0.764705882352941,0.705882352941177,0.821428571428571,0.636363636363636,0.5625,0.40625,0.424242424242424,0.451612903225806,0.583333333333333,0.764705882352941,0.941176470588235,0.764705882352941,0.705882352941177,0.733333333333333,0.705882352941177,0.5,0.393939393939394,0.333333333333333,0.363636363636364,0.424242424242424,0.363636363636364,0.705882352941177,0.548387096774194,0.696969696969697,0.764705882352941,0.666666666666667,0.8,0.484848484848485,0.67741935483871,0.696969696969697,0.625,0.40625,0.259259259259259,0.375,0.5,0.393939393939394,0.424242424242424,0.448275862068966,0.424242424242424,0.424242424242424,0.424242424242424,0.393939393939394,0.545454545454545,0.454545454545455,0.424242424242424,0.393939393939394,0.484848484848485,0.424242424242424,0.545454545454545,0.636363636363636,0.451612903225806,0.424242424242424,0.208333333333333,0.363636363636364,0.484848484848485,0.6875,0.727272727272727,0.53125,0.666666666666667,0.71875,0.741935483870968,0.741935483870968,0.424242424242424,0.424242424242424,0.515151515151515,0.484848484848485,0.484848484848485,0.363636363636364,0.5625,0.454545454545455,0.870967741935484,0.787878787878788,0.6875,0.818181818181818,0.696969696969697,0.59375,0.758620689655172,0.606060606060606,0.5625,0.636363636363636,0.606060606060606,0.818181818181818,0.666666666666667,0.606060606060606,0.393939393939394,0.53125
id11199,0.705882352941177,0.555555555555556,0.393939393939394,1,0.170212765957447,0.346153846153846,0.288461538461538,0.142857142857143,0.291666666666667,0.480769230769231,0.442307692307692,0.519230769230769,0.711538461538462,0.916666666666667,0.666666666666667,0.611111111111111,0.172413793103448,0.470588235294118,0.787878787878788,0.939393939393939,0.823529411764706,0.90625,0.84,0.666666666666667,0.611111111111111,0.777777777777778,0.388888888888889,0.625,0.611111111111111,0.814814814814815,1,0.852941176470588,0.942307692307692,0.970588235294118,0.941176470588235,0.833333333333333,0.479166666666667,0.480769230769231,0.777777777777778,0.576923076923077,0.6875,0.911764705882353,0.46,0.411764705882353,0.581395348837209,0.92156862745098,0.909090909090909,0.92156862745098,0.92156862745098,0.884615384615385,0.884615384615385,0.829787234042553,0.826923076923077,0.903846153846154,0.903846153846154,0.923076923076923,0.692307692307692,0.843137254901961,0.884615384615385,0.788461538461538,0.788461538461538,0.826923076923077,0.576923076923077,0.392156862745098,0.84,0.846153846153846,0.833333333333333,0.903846153846154,0.884615384615385,0.372549019607843,0.274509803921569,0.46,0.519230769230769,0.36,0.38,0.46,0.807692307692308,0.961538461538462,0.807692307692308,0.826923076923077,0.826923076923077,0.941176470588235,0.82,0.826923076923077,0.26,0.403846153846154,0.38,0.403846153846154,0.461538461538462,0.666666666666667,0.468085106382979,0.392156862745098,0.705882352941177,0.442307692307692,0.634615384615385,0.196078431372549,0.384615384615385,0.519230769230769,0.846153846153846,0.823529411764706
id11893,0.3125,0.625,0.758620689655172,0.170212765957447,1,0.6875,0.729166666666667,0.911111111111111,0.717391304347826,0.541666666666667,0.5625,0.541666666666667,0.375,0.25,0.5,0.375,0.888888888888889,0.666666666666667,0.344827586206897,0.241379310344828,0.333333333333333,0.214285714285714,0.454545454545455,0.5,0.6875,0.375,0.6875,0.357142857142857,0.4375,0.458333333333333,0.233333333333333,0.3,0.229166666666667,0.266666666666667,0.233333333333333,0.4375,0.543478260869565,0.604166666666667,0.375,0.520833333333333,0.357142857142857,0.333333333333333,0.595744680851064,0.633333333333333,0.447368421052632,0.25531914893617,0.170731707317073,0.191489361702128,0.25531914893617,0.25,0.25,0.25,0.333333333333333,0.270833333333333,0.229166666666667,0.208333333333333,0.395833333333333,0.25531914893617,0.208333333333333,0.291666666666667,0.333333333333333,0.270833333333333,0.458333333333333,0.659574468085106,0.260869565217391,0.25,0.236842105263158,0.166666666666667,0.1875,0.638297872340426,0.765957446808511,0.553191489361702,0.5625,0.711111111111111,0.739130434782609,0.625,0.3125,0.1875,0.25,0.291666666666667,0.291666666666667,0.212765957446809,0.319148936170213,0.291666666666667,0.765957446808511,0.666666666666667,0.673913043478261,0.6875,0.625,0.404255319148936,0.622222222222222,0.659574468085106,0.375,0.604166666666667,0.458333333333333,0.851063829787234,0.666666666666667,0.583333333333333,0.229166666666667,0.270833333333333
id11905,0.882352941176471,0.611111111111111,0.757575757575758,0.346153846153846,0.6875,1,0.867924528301887,0.66,0.816326530612245,0.792452830188679,0.792452830188679,0.754716981132076,0.528301886792453,0.444444444444444,0.944444444444444,0.777777777777778,0.655172413793103,0.705882352941177,0.515151515151515,0.484848484848485,0.352941176470588,0.46875,0.44,0.833333333333333,0.777777777777778,0.833333333333333,0.666666666666667,0.75,0.888888888888889,0.37037037037037,0.470588235294118,0.441176470588235,0.320754716981132,0.5,0.411764705882353,0.555555555555556,0.612244897959184,0.641509433962264,0.833333333333333,0.622641509433962,0.8125,0.558823529411765,0.725490196078431,0.764705882352941,0.767441860465116,0.346153846153846,0.222222222222222,0.307692307692308,0.403846153846154,0.339622641509434,0.415094339622642,0.4375,0.320754716981132,0.39622641509434,0.320754716981132,0.339622641509434,0.415094339622642,0.461538461538462,0.415094339622642,0.283018867924528,0.509433962264151,0.433962264150943,0.660377358490566,0.769230769230769,0.431372549019608,0.415094339622642,0.232558139534884,0.320754716981132,0.30188679245283,0.826923076923077,0.807692307692308,0.823529411764706,0.679245283018868,0.84,0.686274509803922,0.705882352941177,0.509433962264151,0.339622641509434,0.490566037735849,0.283018867924528,0.39622641509434,0.307692307692308,0.529411764705882,0.283018867924528,0.803921568627451,0.754716981132076,0.843137254901961,0.754716981132076,0.735849056603774,0.615384615384615,0.666666666666667,0.807692307692308,0.576923076923077,0.754716981132076,0.60377358490566,0.769230769230769,0.811320754716981,0.716981132075472,0.377358490566038,0.442307692307692
id11907,1,0.611111111111111,0.757575757575758,0.288461538461538,0.729166666666667,0.867924528301887,1,0.74,0.836734693877551,0.69811320754717,0.773584905660377,0.773584905660377,0.547169811320755,0.444444444444444,0.833333333333333,0.888888888888889,0.724137931034483,0.764705882352941,0.515151515151515,0.484848484848485,0.235294117647059,0.46875,0.4,0.833333333333333,0.666666666666667,0.944444444444444,0.555555555555556,0.875,0.888888888888889,0.333333333333333,0.411764705882353,0.382352941176471,0.264150943396226,0.441176470588235,0.411764705882353,0.666666666666667,0.653061224489796,0.773584905660377,0.944444444444444,0.641509433962264,0.9375,0.5,0.764705882352941,0.705882352941177,0.720930232558139,0.288461538461538,0.2,0.211538461538462,0.365384615384615,0.320754716981132,0.39622641509434,0.4375,0.264150943396226,0.339622641509434,0.30188679245283,0.320754716981132,0.320754716981132,0.442307692307692,0.39622641509434,0.226415094339623,0.490566037735849,0.415094339622642,0.716981132075472,0.75,0.411764705882353,0.39622641509434,0.13953488372093,0.30188679245283,0.245283018867925,0.923076923076923,0.788461538461538,0.803921568627451,0.69811320754717,0.9,0.666666666666667,0.764705882352941,0.452830188679245,0.283018867924528,0.433962264150943,0.188679245283019,0.377358490566038,0.269230769230769,0.470588235294118,0.264150943396226,0.92156862745098,0.811320754716981,0.882352941176471,0.849056603773585,0.754716981132076,0.576923076923077,0.6875,0.865384615384615,0.557692307692308,0.811320754716981,0.584905660377358,0.788461538461538,0.867924528301887,0.69811320754717,0.358490566037736,0.384615384615385
id11909,0.333333333333333,0.5625,0.67741935483871,0.142857142857143,0.911111111111111,0.66,0.74,1,0.702127659574468,0.48,0.52,0.5,0.3,0.151515151515152,0.4375,0.5,0.888888888888889,0.516129032258065,0.233333333333333,0.133333333333333,0.32258064516129,0.103448275862069,0.363636363636364,0.3125,0.5,0.3125,0.6875,0.428571428571429,0.375,0.416666666666667,0.193548387096774,0.193548387096774,0.18,0.161290322580645,0.161290322580645,0.375,0.543478260869565,0.54,0.3125,0.4,0.357142857142857,0.225806451612903,0.520833333333333,0.67741935483871,0.414634146341463,0.163265306122449,0.186046511627907,0.183673469387755,0.183673469387755,0.16,0.18,0.212765957446809,0.3,0.18,0.2,0.12,0.34,0.183673469387755,0.14,0.28,0.28,0.2,0.44,0.63265306122449,0.1875,0.16,0.214285714285714,0.14,0.18,0.653061224489796,0.73469387755102,0.520833333333333,0.46,0.638297872340426,0.63265306122449,0.541666666666667,0.2,0.16,0.2,0.24,0.24,0.204081632653061,0.25,0.22,0.770833333333333,0.58,0.604166666666667,0.62,0.52,0.3,0.521739130434783,0.591836734693878,0.306122448979592,0.54,0.34,0.816326530612245,0.6,0.54,0.18,0.204081632653061
id11910,0.714285714285714,0.5,0.758620689655172,0.291666666666667,0.717391304347826,0.816326530612245,0.836734693877551,0.702127659574468,1,0.63265306122449,0.673469387755102,0.673469387755102,0.551020408163265,0.375,0.928571428571429,0.785714285714286,0.714285714285714,0.633333333333333,0.413793103448276,0.413793103448276,0.233333333333333,0.392857142857143,0.380952380952381,0.785714285714286,0.714285714285714,0.642857142857143,0.642857142857143,0.75,0.857142857142857,0.304347826086957,0.4,0.4,0.26530612244898,0.433333333333333,0.333333333333333,0.357142857142857,0.58695652173913,0.673469387755102,0.642857142857143,0.653061224489796,0.75,0.466666666666667,0.723404255319149,0.566666666666667,0.58974358974359,0.285714285714286,0.195121951219512,0.208333333333333,0.354166666666667,0.285714285714286,0.36734693877551,0.377777777777778,0.285714285714286,0.346938775510204,0.26530612244898,0.285714285714286,0.346938775510204,0.416666666666667,0.36734693877551,0.204081632653061,0.408163265306122,0.387755102040816,0.612244897959184,0.6875,0.382978723404255,0.36734693877551,0.2,0.285714285714286,0.204081632653061,0.75,0.75,0.702127659574468,0.673469387755102,0.760869565217391,0.638297872340426,0.755102040816326,0.448979591836735,0.285714285714286,0.387755102040816,0.204081632653061,0.346938775510204,0.291666666666667,0.468085106382979,0.244897959183673,0.808510638297872,0.755102040816326,0.74468085106383,0.755102040816326,0.73469387755102,0.541666666666667,0.673913043478261,0.770833333333333,0.520833333333333,0.673469387755102,0.591836734693878,0.75,0.73469387755102,0.673469387755102,0.346938775510204,0.333333333333333
id11966,0.823529411764706,0.666666666666667,0.696969696969697,0.480769230769231,0.541666666666667,0.792452830188679,0.69811320754717,0.48,0.63265306122449,1,0.849056603773585,0.811320754716981,0.69811320754717,0.555555555555556,0.888888888888889,0.833333333333333,0.517241379310345,0.823529411764706,0.636363636363636,0.606060606060606,0.411764705882353,0.59375,0.44,1,0.833333333333333,0.888888888888889,0.611111111111111,0.875,0.944444444444444,0.407407407407407,0.529411764705882,0.558823529411765,0.452830188679245,0.558823529411765,0.529411764705882,0.611111111111111,0.612244897959184,0.735849056603774,0.888888888888889,0.716981132075472,0.9375,0.617647058823529,0.764705882352941,0.647058823529412,0.790697674418605,0.480769230769231,0.444444444444444,0.442307692307692,0.538461538461538,0.509433962264151,0.584905660377358,0.5625,0.452830188679245,0.528301886792453,0.490566037735849,0.509433962264151,0.471698113207547,0.576923076923077,0.584905660377358,0.415094339622642,0.641509433962264,0.566037735849057,0.679245283018868,0.730769230769231,0.568627450980392,0.584905660377358,0.348837209302326,0.490566037735849,0.471698113207547,0.711538461538462,0.75,0.803921568627451,0.811320754716981,0.8,0.745098039215686,0.647058823529412,0.679245283018868,0.471698113207547,0.660377358490566,0.377358490566038,0.528301886792453,0.442307692307692,0.666666666666667,0.452830188679245,0.686274509803922,0.735849056603774,0.803921568627451,0.735849056603774,0.830188679245283,0.711538461538462,0.708333333333333,0.711538461538462,0.673076923076923,0.773584905660377,0.69811320754717,0.673076923076923,0.754716981132076,0.660377358490566,0.547169811320755,0.615384615384615
