bill_number,bill_id,title
SB2001,648009,"Disaster response and recovery costs; authorize transfer to disaster trust fund."
SR1,648008,"Extend sympathy and prayers to victims of Louisville tornado on April 28, 2014."
SR2,648007,"Extend condolences to surviving family of Ruth Bennett who died saving the life of a child at her Childcare Center."
