bill_number,bill_id,title
LB44,670214,"Change provisions relating to a notice of objection to adoption"
LB45,670188,"Change and eliminate film vehicle provisions under the Motor Vehicle Registration Act"
LB46,670260,"Change provisions of the Statewide Trauma System Act"
LB47,670291,"Change provisions relating to anatomical gifts under the Motor Vehicle Operator's License Act"
LB48,670298,"Change unfair insurance trade practices relating to casualty losses"
LB49,670222,"Provide for allied school systems"
LB50,670231,"Change provisions relating to medicaid covered services"
LB51,670261,"Require disclosures prior to joining a risk management pool under the Intergovernmental Risk Management Act"
LB52,670233,"Exempt sanitary drainage districts from sales and use taxes"
LB53,670253,"Provide for issuance of one license plate for passenger cars as prescribed"
LB54,670203,"Change provisions relating to postsecondary education statewide transfer-of-credit policies"
LB55,670194,"Provide authority to the Adjutant General to make expenditures for a disaster or emergency"
LB56,670195,"Provide procedures for the disposition of the Norfolk Regional Center"
LB57,670226,"Appropriate funds to the Department of Administrative Services to demolish certain buildings"
LB58,670197,"Provide for calculation and distribution of funds to certain schools as prescribed"
LB59,670187,"Redefine state aid value for purposes of the Tax Equity and Educational Opportunities Support Act"
LB60,670244,"Authorize possession of firearms as prescribed"
LB61,670241,"Change funding for county offices relating to administration of public assistance programs"
LB62,670248,"Provide an income tax deduction for loan principal payments for graduate degrees"
LB63,670209,"Provide an income tax deduction for the amount of income subjected to Social Security taxes"
LB64,670242,"Provide an income tax deduction for the income earned from second jobs"
LB65,670193,"Change provisions relating to termination of township boards"
LB66,670219,"Require political subdivisions to make disclosures regarding bonds and provide for liability"
LB67,670286,"Provide for governmental unit bond priority"
LB68,670227,"Eliminate stepped-up basis of inherited real estate"
LB69,670208,"Provide an income tax credit for corporate income taxes paid"
LB70A,761953,"Appropriation Bill"
LB70,670190,"Authorize an occupation tax on certain mechanical amusement devices"
LB71,670257,"Adopt the Agricultural Property Tax Credit Act"
LB72A,769479,"Appropriation Bill"
LB72,670207,"Provide restrictions on trusts for collection of medicaid reimbursement obligations and require notice of inheritance tax petitions"
LB73,670251,"Adopt the Modern Tax Act"
LB74,670267,"Change sales and use tax collection fees"
LB75,670210,"Adopt the Taxpayer Investment Program"
LB76,670269,"Change provisions relating to the earned income tax credit and the homestead exemption"
LB77A,732892,"Appropriation Bill"
LB77,670204,"Require a medicaid state plan amendment for family planning services and state intent relating to appropriations for the Every Woman Matters program"
LB78,670268,"Change provisions relating to the public agencies authorized to enter into agreements under the Intergovernmental Risk Management Act"
LB79,670221,"Require insurance coverage for renewals of prescription eye drops"
LB80,670246,"Provide, change, and eliminate anesthesia and sedation permit provisions under the Dentistry Practice Act"
LB81,670238,"Change provisions relating to eligibility for child care assistance and require a report regarding transitional childcare assistance programs"
LB81A,761909,"Appropriation Bill"
LB82,670220,"Appropriate funds in support of dental services"
LB83,670218,"Change the definition of employer relating to wage discrimination on the basis of sex"
LB84,670250,"Permit a public body to use telephone conferencing or videoconferencing for public meetings"
LB85,670191,"To increase the maximum brand inspection fee amount that may be established by the Nebraska Brand Committee"
LB86,670252,"Change number of districts and members of Game and Parks Commission"
LB87,670263,"Change membership and reporting requirements of the Nebraska Children's Commission"
LB88,670274,"Change fees relating to marriage licenses"
LB89,670296,"Change provisions relating to aid to dependent children and create the Intergenerational Poverty Task Force"
LB89A,759433,"Appropriation Bill"
LB90,670234,"Change provisions for directed review under the Nebraska Regulation of Health Professions Act"
LB91,670237,"Repeal obsolete provisions relating to scabies, diseased swine, and hog cholera"
LB92,670271,"Change provisions of the Agricultural Liming Materials Act"
LB93,670278,"Change provisions of the Nebraska Commercial Fertilizer and Soil Conditioner Act"
LB94,670225,"Provide for issuance of printed motor vehicle certificate of title for nonresidents as prescribed"
LB95,670297,"Provide for operation and regulation of electric-powered bicycles"
LB96,670247,"Eliminate certain taxing authority of learning communities"
LB97,670239,"Eliminate additional fees for Pearl Harbor and disabled veteran license plates"
LB98,670255,"State intent regarding appropriations for tobacco use prevention control"
LB99,670288,"Eliminate a reporting duty for the Education Committee of the Legislature"
LB100,670224,"Provide for allocation of state aid to tribally controlled community colleges"
LB101,670284,"Change provisions relating to statewide assessment of student learning and reporting"
LB102,670270,"Change provisions relating to the Access College Early Scholarship Program"
LB103,670216,"Change provisions relating to participation in extracurricular activities as prescribed"
LB104,670279,"Change provisions relating to notice of discontinuance of utility service"
LB105A,760363,"Appropriation Bill"
LB105,670289,"Change provisions relating to payment of fees and costs associated with deaths of incarcerated persons and grand juries"
LB106A,767295,"Appropriation Bill"
LB106,670205,"Provide for an assessment matrix for zoning purposes"
LB107,670196,"Eliminate integrated practice agreements and provide for transition-to-practice agreements for nurse practitioners"
LB108,670280,"Appropriate funds to the University of Nebraska to fund behavioral health internships"
LB109,670217,"Change residency requirements for veterans, spouses, and dependents or eligible recipients attending a public college or university"
LB110,670211,"Appropriate funds for pediatric cancer specialists"
LB111,670230,"Require identification to vote"
LB112,670192,"Adopt the Interstate Compact on the Agreement Among the States to Elect the President by National Popular Vote"
LB113,670287,"Provide a co-payment for correctional inmates' health care services"
LB114,671443,"Redefine ambulatory surgical center and health clinic under the Health Care Facility Licensure Act"
LB115,671448,"Prohibit certain actions related to social security numbers"
LB116,671473,"Change election procedures and membership for certain sanitary and improvement district boards of trustees"
LB117,671592,"Change provisions relating to energy financing contracts"
LB118,671587,"Exempt licensed cigar shops and tobacco retail outlets from smoking restrictions"
LB119,671477,"Change where certain sentences of imprisonment may be served"
LB120,671574,"Provide for seizure of license plates of certain uninsured motor vehicles or trailers as prescribed"
LB121,671498,"Require voter identification and secret-ballot envelopes"
LB122,671432,"Change provisions relating to operation of utility-type vehicles"
LB123,671562,"Change provisions relating to the payment of warrants"
LB124,671548,"Provide requirements relating to copayments, coinsurance, and deductibles"
LB125,671469,"Create a fund relating to health care homes for the medically underserved"
LB126,671514,"Change size of counties for applicability of certain county retirement programs and change contribution provisions for such programs"
LB127,671544,"Eliminate provisions relating to hunting mountain lions"
LB128,671531,"Repeal the Black-Tailed Prairie Dog Management Act"
LB129,671558,"Require criminal background checks for applicants for an initial nursing license"
LB130,671425,"Change provisions relating to the Water Sustainability Fund"
LB131,671818,"Provide restrictions on sanitary and improvement districts subject to municipal annexation and authorize certain fees for county treasurers"
LB132,671584,"Change joint public agency bonding powers and procedures"
LB133,671465,"Change interest rate provisions on certain Nebraska Workers' Compensation Court awards"
LB134,671482,"Change provisions relating to first injury reports under the Nebraska Workers' Compensation Act"
LB135,671459,"Change provisions relating to termination of township boards"
LB136,671451,"Prohibit flying lanterns"
LB137,671540,"Change provisions relating to discharge of a firearm"
LB137A,759482,"Appropriation Bill"
LB138,671507,"Name the Land Surveyors Regulation Act and provide for a code of practice"
LB139A,727213,"Appropriation Bill"
LB139,671486,"Change and eliminate provisions relating to the Real Property Appraiser Act"
LB140,671535,"Provide for primary elections for partisan county offices without party affiliation in counties with less than 10,000 population"
LB141,671428,"Change provisions relating to the Public Entities Mandated Project Charges Act"
LB142,671569,"Create the Aquatic Invasive Species Program and provide funding"
LB142A,707549,"Appropriation Bill"
LB143,671518,"Provide training cost reimbursement relating to underground storage tanks"
LB144,671527,"Reduce levy authority of community colleges and increase state aid to community colleges"
LB145,671566,"Change provisions governing active executive officers of banks and provide the Department of Banking and Finance with certain powers"
LB146,671439,"Provide for disposition of unclaimed cremated remains in a veteran cemetery"
LB147,671435,"Change provisions relating to asset limitations for public assistance"
LB148,671501,"Provide for medical assistance program coverage for certain youth formerly in foster care"
LB149,671511,"Change provisions relating to election procedures for sanitary and improvement districts"
LB150,671463,"Redefine terms under the Local Option Municipal Economic Development Act"
LB151,671493,"Provide for a person designated to accept city or village notices in cases of mortgaged property or trust deed default"
LB152,671552,"Authorize cities and villages to borrow from state-chartered or federally chartered financial institutions as prescribed"
LB153,671591,"Exempt college textbooks from sales and use taxes"
LB154,671928,"Appropriate funds to the Board of Regents of the University of Nebraska"
LB155,671456,"Change provisions relating to capital stock requirements, clearing and settlement of checks, and cost of disclosure of confidential records"
LB156,671522,"Change the amount of credits allowed and reporting requirements under the Angel Investment Tax Credit Act"
LB157,673035,"Change operative date provisions relating to the Nebraska Model Business Corporation Act"
LB158,672867,"Deny compensation under the Nebraska Workers' Compensation Act in situations of false representation"
LB159,672823,"Define and redefine terms under the Public Accountancy Act and provide for peer review"
LB160,672975,"Allow financial institutions to operate gift enterprises"
LB161,673094,"Adopt the Pairing Equity to Enterprises Act and provide for a transfer from the Cash Reserve Fund"
LB162,672956,"Change provisions relating to sales of real property for nonpayment of taxes"
LB163,672850,"Create an emergency management registry allowing for public-provided data"
LB164,672806,"Provide a biennial budgeting option for natural resources districts"
LB165,672793,"Change income tax provisions relating to Social Security benefits"
LB166,673019,"Change filing and enforcement provisions of the Nebraska Political Accountability and Disclosure Act"
LB167,672836,"Provide duties for the Office of Violence Prevention and change funding provisions"
LB168,673064,"Authorize expansion of existing business improvement districts"
LB169,673123,"Change provisions governing the Cash Reserve Fund"
LB170,672780,"Change distribution of the Sports Arena Facility Support Fund"
LB171,673077,"Update references to the Internal Revenue Code"
LB172,672989,"Eliminate certain mandatory minimum penalties"
LB173,672897,"Eliminate certain mandatory minimum penalties and change habitual criminal provisions"
LB173A,778225,"Appropriation Bill"
LB174,673050,"Redefine nonpoint source control systems under the Wastewater Treatment Facilities Construction Assistance Act"
LB175,673006,"Adopt the Livestock Growth Act and Community Gardens Act and change provisions of the Nebraska Advantage Rural Development Act and the Nebraska Seed Law"
LB176,673106,"Change the Competitive Livestock Markets Act and provisions relating to contract swine operations"
LB177,672882,"Change provisions relating to membership on boards of public power districts"
LB178,673399,"Change valuation of agricultural land and horticultural land"
LB179,673135,"Change renewal requirements for apprentice electricians and provide for continuing education for apprentice electricians"
LB180,672943,"Redefine terms relating to title insurance business"
LB181,672913,"Change rotating and flashing light provisions for motor vehicles"
LB182,673292,"Create the School Funding and Educational Outcomes Review Committee"
LB183,673211,"Change provisions relating to the Grain Dealer Act"
LB184,673237,"Change prohibited locations to carry a concealed handgun"
LB185,673698,"Appropriate funds to implement the Master Teacher Program Act"
LB186,673644,"Adopt the Property Tax Circuit Breaker Act"
LB187,673371,"Require the Department of Health and Human Services and health care facilities to provide information regarding abortion"
LB188,673752,"Change provisions relating to innocent third parties injured during a vehicular pursuit"
LB189,673451,"Change provisions and penalties relating to marijuana and alphabetize definitions"
LB190,673726,"Change concealed handgun permit application provisions"
LB191,673476,"Exempt food sold by veterans service organizations from sales and use taxes"
LB192,673618,"Require a train crew of at least two individuals"
LB193,674959,"Prohibit the collection of interchange fees on specified taxes and provide penalties"
LB194,674703,"Create the Supreme Court Attorney Services Cash Fund"
LB195,674625,"Change provisions relating to summons and orders of garnishment on financial institutions"
LB196A,778920,"Appropriation Bill"
LB196,674735,"Change provisions of the Rural Health Systems and Professional Incentive Act"
LB197,674769,"Provide additional powers to certain sanitary and improvement districts"
LB198,674897,"Authorize licenses for limited line pre-need funeral insurance"
LB199,674694,"Provide for stipends for social work students"
LB199A,764593,"Appropriation Bill"
LB200,674651,"Change the distribution of sales and use tax revenue and provide duties for the Department of Revenue"
LB200A,778933,"Appropriation Bill"
LB201,674907,"Change provisions relating to uranium severance taxes"
LB202,674744,"Provide for partisan ballots for unaffiliated voters at primary elections"
LB203,674833,"Change provisions relating to a game refuge"
LB204,674917,"Provide a tax credit for certain beer manufacturers"
LB205,674845,"Provide requirements for certain towers"
LB206,674992,"Change the Erosion and Sediment Control Act"
LB207,674714,"Change provisions relating to civil penalties under the Nebraska Chemigation Act"
LB208,674981,"Provide an exemption to water storage reservoir permit requirements as prescribed"
LB209,674779,"Adopt the Political Subdivisions Mandatory Mediation Act"
LB210,674661,"Change provisions relating to housing agencies and taxation of mixed-use developments"
LB211,674811,"Authorize chiropractors to provide school entrance physical examinations and visual evaluations"
LB212,674929,"Prohibit use of restraints in juvenile courts as prescribed"
LB213,674788,"Provide for withholding of insurance proceeds for demolition purposes"
LB214,674759,"Provide for electronic signatures on initiative and referendum petitions"
LB215,674632,"Change provisions relating to theft"
LB216,675001,"Correct provisions relating to the streamlined sales and use tax agreement"
LB217,674972,"Revise statute relating to premium taxes"
LB218,674725,"Correct references to a federal act in income tax provisions"
LB219,674822,"Change and eliminate child custody provisions and adopt the Uniform Deployed Parents Custody and Visitation Act"
LB220A,706872,"Appropriation Bill"
LB220,674641,"Provide for Nebraska 150 Sesquicentennial license plates and distribute fees"
LB221,674863,"Change provisions relating to forcible entry and detainer, the Uniform Residential Landlord and Tenant Act, and disposition of a tenant's personal property upon death"
LB222,674872,"Create the Fallen Heroes Memorial Commission and provide duties"
LB223,674939,"Change provisions of the Insured Homeowners Protection Act relating to contractor duties and prohibited acts and provide for a required notice"
LB224,674684,"Provide and change restrictions relating to electioneering"
LB225,674800,"Change provisions relating to unlawful possession of a firearm at a school"
LB226,674949,"Authorize crowdfunding as prescribed and exempt crowdfunding under the Securities Act of Nebraska"
LB227,674887,"Change provisions relating to educational bridge programs"
LB227A,767843,"Appropriation Bill"
LB228,674853,"Change corporate income tax rates"
LB229,674674,"Appropriate funds to the Supreme Court for court appointed special advocate state aid"
LB230,675871,"Change provisions relating to partition actions"
LB231,675509,"Provide for regulation and operation of autocycles"
LB232,675146,"Adopt the College Choice Grant Program Act"
LB233,675752,"Appropriate funds to the Department of Health and Human Services"
LB234,675390,"Change provisions relating to filing requirements of insurance companies"
LB235,675268,"Adopt the Consumer Protection in Eye Care Act"
LB236,678619,"Change and eliminate provisions relating to collection of judgments and public retirement plans"
LB237,678316,"Appropriate funds for correctional facilities"
LB238,678638,"Change provisions relating to tax-increment financing under the Community Development Law"
LB239,678829,"Provide for a Coordinator for Educator Effectiveness and educator evaluation"
LB240,678297,"Change the termination date of the Behavioral Health Screening and Referral Pilot Program"
LB241,678372,"Change provisions relating to conveyances of cemetery lots"
LB242,678969,"Change provisions of the Dry Bean Resources Act"
LB242A,760647,"Appropriation Bill"
LB243,678282,"Create a pilot project relating to family finding services and change the Young Adult Bridge to Independence Act"
LB243A,765140,"Appropriation Bill"
LB244,678752,"Change provisions relating to motions for new trial based upon discovery of new evidence"
LB245,678563,"Change provisions relating to motions for new trial and DNA testing of biological material"
LB246,678415,"Redefine a term under the Nebraska Advantage Microenterprise Tax Credit Act"
LB247,678452,"Change an interest rate provision in the Uniform Partnership Act of 1998"
LB248,678899,"Prohibit use of interactive wireless devices by school bus drivers as prescribed"
LB249,678952,"Exempt horses from sales and use taxes"
LB250,678919,"Eliminate time restrictions on keno"
LB251,678811,"Adopt the Veterans Subsidized Training and Employment Act"
LB252,678717,"Change provisions relating to registration by coordination and federal covered securities under the Securities Act of Nebraska"
LB253,678471,"Change acknowledgment requirements relating to homesteads"
LB254,678771,"Adopt the Uniform Unsworn Foreign Declarations Act"
LB255,678736,"Provide income tax credits for apprenticeships"
LB256,678581,"Change the sales tax rate and the distribution of sales tax revenue"
LB257,678491,"Require insurers to provide descriptions relating to telehealth and telemonitoring"
LB258,678935,"Adopt the Interstate Medical Licensure Compact"
LB259A,776726,"Appropriation Bill"
LB259,678881,"Adopt the Personal Property Tax Relief Act and provide and change tax exemptions and taxation of personal property"
LB260,678353,"Authorize the Property Tax Administrator to correct certain errors"
LB261,678435,"Change revenue and taxation provisions"
LB262,678394,"Eliminate refund provisions under the Dairy Industry Development Act"
LB263,678531,"Appropriate funds to the Nebraska State Historical Society"
LB264,678865,"Provide for issuance of credentials under the Uniform Credentialing Act based on military education, training, or experience"
LB265,678848,"Change provisions relating to juveniles and child welfare"
LB265A,768213,"Appropriation Bill"
LB266,678986,"Change provisions relating to jurisdiction for municipalities to enforce ordinances"
LB267,678678,"Change the income tax exemption for military retirement income"
LB268,678333,"Eliminate the death penalty and change and eliminate provisions relating to sentencing"
LB269,678547,"Change a requirement regarding the preparation and distribution of a roster of registered abstracters"
LB270,678791,"Create and eliminate funds administered by the Department of Labor"
LB271,678695,"Change and eliminate provisions of the Employment Security Law"
LB272,678601,"Create a voluntary veterans preference in private employment"
LB273,678511,"Authorize voters to decide partisan status of county offices"
LB274,678659,"Appropriate funds to the State Department of Education for mentor teacher programs"
LB275,679143,"Change penalties for operating a motor vehicle during a revocation period"
LB276,679087,"Exempt certified independent contractors from the Nebraska Workers' Compensation Act"
LB277,679370,"Change tax deed lien priority"
LB278,679200,"Exempt motor vehicle washing and waxing services from sales and use tax"
LB279,679257,"Change provisions and fees relating to business entity reinstatement"
LB280,679313,"Authorize a school-funding surtax and reduce the levy authority of school districts and learning communities"
LB281,681014,"Adopt the Child Support for College Savings Act"
LB282,681058,"Change provisions relating to closed sessions for public bodies"
LB283,681114,"Change provisions relating to emergency expenditures by school districts and educational service units for emergency management purposes as prescribed"
LB284,681302,"Redefine terms under the Sports Arena Facility Financing Assistance Act"
LB285,681026,"Change a reporting requirement regarding and provide for distribution of the Civic and Community Center Financing Fund"
LB286,681037,"Revise powers of state-chartered banks, building and loan associations, and credit unions"
LB287,681136,"Change provisions relating to licensure of interpreters for the deaf and hard of hearing"
LB288,681261,"Prohibit public employers from making certain deductions from wages"
LB289,681002,"Prohibit certain regulation of firearms, ammunition, and firearm accessories by cities and villages as prescribed"
LB290,680801,"Eliminate certain notification requirements under the Sex Offender Registration Act and eliminate the offense of unlawful use of the Internet by a prohibited sex offender"
LB291,681203,"Remove professional wrestling from the jurisdiction of the State Athletic Commissioner"
LB292,680889,"Change and eliminate provisions relating to the central registry of child protection cases and sex offender registration"
LB292A,762363,"Appropriation Bill"
LB293,681050,"Change valuation of agricultural land and horticultural land"
LB294,681281,"Adopt the Human Trafficking Victims Civil Remedy Act, change provisions relating to service of process, evidence of sexual assault, search warrants, temporary custody of juveniles, and foster care reports, change penalties for human trafficking and crimes relating to morals, and provide for forfeiture of assets"
LB295,680980,"Require notice and a comment period regarding zoning ordinances affecting certain extraterritorial zoning jurisdictions"
LB296,681294,"Require the Department of Health and Human Services to provide notification after removal of a child"
LB297,681068,"Change the salaries of Supreme Court judges"
LB298,680793,"Change provisions relating to credit for reinsurance"
LB299,681080,"Change provisions relating to admission of evidence of alibi"
LB300,680860,"Change provisions relating to enforcement of ordinances by sanitary and improvement districts"
LB301,680968,"Change provisions relating to distribution of court opinions"
LB302,681248,"Create the offense of rehoming a child"
LB303,680947,"Authorize schools to adopt a child sexual abuse policy"
LB304,680834,"Adopt the Municipal Custodianship for Dissolved Homeowners Associations Act"
LB305,680848,"Allow veterans aid fund to be used for transportation costs for veterans"
LB306,680901,"Change the Conveyance Safety Act"
LB307,680780,"Change provisions relating to stalking and domestic abuse"
LB308,680823,"Provide for preregistration to vote"
LB309,680913,"Appropriate additional funds to the Property Tax Credit Cash Fund"
LB310,681106,"Change provisions relating to the Niobrara Council"
LB311,681128,"Change provisions relating to the Motor Vehicle Operator's License Act and CLP-learner's permit issuance and applications for commercial drivers' licenses"
LB312,681211,"Change provisions relating to the letting of highway construction contracts"
LB313,681272,"Update certain references to federal regulations regarding motor vehicles and motor carriers"
LB314,680812,"State matters subject to county court jurisdiction"
LB315A,779012,"Appropriation Bill"
LB315,681182,"Change provisions relating to medicaid recovery audit contractors"
LB316,681322,"Prohibit joining certain interstate compacts and the sharing of red light camera and speed camera information with other compact members as prescribed"
LB317,680936,"Repeal the Midwest Interstate Passenger Rail Compact"
LB318,681194,"State intent to fund planning and development regions"
LB319,681315,"Change provisions relating to elections conducted by mail"
LB320,681158,"Adopt the Aging and Disability Resource Center Demonstration Project Act and require a state plan regarding persons with Alzheimer's or related disorders"
LB320A,760794,"Appropriation Bill"
LB321,680986,"Adopt the Nebraska Industrial New Job-training Act and authorize certain payments and taxes"
LB322,681146,"Increase child and dependent care tax credits"
LB323,680958,"Create the School Financing Review Commission"
LB324,681222,"Provide additional powers for sanitary and improvement districts and require acknowledgments from purchasers of real estate within sanitary and improvement districts"
LB325,681096,"Change levy provisions for rural and suburban fire protection districts"
LB326,681168,"Change provisions relating to marijuana, amphetamine, and methamphetamine"
LB327,680926,"Change provisions relating to garnishment"
LB328,680880,"Change provisions of the Private Onsite Wastewater Treatment System Contractors Certification and System Registration Act"
LB329,681234,"Adopt the Nebraska Agritourism Promotion Act"
LB330,680772,"Change provisions relating to alcoholic liquor"
LB330A,774012,"Appropriation Bill"
LB331,681328,"Adopt the Bioscience Impact Opportunity Act"
LB332,680871,"Appropriate funds for the statewide prescription drug disposal project"
LB333,682000,"Adopt the Health Care Services Transformation Act"
LB334,682274,"Repeal the Nebraska Workforce Investment Act"
LB335,681599,"Create and provide duties for the Intergenerational Poverty Task Force"
LB336,681622,"Change provisions relating to the Nebraska Condominium Act"
LB337,681577,"Rename and change the Low-Income Home Energy Conservation Act"
LB338,681388,"Provide a docket fee for paternity determinations and parental support proceedings"
LB339,682023,"Change provisions relating to payment of costs for proceedings before the Nebraska Liquor Control Commission"
LB340,681977,"Provide signage requirements and duties for the Nebraska State Patrol under the Concealed Handgun Permit Act"
LB341,681836,"Provide requirements relating to health benefit plan coverage for insureds in jail custody"
LB342,682232,"Permit insurers to contract for pharmacist professional services"
LB343,682094,"Provide funding for schools offering certain programs and courses as prescribed"
LB344,682047,"Provide natural resources districts with the power to issue general obligation bonds"
LB345,681645,"Adopt the Property Tax Relief Act"
LB346,681952,"Require a medicaid state plan amendment to cover children's day health services"
LB347,681740,"Expand the jurisdiction of the Inspector General to include juvenile justice services and allow access to certain records and information"
LB347A,765711,"Appropriation Bill"
LB348,681694,"Change provisions relating to automatic teller machines and point-of-sale terminals"
LB349,681366,"Change provisions relating to acquisitions of real property"
LB350,682115,"Change valuation of agricultural land and horticultural land"
LB351,682162,"Change state aid provisions relating to allocated income tax funds"
LB352,682207,"Change provisions relating to the issuance of a mortgage banker license and duties of licensees"
LB353,681436,"Change credentialing provisions for nursing home administrators"
LB354,681718,"Change provisions relating to crime victims and witnesses"
LB355,681482,"Change provisions relating to certain education funding as prescribed"
LB356,681785,"Change provisions relating to the assessment of certain rent-restricted housing projects"
LB357,681860,"Change income tax rates and transfer funds from the Cash Reserve Fund"
LB358,681762,"Change paternity provisions for a child conceived as a result of sexual assault"
LB359,681527,"Change a fee collected from dog licensees"
LB360A,775340,"Appropriation Bill"
LB360,681929,"Change procedures for disposition of seized animals, change license fees relating to dogs and cats, and change provisions of the Commercial Dog and Cat Operator Inspection Act"
LB361,681414,"Clarify that certain assessments levied as prescribed are levied and collected as special assessments"
LB362,681459,"Change eminent domain provisions relating to school sites"
LB363,681553,"Provide time limits and penalties for late medical payments under the Nebraska Workers' Compensation Act"
LB364,682254,"Provide for transfers to the Property Tax Credit Cash Fund and appropriations"
LB365,681883,"Allow school districts and educational service units to keep electronic records"
LB366,681506,"Change the personal needs allowance under the Medical Assistance Act"
LB366A,734865,"Appropriation Bill"
LB367,681815,"Eliminate a restriction on paying petition circulators based on number of signatures"
LB368,682185,"Prohibit certain activities interfering with petition circulators"
LB369,682068,"Change provisions relating to impaired credential holders under the Uniform Credentialing Act"
LB370,682139,"Provide for an amendment to the medicaid state plan relating to dyslexia treatment"
LB371A,843969,"Appropriation Bill"
LB371,681670,"Create and provide duties for the Nebraska Council for Educational Success"
LB372,682867,"Adopt the First-time Home Buyer Savings Plan Act and provide income tax adjustments"
LB373,682469,"Change provisions regarding school bus safety"
LB374,682602,"Direct transfers from the State Recreation Road Fund"
LB375,682735,"Change provisions relating to broker's price opinions and comparative market analysis"
LB376,683596,"Provide that public charitable corporations are subject to the Deferred Building Renewal Act"
LB377,683571,"Change provisions and procedures relating to the disposition, care, custody, and costs associated with the impoundment of dogs or cats"
LB378,683556,"Change requirements for voter approval of borrowing money for public improvements by a first-class city"
LB379,683569,"Adopt the Expanded Learning Opportunity Grant Program Act"
LB380,683563,"Create and provide duties for the Higher Education Affordability Commission"
LB381,683595,"State intent relating to appropriations for housing services"
LB382A,759300,"Appropriation Bill"
LB382,683599,"Change provisions of the Diploma of High School Equivalency Assistance Act and state intent relating to certain transfers"
LB383,683546,"Permit registered voters moving within Nebraska without re-registering to vote provisionally"
LB384,683562,"Provide for reclassification of agricultural land and horticultural land"
LB385,683547,"Change provisions relating to forcible entry and detainer and the Uniform Residential Landlord and Tenant Act"
LB386,683550,"Change a sales tax exemption for agricultural machinery and equipment"
LB387,683587,"Transfer funds from the Cash Reserve Fund to the Property Tax Credit Cash Fund"
LB388,683572,"Provide annual adjustments for total disability income benefits under the Nebraska Workers' Compensation Act"
LB389,683559,"Change license and inspection fees under the Commercial Dog and Cat Operator Inspection Act"
