bill_id,sponsor_id
436092,5939
436092,5944
436092,15358
436093,5944
436094,5944
436095,5944
436096,5858
436096,5977
436097,5944
436097,6032
436098,5944
436099,5944
436100,5850
436100,5857
436100,5858
436100,5862
436100,5913
436100,5939
436100,5962
436100,5977
436100,5989
436100,6022
436100,11338
436100,11599
436100,14568
436101,5855
436101,5858
436101,5862
436101,5977
436101,14569
436102,5858
436102,5996
436102,6032
436102,14785
436103,5949
436104,5949
436104,6025
436105,5851
436105,5899
436105,5949
436105,5997
436106,5949
436106,6004
436107,5949
436108,5949
436109,5949
436109,5964
436110,5949
436111,5850
436111,5949
436112,5949
436113,5949
436114,5949
436115,5857
436115,5870
436115,5895
436115,5929
436115,5935
436115,5989
436115,11010
436115,14784
436115,14785
436115,15076
436115,15355
436116,5870
436116,5895
436116,5929
436116,5935
436116,5954
436116,5977
436116,5991
436116,11010
436116,11338
436116,11340
436116,11356
436116,14039
436116,14238
436116,14568
436116,14784
436116,15076
436117,5857
436117,5895
436117,5921
436117,5925
436117,5929
436117,5935
436117,5961
436117,5995
436117,11011
436117,11014
436117,11017
436117,11019
436117,11342
436117,11345
436117,11356
436117,15076
436117,15409
436118,5870
436118,5895
436118,5903
436118,5909
436118,5961
436118,5972
436118,5977
436118,5989
436118,11010
436118,11019
436118,11338
436118,11345
436118,11356
436118,14047
436118,14237
436118,14784
436118,15076
436118,15351
436118,15355
436119,5895
436119,5903
436119,5933
436119,5961
436119,5966
436119,5972
436119,5977
436119,5989
436119,6021
436119,11010
436119,11019
436119,11338
436119,11341
436119,11345
436119,11356
436119,14047
436119,15077
436119,15355
436120,5870
436120,5895
436120,5977
436120,11356
436120,15076
436120,15355
436120,15409
436121,5895
436122,5895
436122,5962
436122,11356
436122,15355
436123,5895
436123,6002
436124,5861
436125,5861
436126,5861
436127,5861
436128,5861
436129,5861
436129,5863
436129,11598
436130,5861
436130,11599
436131,5903
436132,5903
436133,5903
436133,6029
436134,5850
436134,5862
436134,5863
436134,5870
436134,5874
436134,5908
436134,5920
436134,5930
436134,5939
436134,5949
436134,5954
436134,5956
436134,5963
436134,5977
436134,5989
436134,5991
436134,6000
436134,6002
436134,6022
436134,6032
436134,11013
436134,11016
436134,11339
436134,11340
436134,11598
436134,14043
436134,14237
436134,14786
436134,15076
436134,15354
436134,15358
436134,15425
436135,5874
436135,6022
436136,5903
436137,5850
436137,5903
436137,5939
436137,5945
436137,11599
436138,5903
436138,5939
436138,5945
436139,5939
436140,5939
436141,5893
436141,5954
436141,5989
436141,6000
436141,11018
436141,14041
436141,14044
436141,14047
436141,14569
436141,14783
436141,15076
436141,15355
436142,5855
436142,5863
436142,5893
436142,5908
436143,5857
436143,5870
436143,5893
436143,5899
436143,5908
436143,5913
436143,5920
436143,5929
436143,5930
436143,5939
436143,5954
436143,5956
436143,14569
436144,5893
436144,5909
436144,5913
436144,5929
436144,11345
436145,5893
436146,5893
436146,5930
436147,5855
436147,5893
436148,5903
436149,5848
436149,5849
436149,5850
436149,5852
436149,5855
436149,5857
436149,5858
436149,5862
436149,5863
436149,5869
436149,5870
436149,5875
436149,5878
436149,5880
436149,5884
436149,5886
436149,5888
436149,5891
436149,5893
436149,5895
436149,5899
436149,5900
436149,5903
436149,5908
436149,5909
436149,5913
436149,5914
436149,5920
436149,5921
436149,5925
436149,5927
436149,5929
436149,5930
436149,5931
436149,5932
436149,5933
436149,5934
436149,5935
436149,5938
436149,5939
436149,5943
436149,5945
436149,5947
436149,5949
436149,5952
436149,5954
436149,5955
436149,5957
436149,5959
436149,5961
436149,5962
436149,5963
436149,5964
436149,5966
436149,5967
436149,5971
436149,5972
436149,5975
436149,5976
436149,5977
436149,5979
436149,5981
436149,5983
436149,5989
436149,5991
436149,5992
436149,5995
436149,6000
436149,6008
436149,6018
436149,11010
436149,11011
436149,11012
436149,11013
436149,11014
436149,11015
436149,11016
436149,11017
436149,11018
436149,11019
436149,11338
436149,11339
436149,11340
436149,11341
436149,11342
436149,11343
436149,11345
436149,11346
436149,11349
436149,11352
436149,11355
436149,11356
436149,11597
436149,11598
436149,11599
436149,11600
436149,14041
436149,14042
436149,14043
436149,14044
436149,14045
436149,14046
436149,14047
436149,14236
436149,14237
436149,14238
436149,14568
436149,14569
436149,14783
436149,14784
436149,14785
436149,14786
436149,15076
436149,15300
436149,15351
436149,15353
436149,15355
436149,15356
436149,15357
436149,15358
436149,15408
436149,15409
436149,15425
436149,15426
436149,15628
436149,15629
436149,15686
436150,5879
436150,5893
436150,5895
436150,5909
436150,5921
436150,5966
436150,5972
436150,11011
436150,11017
436150,11345
436150,14237
436150,15353
436150,15356
436151,5857
436151,5862
436151,5878
436151,5884
436151,5888
436151,5893
436151,5895
436151,5903
436151,5914
436151,5921
436151,5929
436151,5932
436151,5933
436151,5934
436151,5935
436151,5955
436151,5959
436151,5971
436151,5987
436151,5989
436151,11011
436151,11013
436151,11017
436151,11018
436151,11019
436151,11339
436151,11340
436151,11341
436151,11342
436151,11343
436151,11345
436151,11346
436151,11356
436151,14041
436151,14044
436151,14045
436151,14047
436151,14569
436151,14783
436151,14784
436151,14785
436151,15076
436151,15300
436151,15353
436151,15355
436151,15356
436151,15357
436151,15408
436151,15409
436151,15426
436152,5903
436152,5954
436152,5967
436153,5877
436153,5903
436153,5920
436153,5947
436153,11349
436153,14236
436154,5904
436154,5947
436154,5995
436154,14568
436155,5947
436156,5855
436156,5857
436156,5863
436156,5880
436156,15351
436157,5863
436157,5870
436157,5929
436157,5935
436157,5962
436157,5977
436157,5987
436157,6017
436157,11010
436157,11019
436157,11338
436157,11343
436157,14238
436157,14785
436157,15076
436157,15353
436157,15355
436158,5862
436158,5863
436158,5929
436158,5935
436158,5987
436158,11010
436158,11019
436158,11343
436158,14238
436158,14785
436158,15076
436158,15355
436159,5857
436159,5863
436159,5921
436159,5929
