Row,id10751,id10752,id12023,id12026,id15780,id15782,id16812,id16813,id16815,id16816,id16817,id16818,id16819,id16820,id16823,id6199,id6205,id6212,id6214,id6215,id6217,id6220,id6222,id6234,id6240,id6242
id10751,1,0.409090909090909,0.454545454545455,0.555555555555556,0.428571428571429,0.409090909090909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.428571428571429,0.545454545454545,0.636363636363636,0.45,0.5,0.545454545454545,0.545454545454545,0.666666666666667,0.619047619047619,0.272727272727273,0.590909090909091
id10752,0.409090909090909,1,0.652173913043478,0.607142857142857,0.720524017467249,0.699604743083004,0.701357466063348,0.672897196261682,0.686635944700461,0.720379146919431,0.68348623853211,0.688372093023256,0.691943127962085,0.683962264150943,0.692307692307692,0.738197424892704,0.596837944664032,0.699604743083004,0.708520179372197,0.799126637554585,0.693227091633466,0.75,0.72,0.644897959183673,0.66530612244898,0.649789029535865
id12023,0.454545454545455,0.652173913043478,1,0.535714285714286,0.683333333333333,0.537878787878788,0.525862068965517,0.542222222222222,0.535087719298246,0.653153153153153,0.615720524017467,0.641592920353982,0.558558558558559,0.542600896860987,0.530172413793103,0.536885245901639,0.583333333333333,0.564393939393939,0.521367521367521,0.5875,0.557251908396947,0.597609561752988,0.68,0.67578125,0.57421875,0.625
id12026,0.555555555555556,0.607142857142857,0.535714285714286,1,0.62962962962963,0.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.703703703703704,0.571428571428571,0.678571428571429,0.8125,0.785714285714286,0.678571428571429,0.714285714285714,0.476190476190476,0.607142857142857,0.678571428571429,0.714285714285714
id15780,0.428571428571429,0.720524017467249,0.683333333333333,0.62962962962963,1,0.579166666666667,0.564593301435407,0.584158415841584,0.590243902439024,0.685,0.63768115942029,0.679611650485437,0.595,0.544554455445545,0.617224880382775,0.62719298245614,0.65,0.658333333333333,0.547619047619048,0.709401709401709,0.626050420168067,0.657894736842105,0.708333333333333,0.668103448275862,0.642241379310345,0.676855895196507
id15782,0.409090909090909,0.699604743083004,0.537878787878788,0.75,0.579166666666667,1,0.831896551724138,0.724444444444444,0.807017543859649,0.563063063063063,0.663755458515284,0.70353982300885,0.743243243243243,0.780269058295964,0.758620689655172,0.795081967213115,0.492424242424242,0.693181818181818,0.871794871794872,0.741666666666667,0.717557251908397,0.800796812749004,0.64,0.546875,0.625,0.596774193548387
id16812,NaN,0.701357466063348,0.525862068965517,NaN,0.564593301435407,0.831896551724138,1,0.706666666666667,0.828947368421053,0.617117117117117,0.737991266375546,0.747787610619469,0.833333333333333,0.775784753363229,0.754310344827586,0.765258215962441,0.452586206896552,0.620689655172414,0.873831775700935,0.706730769230769,0.708695652173913,0.762557077625571,NaN,0.537777777777778,0.616071428571429,0.574074074074074
id16813,NaN,0.672897196261682,0.542222222222222,NaN,0.584158415841584,0.724444444444444,0.706666666666667,1,0.710407239819005,0.697674418604651,0.689189189189189,0.703196347031963,0.720930232558139,0.685185185185185,0.8,0.699029126213592,0.573333333333333,0.666666666666667,0.701923076923077,0.716417910447761,0.748878923766816,0.707547169811321,NaN,0.646788990825688,0.589861751152074,0.679425837320574
id16815,NaN,0.686635944700461,0.535087719298246,NaN,0.590243902439024,0.807017543859649,0.828947368421053,0.710407239819005,1,0.651376146788991,0.696035242290749,0.738738738738739,0.822727272727273,0.757990867579909,0.763157894736842,0.786729857819905,0.513157894736842,0.653508771929825,0.847619047619048,0.730392156862745,0.730088495575221,0.744186046511628,NaN,0.615384615384615,0.621621621621622,0.58411214953271
id16816,NaN,0.720379146919431,0.653153153153153,NaN,0.685,0.563063063063063,0.617117117117117,0.697674418604651,0.651376146788991,1,0.663636363636364,0.694444444444444,0.655660377358491,0.574766355140187,0.630630630630631,0.600985221674877,0.603603603603604,0.635135135135135,0.563725490196078,0.658291457286432,0.597285067873303,0.595238095238095,NaN,0.651162790697674,0.64018691588785,0.608695652173913
id16817,NaN,0.68348623853211,0.615720524017467,NaN,0.63768115942029,0.663755458515284,0.737991266375546,0.689189189189189,0.696035242290749,0.663636363636364,1,0.766816143497758,0.791855203619909,0.687782805429864,0.7117903930131,0.661904761904762,0.563318777292576,0.676855895196507,0.701421800947867,0.718446601941748,0.682819383259912,0.691244239631336,NaN,0.635135135135135,0.663677130044843,0.609302325581395
id16818,NaN,0.688372093023256,0.641592920353982,NaN,0.679611650485437,0.70353982300885,0.747787610619469,0.703196347031963,0.738738738738739,0.694444444444444,0.766816143497758,1,0.782407407407407,0.672811059907834,0.707964601769911,0.7,0.561946902654867,0.606194690265487,0.740384615384615,0.673170731707317,0.674107142857143,0.704225352112676,NaN,0.666666666666667,0.646788990825688,0.592417061611374
id16819,NaN,0.691943127962085,0.558558558558559,NaN,0.595,0.743243243243243,0.833333333333333,0.720930232558139,0.822727272727273,0.655660377358491,0.791855203619909,0.782407407407407,1,0.746478873239437,0.797297297297297,0.773399014778325,0.509009009009009,0.63963963963964,0.809756097560976,0.752525252525252,0.75,0.727272727272727,NaN,0.606481481481482,0.615740740740741,0.615384615384615
id16820,NaN,0.683962264150943,0.542600896860987,NaN,0.544554455445545,0.780269058295964,0.775784753363229,0.685185185185185,0.757990867579909,0.574766355140187,0.687782805429864,0.672811059907834,0.746478873239437,1,0.744394618834081,0.740196078431373,0.520179372197309,0.681614349775785,0.731707317073171,0.701492537313433,0.67420814479638,0.76303317535545,NaN,0.592592592592593,0.612903225806452,0.594202898550725
id16823,NaN,0.692307692307692,0.530172413793103,NaN,0.617224880382775,0.758620689655172,0.754310344827586,0.8,0.763157894736842,0.630630630630631,0.7117903930131,0.707964601769911,0.797297297297297,0.744394618834081,1,0.746478873239437,0.543103448275862,0.676724137931034,0.733644859813084,0.754807692307692,0.765217391304348,0.785388127853881,NaN,0.622222222222222,0.629464285714286,0.671296296296296
id6199,0.428571428571429,0.738197424892704,0.536885245901639,0.703703703703704,0.62719298245614,0.795081967213115,0.765258215962441,0.699029126213592,0.786729857819905,0.600985221674877,0.661904761904762,0.7,0.773399014778325,0.740196078431373,0.746478873239437,1,0.516393442622951,0.651639344262295,0.803738317757009,0.744493392070485,0.776859504132231,0.753246753246753,0.666666666666667,0.597457627118644,0.610169491525424,0.622317596566524
id6205,0.545454545454545,0.596837944664032,0.583333333333333,0.571428571428571,0.65,0.492424242424242,0.452586206896552,0.573333333333333,0.513157894736842,0.603603603603604,0.563318777292576,0.561946902654867,0.509009009009009,0.520179372197309,0.543103448275862,0.516393442622951,1,0.708333333333333,0.457264957264957,0.5875,0.591603053435115,0.541832669322709,0.72,0.6796875,0.625,0.689516129032258
id6212,0.636363636363636,0.699604743083004,0.564393939393939,0.678571428571429,0.658333333333333,0.693181818181818,0.620689655172414,0.666666666666667,0.653508771929825,0.635135135135135,0.676855895196507,0.606194690265487,0.63963963963964,0.681614349775785,0.676724137931034,0.651639344262295,0.708333333333333,1,0.606837606837607,0.720833333333333,0.706106870229008,0.681274900398406,0.72,0.6484375,0.671875,0.713709677419355
