Row,id10753,id12024,id12166,id13858,id14780,id14781,id15770,id6204,id6208,id6221,id6228,id6245,id6255,id6256,id6257,id6258,id6264,id6265,id6268,id6271,id6272,id6273,id6274,id6275,id6279,id6280,id6282,id6283,id6286
id10753,1,0.666666666666667,NaN,NaN,NaN,0.666666666666667,1,1,1,NaN,NaN,NaN,0.9375,1,0.857142857142857,NaN,NaN,0.875,1,NaN,NaN,NaN,0.555555555555556,0.5,0.5,1,0.888888888888889,1,NaN
id12024,0.666666666666667,1,0.6,0.470588235294118,0.548387096774194,NaN,NaN,NaN,0.470588235294118,NaN,0.444444444444444,0.625,NaN,0.5,0.5,0.46875,0.470588235294118,0.48780487804878,NaN,0,NaN,0.380952380952381,NaN,0.641025641025641,NaN,0.333333333333333,NaN,0.444444444444444,0.722222222222222
id12166,NaN,0.6,1,NaN,NaN,NaN,NaN,0.777777777777778,NaN,NaN,0.642857142857143,NaN,NaN,0.833333333333333,NaN,NaN,NaN,NaN,NaN,1,0.8,NaN,NaN,NaN,1,NaN,1,0.666666666666667,1
id13858,NaN,0.470588235294118,NaN,1,0.775510204081633,0.5,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,0.962962962962963,1,1,NaN,1,0.833333333333333,0.857142857142857,NaN,0.470588235294118,0,1,0.545454545454545,NaN,0.478260869565217
id14780,NaN,0.548387096774194,NaN,0.775510204081633,1,NaN,NaN,NaN,0.775510204081633,NaN,NaN,0.875,NaN,NaN,NaN,0.725,0.775510204081633,0.791666666666667,NaN,0,NaN,0.76,NaN,0.617021276595745,NaN,0.655172413793103,NaN,NaN,0.571428571428571
id14781,0.666666666666667,NaN,NaN,0.5,NaN,1,1,0.642857142857143,0.666666666666667,0.727272727272727,0.636363636363636,NaN,0.636363636363636,NaN,NaN,0.777777777777778,NaN,NaN,0.6,NaN,0.777777777777778,NaN,NaN,NaN,NaN,NaN,0.933333333333333,NaN,NaN
id15770,1,NaN,NaN,NaN,NaN,1,1,1,1,NaN,NaN,NaN,0,0.714285714285714,0.714285714285714,NaN,NaN,NaN,0.7,NaN,NaN,NaN,NaN,NaN,0.857142857142857,0,1,1,NaN
id6204,1,NaN,0.777777777777778,NaN,NaN,0.642857142857143,1,1,1,0.481481481481481,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,1,0.785714285714286,1,NaN
id6208,1,0.470588235294118,NaN,1,0.775510204081633,0.666666666666667,1,1,1,NaN,1,1,NaN,NaN,NaN,1,1,1,1,1,NaN,0.857142857142857,NaN,0.48,NaN,1,0.75,1,0.478260869565217
id6221,NaN,NaN,NaN,NaN,NaN,0.727272727272727,NaN,0.481481481481481,NaN,1,0.363636363636364,NaN,0.307692307692308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.666666666666667,0.769230769230769,0.5625,NaN
