Row,id10753,id12024,id12166,id13858,id14780,id14781,id15770,id6204,id6208,id6221,id6228,id6245,id6255,id6256,id6257,id6258,id6264,id6265,id6268,id6271,id6272,id6273,id6274,id6275,id6279,id6280,id6282,id6283,id6286
id10753,33,6,NaN,NaN,NaN,6,3,3,6,NaN,NaN,NaN,16,1,7,NaN,NaN,8,5,NaN,NaN,NaN,18,8,14,18,9,3,NaN
id12024,6,50,5,34,31,NaN,NaN,NaN,34,NaN,9,8,NaN,10,6,32,34,41,NaN,2,NaN,21,NaN,39,NaN,15,NaN,9,18
id12166,NaN,5,17,NaN,NaN,NaN,NaN,9,NaN,NaN,14,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,1,10,NaN,NaN,NaN,1,NaN,9,6,1
id13858,NaN,34,NaN,64,49,8,NaN,NaN,52,NaN,NaN,9,NaN,NaN,NaN,54,52,51,NaN,2,12,28,NaN,51,1,32,11,NaN,23
id14780,NaN,31,NaN,49,49,NaN,NaN,NaN,49,NaN,NaN,8,NaN,NaN,NaN,40,49,48,NaN,2,NaN,25,NaN,47,NaN,29,NaN,NaN,21
id14781,6,NaN,NaN,8,NaN,26,3,14,6,11,11,NaN,11,NaN,NaN,9,NaN,NaN,5,NaN,9,NaN,NaN,NaN,NaN,NaN,15,NaN,NaN
id15770,3,NaN,NaN,NaN,NaN,3,12,1,4,NaN,NaN,NaN,1,7,7,NaN,NaN,NaN,10,NaN,NaN,NaN,NaN,NaN,7,1,3,1,NaN
id6204,3,NaN,9,NaN,NaN,14,1,43,3,27,19,NaN,13,NaN,NaN,NaN,NaN,NaN,3,1,10,NaN,NaN,NaN,NaN,15,28,19,NaN
id6208,6,34,NaN,52,49,6,4,3,62,NaN,2,8,NaN,NaN,NaN,43,52,51,5,2,NaN,28,NaN,50,NaN,32,8,3,23
id6221,NaN,NaN,NaN,NaN,NaN,11,NaN,27,NaN,28,11,NaN,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,13,16,NaN
id6228,NaN,9,14,NaN,NaN,11,NaN,19,2,11,32,NaN,11,10,NaN,NaN,NaN,NaN,NaN,1,8,NaN,NaN,NaN,NaN,NaN,9,12,1
id6245,NaN,8,NaN,9,8,NaN,NaN,NaN,8,NaN,NaN,9,NaN,NaN,NaN,8,8,8,NaN,NaN,1,NaN,NaN,9,1,NaN,NaN,NaN,5
id6255,16,NaN,NaN,NaN,NaN,11,1,13,NaN,13,11,NaN,36,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,21,NaN,20,20,1,2,NaN
id6256,1,10,6,NaN,NaN,NaN,7,NaN,NaN,NaN,10,NaN,NaN,18,7,NaN,NaN,1,7,NaN,NaN,NaN,NaN,1,7,NaN,NaN,10,1
id6257,7,6,NaN,NaN,NaN,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN,7,15,NaN,NaN,8,7,NaN,NaN,NaN,NaN,8,7,NaN,NaN,NaN,NaN
id6258,NaN,32,NaN,54,40,9,NaN,NaN,43,NaN,NaN,8,NaN,NaN,NaN,56,43,42,NaN,2,13,26,NaN,41,NaN,25,12,1,22
id6264,NaN,34,NaN,52,49,NaN,NaN,NaN,52,NaN,NaN,8,NaN,NaN,NaN,43,55,51,NaN,5,NaN,31,3,50,NaN,35,NaN,NaN,23
id6265,8,41,NaN,51,48,NaN,NaN,NaN,51,NaN,NaN,8,NaN,1,8,42,51,60,NaN,2,NaN,27,NaN,58,NaN,31,NaN,NaN,23
id6268,5,NaN,NaN,NaN,NaN,5,10,3,5,NaN,NaN,NaN,1,7,7,NaN,NaN,NaN,13,NaN,NaN,NaN,NaN,NaN,7,1,5,NaN,NaN
id6271,NaN,2,1,2,2,NaN,NaN,1,2,NaN,1,NaN,NaN,NaN,NaN,2,5,2,NaN,8,3,3,3,2,2,5,NaN,NaN,1
id6272,NaN,NaN,10,12,NaN,9,NaN,10,NaN,NaN,8,1,NaN,NaN,NaN,13,NaN,NaN,NaN,3,26,NaN,NaN,1,3,NaN,21,1,NaN
id6273,NaN,21,NaN,28,25,NaN,NaN,NaN,28,NaN,NaN,NaN,NaN,NaN,NaN,26,31,27,NaN,3,NaN,31,3,27,NaN,21,NaN,NaN,12
id6274,18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21,NaN,NaN,NaN,3,NaN,NaN,3,NaN,3,30,NaN,19,27,6,6,NaN
id6275,8,39,NaN,51,47,NaN,NaN,NaN,50,NaN,NaN,9,NaN,1,8,41,50,58,NaN,2,1,27,NaN,60,1,30,NaN,NaN,21
id6279,14,NaN,1,1,NaN,NaN,7,NaN,NaN,NaN,NaN,1,20,7,7,NaN,NaN,NaN,7,2,3,NaN,19,1,30,17,NaN,NaN,NaN
id6280,18,15,NaN,32,29,NaN,1,15,32,12,NaN,NaN,20,NaN,NaN,25,35,31,1,5,NaN,21,27,30,17,76,19,21,12
id6282,9,NaN,9,11,NaN,15,3,28,8,13,9,NaN,1,NaN,NaN,12,NaN,NaN,5,NaN,21,NaN,6,NaN,NaN,19,51,24,NaN
id6283,3,9,6,NaN,NaN,NaN,1,19,3,16,12,NaN,2,10,NaN,1,NaN,NaN,NaN,NaN,1,NaN,6,NaN,NaN,21,24,39,1
id6286,NaN,18,1,23,21,NaN,NaN,NaN,23,NaN,1,5,NaN,1,NaN,22,23,23,NaN,1,NaN,12,NaN,21,NaN,12,NaN,1,24
