Row,id10753,id12024,id12166,id13858,id14780,id14781,id15770,id6204,id6208,id6221,id6228,id6245,id6255,id6256,id6257,id6258,id6264,id6265,id6268,id6271,id6272,id6273,id6274,id6275,id6279,id6280,id6282,id6283,id6286
id10753,253,247,218,253,247,250,251,222,253,214,247,248,252,245,229,226,248,253,253,249,253,201,247,242,225,237,253,245,252
id12024,247,274,223,274,270,271,269,242,274,234,268,266,273,263,249,246,268,274,274,270,274,217,268,262,246,258,274,266,273
id12166,218,223,232,232,226,229,227,200,232,192,226,225,232,223,207,210,228,232,232,230,232,176,227,222,212,218,232,225,231
id13858,253,274,232,283,277,280,278,251,283,243,277,275,282,272,258,255,277,283,283,278,283,226,277,271,255,267,283,275,282
id14780,247,270,226,277,277,274,272,245,277,237,271,270,276,266,252,250,271,277,277,272,277,224,271,266,250,261,277,269,276
id14781,250,271,229,280,274,280,275,248,280,240,274,272,279,269,255,255,274,280,280,275,280,226,275,270,255,264,280,272,279
id15770,251,269,227,278,272,275,278,248,278,240,272,273,277,270,255,250,272,278,278,273,278,224,272,266,250,262,278,270,277
id6204,222,242,200,251,245,248,248,251,251,243,251,243,250,240,251,224,246,251,251,246,251,195,245,239,227,235,251,246,250
id6208,253,274,232,283,277,280,278,251,283,243,277,275,282,272,258,255,277,283,283,278,283,226,277,271,255,267,283,275,282
id6221,214,234,192,243,237,240,240,243,243,243,243,235,242,232,243,216,238,243,243,238,243,190,237,231,221,227,243,238,242
id6228,247,268,226,277,271,274,272,251,277,243,277,269,276,266,258,250,272,277,277,272,277,220,271,265,250,261,277,272,276
id6245,248,266,225,275,270,272,273,243,275,235,269,275,275,267,250,249,269,275,275,270,275,223,270,264,248,259,275,268,274
id6255,252,273,232,282,276,279,277,250,282,242,276,275,282,271,257,254,276,282,282,277,282,225,276,270,254,266,282,275,281
id6256,245,263,223,272,266,269,270,240,272,232,266,267,271,272,247,244,266,272,272,267,272,218,266,260,244,256,272,264,271
id6257,229,249,207,258,252,255,255,251,258,243,258,250,257,247,258,231,253,258,258,253,258,202,252,246,234,242,258,253,257
id6258,226,246,210,255,250,255,250,224,255,216,250,249,254,244,231,255,251,255,255,253,255,219,252,248,233,239,255,248,255
id6264,248,268,228,277,271,274,272,246,277,238,272,269,276,266,253,251,277,277,277,275,277,220,271,268,249,261,277,269,276
id6265,253,274,232,283,277,280,278,251,283,243,277,275,282,272,258,255,277,283,283,278,283,226,277,271,255,267,283,275,282
id6268,253,274,232,283,277,280,278,251,283,243,277,275,282,272,258,255,277,283,283,278,283,226,277,271,255,267,283,275,282
id6271,249,270,230,278,272,275,273,246,278,238,272,270,277,267,253,253,275,278,278,278,278,221,273,269,250,262,278,270,277
id6272,253,274,232,283,277,280,278,251,283,243,277,275,282,272,258,255,277,283,283,278,283,226,277,271,255,267,283,275,282
id6273,201,217,176,226,224,226,224,195,226,190,220,223,225,218,202,219,220,226,226,221,226,226,225,217,209,211,226,219,226
id6274,247,268,227,277,271,275,272,245,277,237,271,270,276,266,252,252,271,277,277,273,277,225,277,266,250,261,277,269,276
id6275,242,262,222,271,266,270,266,239,271,231,265,264,270,260,246,248,268,271,271,269,271,217,266,271,246,255,271,263,270
id6279,225,246,212,255,250,255,250,227,255,221,250,248,254,244,234,233,249,255,255,250,255,209,250,246,255,241,255,247,255
id6280,237,258,218,267,261,264,262,235,267,227,261,259,266,256,242,239,261,267,267,262,267,211,261,255,241,267,267,260,266
id6282,253,274,232,283,277,280,278,251,283,243,277,275,282,272,258,255,277,283,283,278,283,226,277,271,255,267,283,275,282
id6283,245,266,225,275,269,272,270,246,275,238,272,268,275,264,253,248,269,275,275,270,275,219,269,263,247,260,275,275,274
id6286,252,273,231,282,276,279,277,250,282,242,276,274,281,271,257,255,276,282,282,277,282,226,276,270,255,266,282,274,282
