name,party_name,year,district,ag_count,candidate_count,comm_count,construct_count,defense_count,energy_count,finance_count,general_count,government_count,health_count,ideology_count,labor_count,law_count,non_count,partyfund_count,public_count,transportation_count,uncoded_count,unitem_count,total_count,ag,candidate,comm,construct,defense,energy,finance,general,government,health,ideology,labor,law,non,partyfund,public,transportation,uncoded,unitem,total,year_count
"ROALES, PAUL",DEMOCRATIC,2010,HOUSE DISTRICT 026,0,3,0,0,0,0,1,0,0,0,3,13,0,0,6,0,0,13,1,40,0,6328.51,0,0,0,0,5000,0,0,0,7363.42,11900,0,0,42883.29,0,0,23425,1337.09,98237.31,1
"ROBERTSON, PAUL J",DEMOCRATIC,2010,HOUSE DISTRICT 070,1,2,4,0,0,6,6,7,0,2,1,18,9,0,8,0,1,44,0,109,4000,1250,2500,0,0,1850,6400,2200,0,1050,500,65400,5350,0,423986.02,0,500,13873,0,528859.02,1
"ROBINSON, WESLEY K (WES)",REPUBLICAN,2010,HOUSE DISTRICT 097,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,5,124,0,11843.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14252.18,2669.05,28764.49,1
"RODRIGUEZ, ROSA MARIA ROSE",DEMOCRATIC,2016,HOUSE DISTRICT 002,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,4049.5,0,0,0,0,0,5068.7,0,9118.2,1
"ROGERS, EARLINE S",DEMOCRATIC,2012,SENATE DISTRICT 003,0,7,6,5,0,13,5,7,0,31,0,3,7,0,0,0,3,35,0,122,0,2232,4512,4224,0,5520,3312,7536,0,10512,0,1728,3648,0,0,0,1200,12144,0,56568,1
"ROLLER, CHRIS",DEMOCRATIC,2010,SENATE DISTRICT 041,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,2,1,9,0,350,0,0,0,0,500,0,0,0,0,5700,0,0,0,0,0,275,170,6995,1
"ROSS, CODIE",DEMOCRATIC,2010,HOUSE DISTRICT 051,0,23,0,0,0,0,2,2,0,0,0,34,2,0,26,0,7,214,43,353,0,5566.35,0,0,0,0,3600,25,0,0,0,78189,1250,0,283666.26,0,401,39869.35,480,413046.96,1
"RUCKELSHAUS, JOHN C",REPUBLICAN,2016,SENATE DISTRICT 030,2,8,3,9,0,4,16,20,3,4,4,3,12,0,13,0,1,186,1,289,1365,18427.5,3003,3139.5,0,1911,32532.5,34190.8203,3185,1092,47320,2411.5,3185,0,432411.3976,0,455,58457.49,91,643177.7079,1
"RUPPEL, WILLIAM J (BILL)",REPUBLICAN,2010,HOUSE DISTRICT 022,1,4,4,2,0,9,9,13,0,12,1,3,2,0,0,0,2,23,1,86,500,1750,1800,680,0,2500,2675,3450,0,3850,250,1000,1250,0,0,0,500,9180,500,29885,1
"RUSS, DAVID",DEMOCRATIC,2014,HOUSE DISTRICT 039,0,4,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,57,0,67,0,247.5217,0,0,0,0,139.5,0,0,46.5,91,93,23.25,0,186,0,0,2391.5501,0,3218.3218,2
"RUST, CARL",DEMOCRATIC,2016,SENATE DISTRICT 012,0,2,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,20,5,36,0,910,0,0,0,0,0,0,0,0,227.227,0,0,0,1319.5,0,0,1969.4311,123.76,4549.9181,1
"RYAN, ROSE G",DEMOCRATIC,2016,HOUSE DISTRICT 023,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,0,17,0,0,0,0,0,0,0,0,0,0,0,1774.5,0,0,0,0,0,2990.715,0,4765.215,1
"SAENZ, ROY",REPUBLICAN,2016,SENATE DISTRICT 010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976.5665,0,976.5665,1
"SALZER, KAREN",DEMOCRATIC,2012,HOUSE DISTRICT 020,0,5,0,0,0,0,0,0,0,0,2,20,0,0,1,0,0,25,0,53,0,870.4416,0,0,0,0,0,0,0,0,184.416,84438.2304,0,0,582.9888,0,0,1708.8,0,87784.8768,1
"SANDLIN, JACK E",REPUBLICAN,2016,SENATE DISTRICT 036,0,6,1,3,0,1,5,12,5,1,1,3,8,0,9,0,1,185,4,245,0,13032.565,910,6370,0,273,3685.5,13321.6083,1137.5,136.5,11375,1137.5,2320.5,0,86544.0758,0,273,75001.2445,2310.308,217828.3016,1
"SANDRIDGE, MICHAEL",LIBERTARIAN,2016,HOUSE DISTRICT 001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,182,1
"SAUNDERS, THOMAS E (TOM)",REPUBLICAN,2010,HOUSE DISTRICT 054,3,11,13,21,0,27,20,41,14,22,2,59,41,0,3,0,8,448,4,737,3543.4448,4766.4,5587.824,8776,0,8179.5,6957.5,16374.72,867.5,6654,285.51,26634.5,13082.824,0,6678,0,3272,55026.501,3534.2784,170220.5022,4
"SCHAEFFER, MARK",REPUBLICAN,2010,HOUSE DISTRICT 008,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,11,0,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,904,3854,1
"SCHAIBLEY, DONNA",REPUBLICAN,2016,HOUSE DISTRICT 024,3,1,1,7,0,3,12,16,1,4,2,3,14,0,1,0,0,106,1,175,1365,227.5,273,2388.75,0,955.5,5096,30641.8385,91,1092,4823,1592.5,5414.5,0,553.5712,0,0,24522.3524,16.4892,79053.0013,1
"SCHARNBERG, KARL",REPUBLICAN,2012,HOUSE DISTRICT 096,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,7,0,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008,57.9456,1737.9456,1
"SCHEMENAUR, ANDY",DEMOCRATIC,2012,HOUSE DISTRICT 033,1,20,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,28,2,63,192,4153.0944,0,0,0,0,0,0,0,0,0,6048,0,0,4545.1392,0,0,3051.84,134.4,18124.4736,1
"SCHNEIDER, MARK",REPUBLICAN,2014,SENATE DISTRICT 043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023,0,1023,1
"SCHNEIDER, SCOTT",REPUBLICAN,2012,SENATE DISTRICT 030,2,18,8,6,0,11,9,36,1,5,5,2,6,0,9,0,0,113,0,231,480,28800,5952,12336,0,5088,21408,84076.32,192,1632,9600,672,1248,0,647850.0576,0,0,44769.1104,0,864103.488,1
"SCHRIEFER, MICHAEL (MIKE)",DEMOCRATIC,2012,HOUSE DISTRICT 074,1,7,1,2,0,1,0,1,0,0,1,51,3,0,11,0,0,70,130,279,4800,10309.9104,480,1920,0,288,0,2400,0,0,46.0992,80275.2,2400,0,91018.0512,0,0,21091.2,8535.4368,223563.8976,1
"SCOTT, MICHAEL S",REPUBLICAN,2012,HOUSE DISTRICT 091,0,1,0,0,0,0,0,0,0,0,15,28,0,0,0,0,0,36,1,81,0,91.2,0,0,0,0,0,0,0,0,118359.7632,30544.5,0,0,0,0,0,4774.9311,96,153866.3943,2
"SELLERS, HEIDI",DEMOCRATIC,2014,HOUSE DISTRICT 070,0,6,0,0,0,0,0,1,5,0,0,32,5,0,5,0,0,185,10,249,0,824,0,0,0,0,0,232.5,506.06,0,0,27047.9969,641,0,2596.4003,0,0,21297.0027,4760.427,57905.3869,2
"SEPPONEN, ELIZABETH",LIBERTARIAN,2010,HOUSE DISTRICT 081,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.27,115.27,1
"SHACKLEFORD, ROBIN",DEMOCRATIC,2010,SENATE DISTRICT 029,1,12,5,2,0,2,17,16,2,44,2,18,17,0,3,0,1,52,68,262,192,5202.28,2439,519,0,546,5486.5,5534.0681,420.0805,12797.25,5300,6914,5845.5,0,6810,0,232.5,16147.8708,15769.8511,90155.9005,4
"SHADDAY, LISA SENG",REPUBLICAN,2014,HOUSE DISTRICT 066,0,9,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,103,1,123,0,1231.1805,0,0,0,0,0,33.201,0,0,0,0,0,0,47988,0,0,11296.1055,69.75,60618.237,1
"SHANK, JOSEPH (JOE)",REPUBLICAN,2016,HOUSE DISTRICT 034,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,1,15,0,0,0,0,0,0,0,3640,0,0,0,0,0,0,0,0,0,1699.516,6.9888,5346.5048,1
"SHEETS, LYNN A",REPUBLICAN,2010,HOUSE DISTRICT 055,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,16,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3340,1765,6905,1
"SHELTON JR, JAMES D",REPUBLICAN,2016,HOUSE DISTRICT 036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.85,0,304.85,1
"SHEPHERD, CHRIS M",REPUBLICAN,2014,SENATE DISTRICT 006,0,7,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,18,0,33,0,30225,0,0,0,0,232.5,0,0,20925,2325,0,0,0,0,0,0,9190.074,0,62897.574,1
"SHERMAN, LORI",DEMOCRATIC,2016,HOUSE DISTRICT 077,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,2519.1985,554.9817,3529.1802,1
"SHOUSE, LAWRENCE B (LARRY)",REPUBLICAN,2016,HOUSE DISTRICT 100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829.8927,0,829.8927,1
"SHREVE, JEFFERSON SCOTT",REPUBLICAN,2016,SENATE DISTRICT 036,0,12,0,1,0,0,3,13,1,1,1,1,15,0,0,0,0,78,2,128,0,216646.2116,0,455,0,0,637,45411.2932,182,455,4550,455,6807.4552,0,0,0,0,24434.41,4308.2767,304341.6467,1
"SIEGRIST, SALLY",REPUBLICAN,2016,HOUSE DISTRICT 026,1,5,2,6,0,1,1,4,0,0,0,0,1,0,11,0,0,93,34,159,45.5,6825,57.6394,7267.6058,0,273,227.5,6142.5,0,0,0,0,182,0,155599.3439,0,0,42684.5601,2355.99,221660.6392,1
"SIMMS, GREGORY",DEMOCRATIC,2012,HOUSE DISTRICT 004,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,11,4,21,0,192,0,0,0,0,0,0,0,0,0,2112,0,0,688.2336,0,0,753.6,1955.7696,5701.6032,1
"SIMPSON, VI",DEMOCRATIC,2012,SENATE DISTRICT 040,7,2,14,5,0,25,28,38,7,51,1,49,37,0,0,0,10,106,0,380,2064,192,6096,2304,0,17424,17808,26880,1704,37680,96,42240,23064,0,0,0,19200,34128,0,230880,1
"SKINNER, TIMOTHY D (TIM)",DEMOCRATIC,2016,HOUSE DISTRICT 042,0,3,0,0,0,0,0,0,0,0,3,17,0,0,2,0,0,19,5,49,0,4550,0,0,0,0,0,0,0,0,568.1312,24524.5,0,0,3139.5,0,0,3549,181.1537,36512.2849,1
"SKINNER, TIMOTHY DALE (TIM)",DEMOCRATIC,2010,SENATE DISTRICT 038,1,1,15,10,1,18,19,36,1,40,3,56,22,0,3,0,14,45,13,298,300,2000,4298.5,5530,465,7032.5,9786.5,13219,116.25,14892.5,290.3088,70853,8838,0,21529.5,0,4209,11387.01,493.4596,175240.5284,2
"SLAGER, HAROLD (HAL)",REPUBLICAN,2012,HOUSE DISTRICT 015,2,17,6,4,0,21,26,56,43,24,5,6,25,0,32,0,4,255,15,541,734,6165.732,2760,3069.5,0,9153,19882,26028.717,4985.3,7968.5,39690,1862,8900.5,0,272258.7256,0,1466,59948.2633,5940.5,470812.7379,3
"SMALTZ, BEN",REPUBLICAN,2012,HOUSE DISTRICT 052,6,19,9,8,1,21,12,42,26,23,6,2,27,0,0,0,6,178,8,394,2779.5,9558.5537,5132,4598,465,11166.5,3906,15325.5,6537,4571.5,3205,641,10320.5,0,0,0,2463,53874.8565,2047.392,136591.3022,3
"SMART, STEVE",DEMOCRATIC,2010,HOUSE DISTRICT 052,0,0,0,0,0,0,0,2,0,0,1,4,0,0,4,0,0,13,2,26,0,0,0,0,0,0,0,575,0,0,148.87,1600,0,0,1293,0,0,805,470,4891.87,1
"SMITH JR, MILO",REPUBLICAN,2010,HOUSE DISTRICT 059,3,3,16,8,0,20,21,27,5,6,1,2,18,0,2,0,2,144,2,280,1845,8556,5683,3506.5,0,5779,13249.5,9073.5,516.5,2640.09,930,480,4145,0,10862.121,0,665,33571.87,389.6,101892.681,4
"SMITH, BRIAN J",DEMOCRATIC,2016,HOUSE DISTRICT 022,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,70,3,77,0,91,0,0,0,0,0,455,0,0,0,455,0,0,0,0,0,5466.37,826.5166,7293.8866,1
"SMITH, EVAN",DEMOCRATIC,2010,HOUSE DISTRICT 084,0,0,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,8,0,0,0.3936,1500,0,0,0,500,0,0,0,192,0,0,1172,0,0,0,50,3414.3936,2
"SMITH, JAMES C",REPUBLICAN,2010,SENATE DISTRICT 045,1,11,3,8,0,6,17,19,0,6,2,2,3,0,20,0,4,63,1,166,465,16212.5,1395,7533,0,2604,12462,15580.8387,0,1999.5,33250,558,572,0,249277.0518,0,2325,17209.12,1974.39,363417.4005,2
"SMITH, PAT L",DEMOCRATIC,2010,HOUSE DISTRICT 035,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,15,0,5172.6,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,873,2765,10010.6,1
"SMITH, STEVEN L",DEMOCRATIC,2010,HOUSE DISTRICT 078,0,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,1,9,0,1831.94,0,0,0,0,0,0,0,0,0,950,0,0,300,0,0,250,4654.62,7986.56,1
"SMITH, VERNON G",DEMOCRATIC,2010,HOUSE DISTRICT 014,0,12,3,0,0,10,4,14,1,3,0,14,6,0,0,0,2,88,4,161,0,1938.5,700,0,0,3789.5,910,4559.2016,120,688,0,2918,1919.5,0,0,0,296,15439.5,8800.1,42078.3016,4
"SMYTHE, MICHAEL",LIBERTARIAN,2010,HOUSE DISTRICT 094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,298,798,1
"SNYDER, JEFFREY A",REPUBLICAN,2014,SENATE DISTRICT 015,1,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,44,1,52,219.1266,33591.8139,0,0,0,0,0,1395,0,0,0,0,0,0,0,0,0,23826.4512,684.7311,59717.1228,1
"SNYDER, MIKE",DEMOCRATIC,2012,HOUSE DISTRICT 079,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,50,63,127,0,0,0,0,0,0,0,0,0,0,0,4800,0,0,1344,0,0,11112.9312,2402.6016,19659.5328,1
"SOLIDAY, EDMOND (ED)",REPUBLICAN,2010,HOUSE DISTRICT 004,8,12,35,51,0,107,26,51,1,15,3,102,42,0,14,0,33,274,12,786,4552,5884.0264,22075,50001.5,0,62579,20174.5,54200.913,25,5275,50550,104780,16705.09,0,485988.1541,0,21796,139359.213,2012.146,1045957.543,4
"SOSBE, CHUCK",DEMOCRATIC,2010,SENATE DISTRICT 021,0,2,0,0,0,0,0,0,1,0,4,28,0,0,4,0,0,44,7,90,0,2539.9232,0,0,0,0,0,0,100,0,133.9758,25679,0,0,635,0,0,6067.2,4061.0584,39216.1574,3
"SPARKS, JEFF",DEMOCRATIC,2012,HOUSE DISTRICT 062,1,4,0,0,0,0,0,0,9,0,1,52,0,0,6,0,0,72,10,155,96,795,0,0,0,0,0,0,1111.2,0,223.3116,135240.4206,0,0,93000,0,0,11104.8,2807.8089,244378.5411,2
"SPARKS, SAWYER",REPUBLICAN,2016,HOUSE DISTRICT 062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7079.8,0,7079.8,1
"SPEEDY, MIKE",REPUBLICAN,2010,HOUSE DISTRICT 090,3,2,12,20,0,28,51,36,1,10,2,2,22,0,0,0,15,115,5,324,1031,500,5791,10480.5,0,9862.5,32011.5,12375.1883,46.5,6418,523,528,6219,0,0,0,8907.5,54977.75,2067.5,151738.9383,4
"SPELBRING, MARK C",DEMOCRATIC,2012,HOUSE DISTRICT 042,3,18,0,0,0,0,0,1,1,0,7,42,0,0,17,0,0,107,5,201,2448,11502.1689,0,0,0,0,0,27.8535,465,0,406.2681,133257.1806,0,0,121951.4328,0,0,13939.65,2990.64,286988.1939,2
"SPENNER, MAXINE",DEMOCRATIC,2012,SENATE DISTRICT 008,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,9,0,2467,0,0,0,0,0,0,0,0,0,910,0,0,0,0,0,3074.162,0,6451.162,2
"SPINKS, STEVE",DEMOCRATIC,2014,HOUSE DISTRICT 075,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,14,1,22,0,0,0,0,0,0,0,0,0,0,0,1674,0,0,232.5,0,0,1583.9388,279,3769.4388,1
"SPOTT, DAVE",DEMOCRATIC,2016,SENATE DISTRICT 003,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.116,1
"STEELE, BRENT",REPUBLICAN,2012,SENATE DISTRICT 044,5,1,6,5,0,16,37,32,0,11,0,7,22,0,0,0,10,31,0,183,1728,96,5280,2208,0,6624,18931.2,12384,0,5184,0,6624,20016,0,0,0,4944,11474.7264,0,95493.9264,1
"STEINER, DANIEL M (DAN)",DEMOCRATIC,2010,HOUSE DISTRICT 063,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,23,3,31,500,200,1200,0,0,0,0,0,0,0,0,600,0,0,0,0,0,3831.93,12199,18530.93,1
"STEMLER, STEVEN RAY",DEMOCRATIC,2010,HOUSE DISTRICT 071,5,11,9,14,0,26,13,22,0,13,2,3,13,0,1,0,8,148,2,290,2077.5,32761.6826,5245,11072,0,10868.5,15630,6682,0,3092,285.51,968,3859.5,0,356.16,0,3640,40256.65,132.99,136927.4926,4
"STEPHENSON, LUKE G",REPUBLICAN,2016,HOUSE DISTRICT 028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5519.15,1670.76,7189.91,1
"STEUERWALD, GREGORY E",REPUBLICAN,2010,HOUSE DISTRICT 040,7,7,19,36,0,28,59,63,2,36,4,2,58,0,2,0,15,302,7,647,2789,4904,9482.5,17444,0,18515,33527,21123.5925,292,11971.7,2113,292,33659.0301,0,1180,0,5958,70122.4,7932.57,241305.7926,4
"STEVENS, ALLEN",REPUBLICAN,2016,SENATE DISTRICT 008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,364,1
"STEVENS, JUSTIN",REPUBLICAN,2012,HOUSE DISTRICT 066,0,3,0,1,0,0,0,1,0,0,1,0,0,0,11,0,0,21,4,42,0,103151.0688,0,3840,0,0,0,9600,0,0,19200,0,0,0,136653.312,0,0,4416,1128,277988.3808,1
"STEVENSON SR, DAN C",DEMOCRATIC,2010,HOUSE DISTRICT 011,0,15,5,2,0,22,3,5,0,1,2,17,6,0,0,0,0,15,1,94,0,12300,3450,750,0,7750,2350,1650,0,200,500,5625,1950,0,0,0,0,2300,50,38875,1
"STEVENSON, KENNETH R",REPUBLICAN,2010,HOUSE DISTRICT 002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837,857.5,1694.5,2
"STEWART, ROBBIN",REPUBLICAN,2010,HOUSE DISTRICT 100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"STILWELL, RUSELL L",DEMOCRATIC,2010,HOUSE DISTRICT 074,2,6,7,9,0,16,6,7,0,15,3,121,30,0,4,0,5,67,2,300,1600,8750,4300,7100,0,9100,9600,3100,0,11250,1350,161925.78,16200,0,29984.6,0,4650,21415,4540,294865.38,1
"STINFER, MICHAEL L",INDEPENDENT,2014,HOUSE DISTRICT 022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,24,0,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441.75,1252.0218,2623.7718,1
"STITH, CORY D",REPUBLICAN,2012,HOUSE DISTRICT 005,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,41539.4496,0,0,0,0,0,0,0,0,41539.4496,1
"STOOPS, MARK",DEMOCRATIC,2012,SENATE DISTRICT 040,1,3,3,1,0,3,17,10,8,36,6,17,16,0,0,0,5,29,4,159,455,4295,1365,288,0,1001,5449.5,4120,950,11648,686.208,9645.8,10276,0,0,0,1638,8884.65,6631.68,67333.838,2
"STRAW, MARK",DEMOCRATIC,2012,HOUSE DISTRICT 013,4,1,0,0,0,0,0,1,2,0,0,4,0,0,7,0,0,8,3,30,1838.4384,1688.8704,0,0,0,0,0,480,432,0,0,1344,0,0,7992.672,0,0,1896.2592,5408.688,21080.928,1
"STRINKA, JOHN",SOCIALIST,2012,HOUSE DISTRICT 039,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,8335.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880,2252.16,13468.032,1
"SUDDETH, KEVIN",REPUBLICAN,2010,HOUSE DISTRICT 061,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,16,0,3262.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,20,4202.21,1
"SULLIVAN, HOLLI",REPUBLICAN,2014,HOUSE DISTRICT 078,2,10,7,6,0,38,22,26,0,17,6,0,26,0,10,0,5,304,2,481,728,5863.25,3292,3613.5,0,13729.29,10587,13684.7122,0,5545.5,25545,0,6193.5,0,153350.7876,0,1735,70220.1941,1969,316056.7339,2
"SULLIVAN, MARY ANN",DEMOCRATIC,2010,HOUSE DISTRICT 097,4,20,7,6,0,9,31,32,24,27,14,26,32,0,15,0,4,301,22,574,1170,12569.1152,8950,6634,0,2370,20978,34290.7,25362.2,18454,10426.8256,20945,8550.52,0,76683.7216,0,942,62069.0552,987.84,311382.9776,2
"SUMMERS, VANESSA J",DEMOCRATIC,2010,HOUSE DISTRICT 099,1,2,7,2,0,3,10,32,2,17,1,13,25,0,0,0,3,44,1,163,100,1100,4300,1920,0,1370,2624.1023,13433,139,4906,750,5216,6380,0,0,0,1053,12474.5,6200,61965.6023,4
"TALARZYK, ANDY",DEMOCRATIC,2014,SENATE DISTRICT 041,0,1,0,0,0,0,0,1,1,0,2,5,0,0,1,0,0,13,2,26,0,93,0,0,0,0,0,93,23.25,0,267.9795,1906.5,0,0,465,0,0,1540.2846,207.39,4596.4041,1
"TALJONICK, ZACHARY",REPUBLICAN,2016,SENATE DISTRICT 032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704.2399,0,704.2399,1
"TALLIAN, KAREN",DEMOCRATIC,2010,SENATE DISTRICT 004,3,8,19,11,1,59,47,49,0,38,3,123,49,0,2,0,19,63,5,499,837,3286,11794,5229.5,465,27320,29017.5,18393.5,0,16706.5,584.6817,84532.43,23902.3255,0,10500,0,7289,20607.3453,5598.5,266063.2825,2
"TAYLOR III, JOE",DEMOCRATIC,2016,HOUSE DISTRICT 007,0,5,0,0,0,1,1,1,1,0,3,24,0,0,0,0,0,23,2,61,0,3321.5,0,0,0,910,227.5,227.5,1820,0,5897.0275,37537.5,0,0,0,0,0,14580.4568,2610.7991,67132.2834,1
"TAYLOR, GREG",DEMOCRATIC,2012,SENATE DISTRICT 033,2,1,12,5,0,9,53,48,2,25,1,13,19,0,0,0,4,77,0,271,432,113.75,6651,1622.5,0,3169,20402,17440,211,9481,218.5092,6111,8031,0,0,0,1678,27573.6918,0,103134.451,2
"TAYLOR, HENRY H (HANK)",REPUBLICAN,2010,HOUSE DISTRICT 073,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,22942.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975,0,23917.3,1
"TELLOYAN, MARK PETER",REPUBLICAN,2012,HOUSE DISTRICT 007,0,2,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,30,3,39,0,615.4752,0,0,0,0,0,0,1200,0,0,0,288,0,480,0,0,8424.9984,2895.4752,13903.9488,1
"TERRY, GLENN L",REPUBLICAN,2012,SENATE DISTRICT 010,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,7,0,1920,0,0,0,0,0,960,0,192,0,0,0,0,0,0,0,1920,1264.2144,6256.2144,1
"THAIS, STEVEN M",DEMOCRATIC,2010,SENATE DISTRICT 039,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,6,0,1000,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,1832,4832,1
"THIEL, ERIC A",DEMOCRATIC,2012,HOUSE DISTRICT 026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2077.2384,2077.2384,1
"THOMPSON, BRAD",DEMOCRATIC,2012,SENATE DISTRICT 007,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,8976,0,0,0,0,0,576,0,9552,1
"THOMPSON, JEFFREY A",REPUBLICAN,2010,HOUSE DISTRICT 028,7,6,30,19,0,31,18,53,16,2,4,1,21,0,4,0,3,516,5,736,2639,11190.5,17494.5,8851,0,12059,7603.75,16324.7312,2214.3,484,16470,240,5312,0,274.3137,0,938.2,46513.18,175.68,148784.1549,4
"THOMPSON, RICHARD",DEMOCRATIC,2012,HOUSE DISTRICT 044,0,1,0,0,0,0,1,0,0,0,0,8,0,0,3,0,0,4,0,17,0,128.1312,0,0,0,0,192,0,0,0,0,3264,0,0,600,0,0,624,0,4808.1312,1
"TIBBETT, NANCY",DEMOCRATIC,2016,HOUSE DISTRICT 053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,36.4,218.4,1
"TOMES, JAMES",REPUBLICAN,2010,SENATE DISTRICT 049,1,3,9,0,0,23,4,8,5,4,2,26,6,0,8,0,2,432,24,557,130.2,1123.25,4650,0,0,8695.5,1488,3627,465,1488,579,11718,2650.5,0,102580.18,0,930,53157.3277,29756.4621,223038.4198,2
"TORR, GERALD R (JERRY)",REPUBLICAN,2010,HOUSE DISTRICT 039,3,8,15,35,1,47,144,67,3,74,6,9,46,0,2,0,20,196,2,678,1111,6079.5,7597,17235.5,232.5,18540.5,78936.0273,33312.1546,1607.5,35127,4815,4588.5,16519.5,0,687.4868,0,8751,78183.2038,85.2,313408.5725,4
