bill_number,bill_id,title
HB1,786904,"An Act To Amend Title 14 Of The Delaware Code Relating To Sexual Assault Reporting."
HB2,783898,"An Act To Amend Titles 11 And 29 Of The Delaware Code Relating To Training On Sexual Assault."
HB3,765946,"An Act To Amend Title 29 Of The Delaware Code Relating To State Procurement."
HB4,771998,"An Act To Amend Title 19 Of The Delaware Code Relating To Employment Discrimination."
HB5,758644,"An Act To Amend Title 16 Of The Delaware Code Relating To The Addition Of Electronic Smoking Devices To The Clean Indoor Air Act."
HB6,685831,"An Act To Amend Title 14 Of The Delaware Code Relating To The Charter Of The University Of Delaware."
HB7,686182,"An Act To Amend Title 11 Of The Delaware Code Relating To Strangulation."
HB8,686062,"An Act To Amend Title 16 Of The Delaware Code Relating To The Involuntary Commitment Of Persons With Mental Conditions."
HB9,685715,"An Act To Amend Title 16 Of The Delaware Code Relating To The Sanitary Protection Of All Drinking Water Supplies Which Are Furnished To And Used By The Public."
HB10,686301,"An Act To Amend Title 29 Of The Delaware Code Relating To Office Of Financial Empowerment."
HB11,668594,"An Act To Amend Title 16 Of The Delaware Code Relating To Paramedic Services."
HB12,668820,"An Act To Amend Title 14 Of The Delaware Code Relating To School Nurses."
HB13,668538,"An Act To Amend Title 14 Of The Delaware Code Relating To School Safety."
HB14,668481,"An Act To Amend Title 14 Of The Delaware Code Relating To School Property And Health And Safety Requirements."
HB15,692766,"An Act To Amend Title 18 Of The Delaware Code Relating To Captive Insurance."
HB16,668708,"An Act To Amend Title 4 Of The Delaware Code Relating To Alcoholic Liquors."
HB17,668423,"An Act To Amend Title 31 Of The Delaware Code Relating To Adult Protective Services."
HB18,668763,"An Act To Amend Title 6 Of The Delaware Code Relating To The Safe Destruction Of Records Containing Personal Identifying Information."
HB19,668651,"An Act To Amend Title 29 Of The Delaware Code Relating To Agency Regulations."
HB20,671598,"An Act To Amend Title 5 Of The Delaware Code Relating To The Purchase By A Bank Or Trust Company Of The Shares Of Its Own Capital Stock."
