bill_number,bill_id,title
AB1,569249,"Authorizing the state superintendent of public instruction to direct a school district to implement a new curriculum or instructional design, make personnel changes, or adopt accountability measures, and requiring the exercise of rule-making authority."
AB2,569247,"The powers and duties of the board of school directors and the superintendent of schools in a first class city school district, awarding a grant to a nonprofit corporation, requiring a referendum, and granting rule-making authority."
