bill_id,date,action
569247,2009-12-16,Introduced
569247,2009-12-16,"Read first time and referred to committee on Rules"
569247,2009-12-16,"Senator Taylor added as a cosponsor"
569247,2010-01-25,"LRB correction"
569247,2010-03-04,"Failed to pass pursuant to Senate Joint Resolution 1"
569249,2009-12-16,Introduced
569249,2009-12-16,"Read first time and referred to committee on Rules"
569249,2009-12-16,"Senator Taylor added as a cosponsor"
569249,2010-01-07,"Fiscal estimate received"
569249,2010-03-04,"Failed to pass pursuant to Senate Joint Resolution 1"
