bill_number,bill_id,title
H0003,793080,"Violations of Apportionment Standards"
H0001,792908,"Adjourning & Reconvening of Legislature/2015 Special Session C"
H0005,793092,"Apportionment/Senatorial Districts"
S0006,793090,"Violations of Apportionment Standards"
S0004,792911,"Adjourning and Reconvening of the Legislature/Special Session C"
S0002,792906,Apportionment
