bill_number,bill_id,title
HB2001,416084,"Retention Elections for Justice Court Judges"
HB2002,416039,"Prison Relocation and Development Authority Act Amendments"
HB2003,415996,"Insurance Amendments"
SB2001,415952,"Bonds Secured by Federal Mineral Lease Payments"
SB2002,415909,"Alcoholic Beverage Control Act Amendments"
SCR201,415864,"Concurrent Resolution Supporting United States' Balanced Budget Constitutional Amendment"
