bill_number,bill_id,title
HR1,884140,
HR2,884142,
HR3,884143,
HCR1,883714,"Recess Days; Second Special Session of 2016"
HCR2,884110,"Additional Recess Day; July 19th; Second Special Session of 2016"
SR1,884141,"Second Special Session; Approval of Journal"
SR2,884139,"Second Special Session; Adjourn Sine Die"
