bill_id,date,action
415210,2010-05-04,"Introduced and adopted"
415238,2010-05-03,"Introduced and adopted"
415268,2010-05-03,"Introduced and adopted"
415299,2010-09-24,"Referred to TRANSPORTATION"
415327,2010-09-16,"Referred to TRANSPORTATION"
415357,2010-09-09,"Referred to TRANSPORTATION"
415388,2010-05-11,"Referred to TRANSPORTATION"
415416,2010-05-03,Introduced
415416,2010-05-03,"Adopted (188-1)"
415446,2010-10-04,"Referred to TRANSPORTATION"
415476,2010-10-04,"Referred to TRANSPORTATION"
415503,2010-09-29,"Referred to TRANSPORTATION"
415531,2010-09-16,"Referred to TRANSPORTATION"
415562,2010-09-16,"Referred to TRANSPORTATION"
415590,2010-09-16,"Referred to TRANSPORTATION"
415620,2010-09-16,"Referred to TRANSPORTATION"
415651,2010-09-16,"Referred to TRANSPORTATION"
415681,2010-09-22,"Referred to TRANSPORTATION"
415712,2010-08-19,"Referred to TRANSPORTATION"
415742,2010-09-16,"Referred to TRANSPORTATION"
415770,2010-09-16,"Referred to TRANSPORTATION"
415801,2010-09-16,"Referred to TRANSPORTATION"
415831,2010-09-16,"Referred to TRANSPORTATION"
415859,2010-09-16,"Referred to TRANSPORTATION"
415890,2010-09-16,"Referred to TRANSPORTATION"
415921,2010-09-14,"Referred to APPROPRIATIONS"
415921,2010-10-06,"Amended in House Committee on APPROPRIATIONS"
415949,2010-07-03,"Referred to TRANSPORTATION"
415979,2010-07-01,"Referred to TRANSPORTATION"
416009,2010-06-22,"Referred to TRANSPORTATION"
416037,2010-05-26,"Referred to APPROPRIATIONS"
416068,2010-05-05,"Referred to TRANSPORTATION"
416098,2010-05-05,"Referred to APPROPRIATIONS"
