bill_number,bill_id,title
HR1,415330,"House of Representatives, notice to Senate of organization and readiness to transact business"
HR4,415323,"House committees, references in any rule or statute to certain House standing committees deemed references to specified committees renamed in House rules"
HR7,415317,"House Majority Leader, House Minority Leader, House Ranking Minority Committee Member, selection provided for"
HR8,415311,"Holmes, Representative Alvin, Dean of House of Representatives, named"
HR10,415304,"Rules of the House of Representatives, adopted"
HR12,415296,"Ladnier-Hicks, Jamie, commended"
HR13,415286,"Simpkins, James Otis, death mourned"
HR14,415282,"England, Jennifer Lynn, death mourned"
HR15,415276,"Weaver, Marie Powell, death mourned"
HR16,415269,"Mosley, Sabrina Latrice, death mourned"
HR17,415262,"Norwood, Mary Lucille, death mourned"
HR18,415257,"Johnson, Mike, commended"
HR19,415247,"Womack, Benny, commended"
HR20,415241,"Lewis, Ethel Mae Waller, death mourned"
HR21,415234,"Mt. Moriah AME Church, commended"
HJR2,415370,"Governor, committee appointed to notify that Legislature is in session"
HJR3,415366,"Legislature, joint session convened to witness opening and publishing of election returns of executive officers of November 2010 general election"
HJR5,415354,"Acts of 2010 First Special Session and 2011 Organizational Session to be bound with acts of 2011 Regular Session, House and Senate 2010 First Special Session Journals to be bound together"
HJR6,415351,"Joint Legislative Parking Committee, established"
HJR9,415345,"Joint Rules of the Legislature, adopted"
HJR11,415339,"Underwood, Ruth Sherman, commended"
SR1,415214,"Senate Rules, adopted"
SJR2,415228,"Governor, committee appointed to notify that Legislature is in session"
SJR3,415221,"Auburn University football team, commended"
SJR4,415216,"Gammill, William, commended"
