bill_id,sponsor_id
59869,1548
59870,1515
59871,1509
59871,1524
59871,1526
59871,1528
59871,1548
59871,1555
59871,1556
59871,1558
59872,1501
59873,1520
59873,1521
59873,1569
59873,1578
59873,1586
59874,1559
59875,1538
59875,1573
59875,1590
59875,1599
59876,1505
59876,1562
59876,1599
59876,1610
59877,1498
59877,1554
59878,1531
59879,1498
59879,1509
59879,1516
59879,1519
59879,1520
59879,1536
59879,1540
59879,1542
59879,1558
59879,1582
59880,1493
59880,1494
59880,1495
59880,1497
59880,1498
59880,1500
59880,1502
59880,1503
59880,1505
59880,1509
59880,1510
59880,1511
59880,1513
59880,1514
59880,1515
59880,1516
59880,1518
59880,1519
59880,1520
59880,1522
59880,1528
59880,1530
59880,1532
59880,1533
59880,1535
59880,1537
59880,1538
59880,1540
59880,1543
59880,1545
59880,1548
59880,1550
59880,1551
59880,1554
59880,1556
59880,1558
59880,1559
59880,1561
59880,1562
59880,1563
59880,1564
59880,1565
59880,1566
59880,1568
59880,1570
59880,1571
59880,1576
59880,1578
59880,1582
59880,1583
59880,1590
59880,1591
59880,1597
59880,1598
59880,1600
59880,1602
59880,1603
59880,1605
59880,1609
59880,1610
59880,1612
59881,1507
59881,1538
59881,1558
59882,1524
59883,1524
59883,1562
59884,1565
59885,1565
59886,1541
59887,1557
59888,1502
59888,1556
59888,1563
59888,1566
59888,1582
59888,1599
59888,1600
59889,1601
59889,1612
59890,1567
59891,1522
59891,1540
59891,1558
59891,1573
59891,1593
59892,1502
59892,1545
59892,1558
59892,1559
59893,1501
59893,1510
59893,1514
59893,1521
59893,1530
59893,1543
59893,1547
59893,1548
59893,1549
59893,1557
59893,1562
59894,1535
59895,1539
59896,1539
59897,1565
59897,1598
59898,1565
59898,1598
59899,1581
59899,1598
59900,1542
59901,1512
59901,1549
59902,1512
59902,1549
59902,1575
59903,1526
59904,1526
59905,1503
59905,1505
59905,1510
59905,1516
59905,1519
59905,1526
59905,1534
59905,1540
59905,1542
59905,1545
59905,1548
59905,1554
59905,1556
59905,1558
59905,1568
59905,1571
59905,1573
59905,1582
59905,1591
59905,1592
59905,1599
59905,1610
59906,1558
59907,1538
59908,1562
59909,1513
59909,1540
59909,1558
59909,1559
59909,1563
59910,1501
59911,1501
59912,1501
59912,1533
59912,1611
59913,1501
59914,1501
59914,1548
59915,1498
59915,1499
59915,1500
59915,1510
59915,1517
59915,1522
59915,1524
59915,1528
59915,1529
59915,1530
59915,1531
59915,1545
59915,1547
59915,1550
59915,1551
59915,1558
59915,1560
59915,1573
59915,1576
59915,1585
59915,1598
59916,1551
59916,1556
59916,1594
59917,1521
59917,1538
59918,1509
59918,1549
59918,1554
59918,1559
59918,1562
59918,1593
59919,1501
59920,1495
59920,1497
59920,1502
59920,1503
59920,1506
59920,1512
59920,1538
59920,1540
59920,1545
59920,1556
59920,1558
59920,1565
59920,1566
59920,1573
59920,1573
59920,1582
59920,1590
59920,1593
59920,1596
59920,1598
59920,1609
59921,1494
59921,1496
59921,1505
59921,1507
59921,1517
59921,1538
59921,1539
59921,1550
59921,1556
59921,1558
59921,1562
59921,1565
59921,1568
59921,1569
59921,1588
59922,1539
59923,1539
59924,1556
59925,1598
59926,1539
59927,1512
59927,1517
59927,1522
59927,1528
59927,1530
59927,1539
59928,1513
59929,1549
59930,1556
59931,1546
